task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,258842,760682,MPM,1,259114,265608,w,n,16
2,818550,1321988,MPS,2,266220,266526,w,n,1
3,1722032,2236758,NMS,3,267410,268736,w,n,3
4,2299692,2799084,NMM,4,269518,274482,w,n,10
"","","","",5,282302,286960,w,n,14
"","","","",6,288762,294304,w,n,11
"","","","",7,297398,301036,w,n,11
"","","","",8,302396,302498,w,n,1
"","","","",9,303722,307088,w,n,8
"","","","",10,309536,310080,w,n,2
"","","","",11,311814,312086,w,n,1
"","","","",12,314602,315044,w,n,1
"","","","",13,317866,318070,w,n,1
"","","","",14,318988,319668,w,n,2
"","","","",15,321504,321946,w,n,1
"","","","",16,323374,330718,w,n,22
"","","","",17,331806,345814,w,n,32
"","","","",18,346392,348908,w,n,4
"","","","",19,351628,352036,w,n,1
"","","","",20,354892,358394,w,n,10
"","","","",21,359958,367030,w,n,12
"","","","",22,368662,370430,w,n,3
"","","","",23,380732,382330,w,n,2
"","","","",24,394332,400826,w,n,12
"","","","",25,410278,410516,w,n,1
"","","","",26,414766,417792,w,n,6
"","","","",27,426768,427142,w,n,1
"","","","",28,428230,428434,w,n,1
"","","","",29,433228,434860,w,n,3
"","","","",30,436288,436662,w,n,1
"","","","",31,446726,450806,w,n,8
"","","","",32,453730,454070,w,n,1
"","","","",33,456110,456586,w,n,2
"","","","",34,459340,460292,w,n,3
"","","","",35,464304,464610,w,n,1
"","","","",36,466616,467636,w,n,3
"","","","",37,473450,473654,w,n,1
"","","","",38,499324,502690,w,n,3
"","","","",39,504628,505172,w,n,2
"","","","",40,507144,507382,w,n,1
"","","","",41,519384,519520,w,n,1
"","","","",42,538254,542096,w,n,8
"","","","",43,543728,544646,w,n,2
"","","","",44,548726,549882,w,n,3
"","","","",45,579292,580448,w,n,2
"","","","",46,607784,612918,w,n,12
"","","","",47,613802,621078,w,n,16
"","","","",48,622812,623424,w,n,2
"","","","",49,627300,627606,w,n,1
"","","","",50,661980,662864,w,n,2
"","","","",51,672078,672418,w,n,1
"","","","",52,673200,673948,w,n,2
"","","","",53,675308,675546,w,n,1
"","","","",54,679762,680510,w,n,1
"","","","",55,683740,684420,w,n,1
"","","","",56,685440,690472,w,n,10
"","","","",57,697170,702950,w,n,11
"","","","",58,705942,707948,w,n,5
"","","","",59,710056,710294,w,n,1
"","","","",60,713592,713830,w,n,1
"","","","",61,725866,726070,w,n,1
"","","","",62,726954,727294,w,n,1
"","","","",63,728858,730184,w,n,3
"","","","",64,733346,734400,w,n,3
"","","","",65,735420,735624,w,n,1
"","","","",66,736134,736848,w,n,2
"","","","",67,738820,742356,w,n,7
"","","","",68,744430,744668,w,n,1
"","","","",69,745212,747082,w,n,5
"","","","",70,754358,754596,w,n,1
"","","","",71,757486,758778,w,n,3
"","","","",72,760274,760648,w,n,1
"","","","",73,880634,881416,k,n,1
"","","","",74,903958,904264,h,n,1
"","","","",75,927044,927282,h,n,1
"","","","",76,929288,933742,w,n,16
"","","","",77,936224,941426,w,n,15
"","","","",78,943262,943398,w,n,1
"","","","",79,944214,949552,w,n,17
"","","","",80,956114,965328,w,n,21
"","","","",81,968558,968762,w,n,1
"","","","",82,975732,976004,w,n,1
"","","","",83,981274,981444,w,n,1
"","","","",84,984130,984402,w,n,1
"","","","",85,985490,987938,w,n,5
"","","","",86,989332,990352,w,n,2
"","","","",87,993514,995894,w,n,4
"","","","",88,999566,1002626,w,n,6
"","","","",89,1023094,1026188,w,n,9
"","","","",90,1041522,1042984,w,n,4
"","","","",91,1128664,1134988,w,n,17
"","","","",92,1138558,1142230,w,n,9
"","","","",93,1151648,1154266,w,n,8
"","","","",94,1158108,1161304,w,n,8
"","","","",95,1164738,1165010,w,n,1
"","","","",96,1166574,1170110,w,n,8
"","","","",97,1171028,1171368,w,n,1
"","","","",98,1173102,1178134,w,n,12
"","","","",99,1186600,1194420,w,n,19
"","","","",100,1196188,1202376,w,n,13
"","","","",101,1203770,1208428,w,n,11
"","","","",102,1211012,1214004,w,n,5
"","","","",103,1216112,1220566,w,n,6
"","","","",104,1221620,1224952,w,n,9
"","","","",105,1229746,1232500,w,n,6
"","","","",106,1234710,1234948,w,n,1
"","","","",107,1247222,1249500,w,n,6
"","","","",108,1253206,1254056,w,n,3
"","","","",109,1273776,1278060,w,n,10
"","","","",110,1280134,1282174,w,n,7
"","","","",111,1283772,1287274,w,n,9
"","","","",112,1289552,1289756,w,n,1
"","","","",113,1291218,1292442,w,n,3
"","","","",114,1293496,1296182,w,n,8
"","","","",115,1300942,1303866,w,n,9
"","","","",116,1305464,1305974,w,n,2
"","","","",117,1306892,1307436,w,n,2
"","","","",118,1312604,1316956,w,n,10
"","","","",119,1318792,1321988,w,n,7
"","","","",120,1722576,1722678,w,n,1
"","","","",121,1724514,1724718,w,n,1
"","","","",122,1726554,1730770,w,n,15
"","","","",123,1732776,1734510,w,n,6
"","","","",124,1736924,1738828,w,n,6
"","","","",125,1854904,1862044,w,n,23
"","","","",126,1865614,1872244,w,n,18
"","","","",127,2067744,2070192,h,n,4
"","","","",128,2081684,2094638,w,n,31
"","","","",129,2112794,2114120,w,n,3
"","","","",130,2115310,2115650,w,n,1
"","","","",131,2116296,2116942,w,n,2
"","","","",132,2174470,2183004,h,n,13
"","","","",133,2188614,2190484,w,n,7
"","","","",134,2192116,2194190,w,n,4
"","","","",135,2194734,2195584,w,n,3
"","","","",136,2197964,2199528,w,n,5
"","","","",137,2203098,2212550,w,n,18
"","","","",138,2213468,2217310,w,n,8
"","","","",139,2224688,2228462,w,n,9
"","","","",140,2230468,2236758,w,n,12
"","","","",141,2299760,2306050,w,n,15
"","","","",142,2309076,2312952,w,n,8
"","","","",143,2314448,2320126,w,n,14
"","","","",144,2324852,2326586,w,n,6
"","","","",145,2329646,2333794,w,n,10
"","","","",146,2334950,2342634,w,n,16
"","","","",147,2344028,2349264,w,n,13
"","","","",148,2353922,2356642,w,n,7
"","","","",149,2359838,2361470,w,n,5
"","","","",150,2372758,2378708,w,n,20
"","","","",151,2389894,2393804,w,n,10
"","","","",152,2395504,2396966,w,n,4
"","","","",153,2399312,2400604,w,n,3
"","","","",154,2402236,2406962,w,n,14
"","","","",155,2415462,2419542,w,n,11
"","","","",156,2426580,2428348,w,n,5
"","","","",157,2433822,2435624,w,n,4
"","","","",158,2439840,2441608,w,n,4
"","","","",159,2444498,2450210,w,n,12
"","","","",160,2451230,2456126,w,n,19
"","","","",161,2463368,2473806,w,n,25
"","","","",162,2475268,2475608,w,n,1
"","","","",163,2476288,2479994,w,n,3
"","","","",164,2482204,2489344,w,n,11
"","","","",165,2493288,2500836,w,n,22
"","","","",166,2503862,2510560,w,n,16
"","","","",167,2512566,2514470,w,n,5
"","","","",168,2525860,2526472,k,n,2
"","","","",169,2534360,2536740,w,n,7
"","","","",170,2544900,2548096,w,n,7
"","","","",171,2551700,2555508,w,n,9
"","","","",172,2556358,2559724,w,n,7
"","","","",173,2565300,2567068,w,n,4
"","","","",174,2569414,2570536,w,n,2
"","","","",175,2571556,2571760,w,n,1
"","","","",176,2574446,2577200,w,n,7
"","","","",177,2579070,2582130,w,n,6
"","","","",178,2583354,2585292,w,n,6
"","","","",179,2592194,2592364,w,n,1
"","","","",180,2651898,2653088,w,n,4
"","","","",181,2655944,2656556,w,n,2
"","","","",182,2678724,2682906,w,n,10
"","","","",183,2683620,2685252,w,n,3
"","","","",184,2686986,2687190,w,n,1
"","","","",185,2693004,2696268,w,n,5
"","","","",186,2697526,2697662,w,n,1
"","","","",187,2710582,2713506,w,n,9
"","","","",188,2719626,2720816,w,n,4
"","","","",189,2721904,2723060,w,n,4
"","","","",190,2726256,2726358,w,n,1
"","","","",191,2728772,2732206,w,n,8
"","","","",192,2739448,2739720,w,n,1
"","","","",193,2741692,2745534,w,n,8
"","","","",194,2747846,2748186,w,n,1
"","","","",195,2751144,2753048,w,n,4
"","","","",196,2759372,2761752,w,n,5
"","","","",197,2764302,2766206,w,n,5
"","","","",198,2783002,2784770,w,n,4
"","","","",199,2787864,2793100,w,n,12
"","","","",200,2793712,2794698,w,n,3
"","","","",201,2796194,2798234,w,n,6
