task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,262140,755582,NMM,1,287538,287674,w,n,1
2,825826,1303832,NMS,2,289136,290972,w,n,3
3,1397978,1536256,G,3,296480,297704,w,n,3
4,1603746,2086572,MPM,4,301546,303110,w,n,3
5,2187730,2678758,MPS,5,306340,309638,w,n,7
"","","","",6,315724,320144,w,n,10
"","","","",7,324122,324904,w,n,2
"","","","",8,326910,329630,w,n,7
"","","","",9,331160,337076,w,n,12
"","","","",10,357476,357680,w,n,1
"","","","",11,362950,364310,w,n,3
"","","","",12,367778,369512,w,n,4
"","","","",13,419900,420138,w,n,1
"","","","",14,428808,429352,w,n,1
"","","","",15,436628,437580,w,n,2
"","","","",16,450704,452710,w,n,3
"","","","",17,455464,455702,w,n,1
"","","","",18,465154,465358,w,n,1
"","","","",19,468350,470934,w,n,3
"","","","",20,472328,472702,w,n,1
"","","","",21,483004,483242,w,n,1
"","","","",22,484364,487730,w,n,8
"","","","",23,489532,493136,w,n,7
"","","","",24,495788,498644,w,n,5
"","","","",25,508572,508946,w,n,1
"","","","",26,510646,511020,w,n,1
"","","","",27,517174,517276,w,n,1
"","","","",28,518704,523634,w,n,10
"","","","",29,525470,531760,w,n,8
"","","","",30,561952,563822,w,n,2
"","","","",31,566338,567222,w,n,2
"","","","",32,570588,571166,w,n,1
"","","","",33,573410,574804,w,n,2
"","","","",34,576844,577048,w,n,1
"","","","",35,579054,581570,w,n,7
"","","","",36,584018,587554,w,n,8
"","","","",37,589492,592110,w,n,6
"","","","",38,594150,595680,w,n,4
"","","","",39,599080,602514,w,n,8
"","","","",40,603772,607512,w,n,6
"","","","",41,610606,628422,w,n,30
"","","","",42,630122,636004,w,n,7
"","","","",43,637568,643212,w,n,12
"","","","",44,648924,649060,w,n,1
"","","","",45,651712,653140,w,n,3
"","","","",46,654398,655316,w,n,2
"","","","",47,668780,670786,w,n,1
"","","","",48,672044,672350,w,n,1
"","","","",49,677280,677484,w,n,1
"","","","",50,678470,678776,w,n,1
"","","","",51,682584,688636,w,n,12
"","","","",52,691152,700230,w,n,19
"","","","",53,706418,711688,w,n,11
"","","","",54,720154,721820,w,n,3
"","","","",55,729096,738718,w,n,20
"","","","",56,739602,741302,w,n,4
"","","","",57,745722,751298,w,n,13
"","","","",58,754800,755548,w,n,2
"","","","",59,830382,834020,w,n,9
"","","","",60,836774,840752,w,n,10
"","","","",61,861900,872678,w,n,24
"","","","",62,875908,880974,w,n,10
