task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,527170,1045772,MPM,1,549678,557090,w,n,19
2,1092760,1599427,MPS,2,574566,580720,w,n,12
3,1717612,2347700,G,3,581570,584562,w,n,7
4,2475166,2975782,NMS,4,585990,593402,w,n,20
5,3021104,3495370,NMM,5,640934,641308,h,n,1
6,3757340,3897794,G,6,646408,646748,w,n,1
"","","","",7,647020,647564,f,n,.
"","","","",8,653650,660110,w,n,18
"","","","",9,661606,662524,w,n,4
"","","","",10,663782,668882,w,n,15
"","","","",11,669868,670038,w,n,1
"","","","",12,671330,671636,w,n,1
"","","","",13,672486,681598,w,n,22
"","","","",14,682618,687820,w,n,16
"","","","",15,689894,694450,w,n,10
"","","","",16,697272,700706,w,n,9
"","","","",17,701216,701998,w,n,2
"","","","",18,702678,702916,w,n,1
"","","","",19,708118,708322,w,n,1
"","","","",20,711212,711416,w,n,1
"","","","",21,713864,714238,w,n,1
"","","","",22,717774,718454,w,n,3
"","","","",23,722500,724982,w,n,4
"","","","",24,727294,733278,w,n,14
"","","","",25,754256,754596,w,n,1
"","","","",26,757112,757282,w,n,1
"","","","",27,761396,772106,w,n,26
"","","","",28,784244,784618,w,n,1
"","","","",29,785366,785876,w,n,1
"","","","",30,786794,788358,w,n,3
"","","","",31,799476,801822,w,n,9
"","","","",32,806956,821508,w,n,35
"","","","",33,822664,831300,w,n,26
"","","","",34,833986,834530,w,n,2
"","","","",35,837386,837556,w,n,1
"","","","",36,838712,839188,w,n,2
"","","","",37,840038,844560,w,n,13
"","","","",38,848402,861084,w,n,32
"","","","",39,864416,868292,w,n,11
"","","","",40,870910,871692,w,n,2
"","","","",41,879002,892704,w,n,40
"","","","",42,897974,903448,w,n,14
"","","","",43,907426,908072,w,n,2
"","","","",44,934252,934456,w,n,1
"","","","",45,939284,940134,w,n,3
"","","","",46,940746,942276,w,n,5
"","","","",47,944112,944248,w,n,1
"","","","",48,945438,945608,w,n,1
"","","","",49,958086,959854,w,n,2
"","","","",50,966960,970700,w,n,7
"","","","",51,971754,972978,w,n,1
"","","","",52,978112,987394,w,n,24
"","","","",53,988040,992732,w,n,10
"","","","",54,994058,998036,w,n,12
"","","","",55,1000042,1006570,w,n,20
"","","","",56,1007726,1025848,w,n,51
"","","","",57,1029758,1045704,w,n,40
"","","","",58,1102178,1103028,w,n,2
"","","","",59,1125978,1126318,w,n,1
"","","","",60,1133492,1134954,w,n,2
"","","","",61,1149132,1151750,w,n,8
"","","","",62,1392334,1402058,w,n,25
"","","","",63,1406512,1409164,h,n,4
"","","","",64,1419534,1421812,w,n,5
"","","","",65,1424736,1425144,w,n,1
"","","","",66,1426266,1426810,w,n,2
"","","","",67,1429972,1430380,w,n,1
"","","","",68,1431332,1431808,w,n,2
"","","","",69,1442994,1446700,w,n,10
"","","","",70,1556554,1556792,w,n,1
"","","","",71,1559580,1561892,w,n,7
"","","","",72,1578144,1580932,w,n,9
"","","","",73,1582360,1583414,w,n,2
"","","","",74,2475234,2484210,w,n,25
"","","","",75,2485060,2485638,w,n,2
"","","","",76,2491928,2494410,w,n,4
"","","","",77,2496790,2504372,w,n,16
"","","","",78,2505494,2517020,w,n,24
"","","","",79,2518176,2532728,w,n,31
"","","","",80,2534462,2544526,w,n,23
"","","","",81,2549422,2549694,w,n,1
"","","","",82,2569380,2570264,w,n,2
"","","","",83,2585428,2586618,w,n,2
"","","","",84,2594166,2594744,w,n,2
"","","","",85,2600320,2605488,w,n,14
"","","","",86,2607120,2617184,w,n,23
"","","","",87,2627112,2627758,w,n,2
"","","","",88,2629118,2629288,w,n,1
"","","","",89,2654754,2661248,w,n,21
"","","","",90,2705992,2709698,w,n,11
"","","","",91,2771850,2774740,w,n,10
"","","","",92,2775284,2775590,w,n,1
"","","","",93,2776712,2777018,w,n,1
"","","","",94,2780622,2786912,w,n,13
"","","","",95,2788238,2797418,w,n,28
"","","","",96,2824720,2824924,w,n,1
"","","","",97,2843284,2844134,w,n,2
"","","","",98,2848316,2848690,h,n,1
"","","","",99,2853926,2856952,w,n,10
"","","","",100,2861950,2871130,w,n,20
"","","","",101,2872830,2882418,w,n,20
"","","","",102,2882996,2891088,w,n,18
"","","","",103,2891734,2892754,w,n,2
"","","","",104,2894216,2894862,w,n,2
"","","","",105,2895644,2896256,w,n,2
"","","","",106,2897514,2898092,w,n,1
"","","","",107,2902614,2910366,w,n,17
"","","","",108,2911488,2914888,w,n,9
"","","","",109,2915568,2915806,w,n,1
"","","","",110,2919478,2920056,w,n,1
"","","","",111,2923558,2929508,w,n,4
"","","","",112,2930664,2932262,w,n,2
"","","","",113,2936240,2941510,w,n,13
"","","","",114,2942734,2943108,w,n,1
"","","","",115,2944400,2946610,w,n,4
"","","","",116,2947562,2947834,w,n,1
"","","","",117,2949670,2953988,w,n,14
"","","","",118,2954566,2962284,w,n,22
"","","","",119,2963032,2965208,w,n,6
"","","","",120,2971124,2975782,w,n,9
"","","","",121,3021172,3021342,w,n,1
"","","","",122,3022124,3022906,w,n,2
"","","","",123,3025728,3026034,w,n,1
"","","","",124,3028142,3042660,w,n,27
"","","","",125,3043714,3045788,w,n,3
"","","","",126,3046876,3057518,w,n,17
"","","","",127,3059320,3062108,w,n,7
"","","","",128,3063366,3063604,w,n,1
"","","","",129,3076966,3081522,w,n,13
"","","","",130,3093762,3094578,w,n,3
"","","","",131,3110864,3117018,w,n,10
"","","","",132,3122662,3123138,w,n,2
"","","","",133,3130788,3131740,w,n,2
"","","","",134,3141940,3142110,w,n,1
"","","","",135,3145884,3148944,w,n,7
"","","","",136,3150338,3163564,w,n,32
"","","","",137,3176892,3178286,w,n,6
"","","","",138,3182978,3188248,w,n,9
"","","","",139,3188996,3192328,w,n,10
"","","","",140,3199060,3201236,w,n,8
"","","","",141,3202188,3203344,w,n,5
"","","","",142,3204942,3208206,w,n,11
"","","","",143,3215380,3230068,w,n,29
"","","","",144,3230816,3236766,w,n,16
"","","","",145,3238806,3239452,w,n,2
"","","","",146,3242682,3255092,w,n,26
"","","","",147,3256996,3264748,w,n,15
"","","","",148,3270630,3277872,w,n,21
"","","","",149,3279878,3280558,w,n,2
"","","","",150,3281714,3289296,w,n,19
"","","","",151,3290826,3299768,w,n,19
"","","","",152,3300550,3303814,w,n,9
"","","","",153,3307282,3315510,w,n,21
"","","","",154,3316156,3325982,w,n,22
"","","","",155,3326594,3348252,w,n,52
"","","","",156,3352706,3356582,w,n,11
"","","","",157,3358588,3362022,w,n,8
"","","","",158,3363042,3365626,w,n,6
"","","","",159,3366952,3370930,w,n,10
"","","","",160,3373208,3373718,w,n,1
"","","","",161,3375350,3381232,w,n,14
"","","","",162,3384258,3384768,w,n,2
"","","","",163,3385516,3386434,w,n,2
"","","","",164,3393778,3401564,w,n,18
"","","","",165,3403604,3404148,w,n,1
"","","","",166,3412920,3431620,w,n,40
"","","","",167,3433286,3443826,w,n,26
"","","","",168,3447328,3448382,w,n,2
"","","","",169,3449164,3449402,w,n,1
"","","","",170,3453856,3470210,w,n,37
"","","","",171,3480206,3480988,w,n,2
"","","","",172,3486904,3487890,w,n,2
"","","","",173,3488536,3488774,w,n,1
