task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,168844,677484,NMS,1,174998,181424,w,n,20
2,732054,1225836,NMM,2,183056,188020,w,n,13
3,1327326,1464856,G,3,193698,194004,w,n,2
4,1535814,2038300,MPS,4,213078,216002,w,n,10
5,2190858,2686476,MPM,5,217736,217872,w,n,1
"","","","",6,223992,224162,w,n,1
"","","","",7,249900,254932,w,n,14
"","","","",8,255748,261868,w,n,13
"","","","",9,277814,278120,w,n,1
"","","","",10,281384,286076,w,n,12
"","","","",11,287674,287776,w,n,1
"","","","",12,311168,311304,w,n,1
"","","","",13,316030,316166,w,n,1
"","","","",14,317186,318478,w,n,4
"","","","",15,343298,343570,w,n,1
"","","","",16,351662,351866,w,n,1
"","","","",17,362542,363698,w,n,4
"","","","",18,366690,367948,w,n,3
"","","","",19,371212,373558,w,n,7
"","","","",20,388688,389436,h,n,3
"","","","",21,404430,406776,w,n,6
"","","","",22,411672,412828,w,n,3
"","","","",23,420750,420954,w,n,1
"","","","",24,426020,426734,w,n,2
"","","","",25,427958,428162,w,n,1
"","","","",26,458932,459068,w,n,1
"","","","",27,460972,461108,w,n,1
"","","","",28,466276,468044,w,n,4
"","","","",29,469098,469268,w,n,1
"","","","",30,471818,472090,w,n,1
"","","","",31,476952,477768,w,n,3
"","","","",32,482834,482970,w,n,1
"","","","",33,484024,484908,w,n,2
"","","","",34,588778,589594,h,n,4
"","","","",35,590852,591158,w,n,2
"","","","",36,599726,608532,w,n,20
"","","","",37,617950,620806,w,n,10
"","","","",38,634882,635018,w,n,1
"","","","",39,641682,642328,w,n,2
"","","","",40,643960,645048,w,n,2
"","","","",41,646850,651134,w,n,9
"","","","",42,652868,654126,w,n,2
"","","","",43,732666,742016,w,n,28
"","","","",44,742934,744804,w,n,4
"","","","",45,746538,747320,w,n,3
"","","","",46,748544,757214,w,n,26
"","","","",47,758608,760274,w,n,5
"","","","",48,775506,781898,w,n,19
"","","","",49,789854,790024,w,n,1
"","","","",50,801550,812634,w,n,29
"","","","",51,815150,818618,w,n,10
"","","","",52,821406,821916,w,n,2
"","","","",53,822936,825860,w,n,10
"","","","",54,827662,834564,w,n,24
"","","","",55,836604,837556,w,n,3
"","","","",56,842724,847926,w,n,15
"","","","",57,849558,851496,w,n,6
"","","","",58,852788,857174,w,n,12
"","","","",59,858364,863532,w,n,16
"","","","",60,864450,865912,w,n,6
"","","","",61,867204,875398,w,n,20
"","","","",62,877336,882844,w,n,15
"","","","",63,883898,884884,w,n,4
"","","","",64,885836,887842,w,n,5
"","","","",65,888794,890052,w,n,4
"","","","",66,892636,893962,h,n,4
"","","","",67,895900,902156,w,n,17
"","","","",68,905454,908684,w,n,9
"","","","",69,910758,911812,w,n,4
"","","","",70,918408,923304,w,n,15
"","","","",71,924120,924732,w,n,2
"","","","",72,925446,933810,w,n,18
"","","","",73,936360,937754,w,n,4
"","","","",74,938400,939182,w,n,2
"","","","",75,943092,956522,w,n,36
"","","","",76,958664,960534,w,n,6
"","","","",77,966144,967640,w,n,3
"","","","",78,970462,971108,w,n,2
"","","","",79,973216,974406,w,n,4
"","","","",80,976956,978724,w,n,4
"","","","",81,980220,981852,w,n,6
"","","","",82,984198,987054,w,n,8
"","","","",83,987904,988788,w,n,3
"","","","",84,995554,996506,w,n,2
"","","","",85,1003850,1004292,w,n,2
"","","","",86,1006468,1012010,w,n,16
"","","","",87,1015716,1018334,w,n,10
"","","","",88,1028262,1030268,w,n,6
"","","","",89,1032444,1036048,w,n,11
"","","","",90,1037374,1039040,w,n,6
"","","","",91,1040502,1050770,w,n,27
"","","","",92,1053320,1072836,w,n,53
"","","","",93,1074910,1080928,w,n,17
"","","","",94,1081812,1084158,k,n,7
"","","","",95,1085348,1093610,w,n,23
"","","","",96,1094154,1096024,w,n,7
"","","","",97,1097316,1100750,w,n,10
"","","","",98,1101498,1102654,w,n,3
"","","","",99,1104422,1104524,w,n,1
"","","","",100,1105408,1105884,w,n,2
"","","","",101,1106564,1107448,w,n,3
"","","","",102,1109828,1113126,w,n,10
"","","","",103,1114452,1115812,w,n,4
"","","","",104,1118532,1118668,w,n,1
"","","","",105,1120402,1120572,w,n,1
"","","","",106,1125332,1129106,w,n,14
"","","","",107,1134002,1137504,w,n,11
"","","","",108,1139918,1141108,w,n,4
"","","","",109,1145936,1146038,w,n,1
"","","","",110,1149132,1156850,w,n,21
"","","","",111,1158482,1165928,w,n,19
"","","","",112,1168614,1168716,w,n,1
"","","","",113,1169974,1170110,w,n,1
"","","","",114,1173340,1174564,w,n,4
"","","","",115,1176264,1177182,w,n,3
"","","","",116,1180752,1182350,w,n,5
"","","","",117,1184560,1186226,w,n,5
"","","","",118,1189524,1191428,w,n,7
"","","","",119,1193196,1193604,w,n,2
"","","","",120,1194454,1196290,w,n,7
"","","","",121,1198636,1203804,w,n,16
"","","","",122,1208054,1216928,w,n,22
"","","","",123,1217506,1221960,w,n,15
