task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,232424,716754,MPS,1,316064,330412,h,n,37
2,781252,1262602,MPM,2,359346,367234,h,n,19
3,1337463,1481539,G,3,407218,415752,h,n,16
4,1589704,1958706,NMS,4,432786,436798,h,n,9
5,2335392,2825672,NMM,5,437614,450500,h,n,31
"","","","",6,647224,666740,h,n,48
"","","","",7,696456,716754,h,n,50
"","","","",8,802638,806276,h,n,9
"","","","",9,810186,813450,h,n,9
"","","","",10,819162,821100,h,n,6
"","","","",11,827152,831402,w,n,10
"","","","",12,832864,836570,w,n,11
"","","","",13,837964,844050,w,n,15
"","","","",14,845512,849218,w,n,8
"","","","",15,853876,858262,w,n,16
"","","","",16,859112,861356,w,n,6
"","","","",17,890324,911676,w,y,50
"","","","",18,914804,918306,w,n,14
"","","","",19,921774,925344,w,n,8
"","","","",20,926432,931940,w,n,15
"","","","",21,932858,968456,w,n,79
"","","","",22,972298,973148,w,n,3
"","","","",23,977228,977840,w,n,2
"","","","",24,978724,981818,w,n,8
"","","","",25,983280,986952,w,n,8
"","","","",26,989264,990114,w,n,2
"","","","",27,995962,996540,w,n,1
"","","","",28,1000144,1000756,w,n,2
"","","","",29,1006570,1014492,w,n,16
"","","","",30,1023264,1072904,w,n,126
"","","","",31,1075080,1075352,w,n,1
"","","","",32,1075386,1076202,f,n,.
"","","","",33,1085280,1100886,w,n,45
"","","","",34,1101838,1118430,w,n,41
"","","","",35,1119858,1120912,w,n,3
"","","","",36,1121524,1122340,w,n,2
"","","","",37,1124244,1125944,w,n,4
"","","","",38,1126930,1132540,w,n,14
"","","","",39,1133526,1144100,w,n,23
"","","","",40,1145324,1145494,w,n,1
"","","","",41,1146990,1151478,w,n,15
"","","","",42,1152260,1161270,w,n,17
"","","","",43,1162154,1175176,w,n,28
"","","","",44,1175890,1176944,w,n,3
"","","","",45,1177930,1179120,w,n,3
"","","","",46,1179698,1183030,w,n,7
"","","","",47,1184968,1185240,w,n,1
"","","","",48,1188912,1190272,w,n,3
"","","","",49,1191700,1193094,w,n,4
"","","","",50,1197718,1201560,w,n,10
"","","","",51,1202954,1203124,w,n,1
"","","","",52,1208972,1212100,w,n,9
"","","","",53,1213800,1215942,w,n,6
"","","","",54,1219886,1221858,w,n,4
"","","","",55,1223218,1227060,w,n,9
"","","","",56,1227774,1229168,w,n,4
"","","","",57,1230188,1235900,w,n,13
"","","","",58,1236648,1238008,w,n,4
"","","","",59,1238858,1240354,w,n,4
"","","","",60,1241714,1242598,w,n,3
"","","","",61,1243720,1244808,w,n,3
"","","","",62,1246066,1246712,w,n,2
"","","","",63,1247426,1248106,w,n,2
"","","","",64,1249398,1250384,w,n,2
"","","","",65,1251880,1252356,w,n,2
"","","","",66,1253648,1255042,w,n,4
"","","","",67,1256164,1256878,w,n,2
"","","","",68,1258476,1258850,w,n,1
"","","","",69,1259904,1260618,w,n,3
"","","","",70,1595926,1600074,w,n,11
"","","","",71,1603984,1605718,w,n,3
"","","","",72,1608472,1612382,w,n,11
"","","","",73,1613300,1617890,w,n,13
"","","","",74,1618842,1619896,w,n,3
"","","","",75,1624350,1624928,w,n,2
"","","","",76,1630232,1632238,w,n,5
"","","","",77,1633802,1637032,w,n,11
"","","","",78,1639072,1640432,w,n,5
"","","","",79,1641384,1642846,w,n,5
"","","","",80,1643968,1645464,w,n,4
"","","","",81,1646110,1648048,w,n,4
"","","","",82,1649408,1650870,w,n,5
"","","","",83,1652468,1654270,w,n,5
"","","","",84,1655494,1657092,w,n,5
"","","","",85,1659506,1661104,w,n,5
"","","","",86,1662328,1663892,w,n,5
"","","","",87,1665456,1667394,w,n,6
"","","","",88,1669366,1670896,w,n,5
"","","","",89,1672460,1676166,w,n,9
"","","","",90,1677220,1679022,w,n,6
"","","","",91,1679838,1681368,w,n,5
"","","","",92,1682422,1687012,w,n,11
"","","","",93,1704828,1705984,w,n,4
"","","","",94,1708738,1709078,w,n,2
"","","","",95,1711050,1711594,w,n,2
"","","","",96,1712240,1715606,w,n,9
"","","","",97,1716898,1719482,w,n,6
"","","","",98,1738488,1743418,w,n,11
"","","","",99,1744268,1744540,w,n,1
"","","","",100,1746444,1756066,w,n,22
"","","","",101,1760316,1769326,w,n,4
"","","","",102,1771400,1771876,w,n,1
"","","","",103,1775582,1784966,w,n,23
"","","","",104,1786122,1799586,w,n,29
"","","","",105,1810058,1810262,w,n,1
"","","","",106,1821822,1823182,w,n,3
"","","","",107,1831206,1834402,w,n,5
"","","","",108,2335392,2345456,w,n,24
"","","","",109,2346408,2366400,w,n,46
"","","","",110,2367522,2367896,w,n,1
"","","","",111,2369970,2370378,w,n,1
"","","","",112,2374084,2375104,w,n,2
"","","","",113,2380918,2383128,w,n,4
"","","","",114,2384862,2389860,w,n,14
"","","","",115,2403086,2404412,w,n,4
"","","","",116,2405466,2407200,w,n,4
"","","","",117,2412164,2412334,w,n,1
"","","","",118,2413286,2413456,w,n,1
"","","","",119,2414884,2416074,w,n,3
