task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
"","","","",189,2505902,2507534,w,n,3
"","","","",190,2510186,2513756,w,n,3
"","","","",191,2514674,2515184,w,n,2
"","","","",192,2520760,2525962,w,n,11
"","","","",193,2527390,2528988,w,n,5
"","","","",194,2530178,2532354,w,n,7
"","","","",195,2534156,2535958,w,n,6
"","","","",196,2538236,2540140,w,n,6
"","","","",197,2541296,2543676,w,n,6
"","","","",198,2547688,2550000,w,n,5
"","","","",199,2556086,2559044,w,n,10
"","","","",200,2560370,2561390,w,n,3
"","","","",201,2562376,2563090,w,n,3
"","","","",202,2566116,2567170,w,n,3
"","","","",203,2571148,2573188,w,n,7
"","","","",204,2576758,2577030,w,n,1
"","","","",205,2577982,2578696,w,n,2
"","","","",206,2580226,2580362,w,n,1
"","","","",207,2583966,2585394,w,n,4
"","","","",208,2587978,2589644,w,n,3
"","","","",209,2590732,2600116,w,n,19
"","","","",210,2602054,2604128,w,n,7
"","","","",211,2608208,2610622,w,n,6
"","","","",212,2611506,2618204,w,n,13
"","","","",213,2618952,2621264,w,n,6
"","","","",214,2626024,2631668,w,n,15
"","","","",215,2637380,2639726,w,n,6
"","","","",216,2640406,2642616,w,n,7
"","","","",217,2645302,2648634,w,n,8
"","","","",218,2650436,2651796,w,n,4
"","","","",219,2655400,2656386,w,n,3
"","","","",220,2668864,2670292,w,n,1
"","","","",221,2672638,2675868,w,n,6
"","","","",222,2679438,2684300,w,n,14
"","","","",223,2686680,2687802,w,n,3
"","","","",224,2688720,2689570,w,n,3
"","","","",225,2694296,2694942,w,n,2
"","","","",226,2699498,2704768,w,n,14
"","","","",227,2705652,2707352,w,n,4
"","","","",228,2710412,2711670,w,n,2
"","","","",229,2713030,2713846,w,n,2
"","","","",230,2714866,2715784,w,n,2
"","","","",231,2725134,2733396,w,n,14
"","","","",232,2734892,2739652,w,n,6
"","","","",233,2742984,2748084,w,n,16
"","","","",234,2749240,2749614,h,n,1
"","","","",235,2798778,2802552,w,n,10
"","","","",236,2803674,2806836,w,n,7
"","","","",237,2810610,2815812,w,n,9
"","","","",238,2819212,2823496,w,n,7
"","","","",239,2825366,2826250,w,n,1
"","","","",240,2833594,2836076,w,n,6
"","","","",241,2837028,2839510,w,n,4
"","","","",242,2844814,2849098,w,n,12
"","","","",243,2852396,2859706,w,n,18
"","","","",244,2860624,2865452,w,n,13
"","","","",245,2869770,2870858,w,n,3
"","","","",246,2871028,2871538,f,n,.
"","","","",247,2874972,2875992,w,n,4
"","","","",248,2877216,2880582,w,n,12
"","","","",249,2883472,2883846,w,n,1
"","","","",250,2886192,2888844,w,n,3
"","","","",251,2889966,2890102,w,n,1
"","","","",252,2893128,2897072,w,n,9
"","","","",253,2898568,2899248,w,n,2
"","","","",254,2900608,2903090,w,n,5
"","","","",255,2904552,2908564,w,n,10
"","","","",256,2909958,2911794,w,n,4
"","","","",257,2912746,2914684,w,n,4
