task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,267512,770572,MPS,1,284580,284818,h,n,1
2,905975,1401412,MPM,2,292706,292842,f,n,.
3,1455731,1561518,G,3,296548,298214,w,n,6
4,1656038,2145230,NMM,4,298418,298554,f,n,.
5,2239522,2738360,NMS,5,377944,379032,h,n,2
"","","","",6,380936,381854,h,n,3
"","","","",7,389198,390150,h,n,3
"","","","",8,392258,394162,w,n,7
"","","","",9,532508,532780,h,n,1
"","","","",10,554778,554982,h,n,1
"","","","",11,555866,556444,h,n,1
"","","","",12,604724,604996,h,n,1
"","","","",13,608634,610674,w,n,3
"","","","",14,613428,617644,w,n,9
"","","","",15,626858,634270,w,n,26
"","","","",16,650386,654602,w,n,19
"","","","",17,660926,665958,w,n,20
"","","","",18,667318,675342,w,n,21
"","","","",19,678436,686664,w,n,29
"","","","",20,730422,731850,w,n,4
"","","","",21,735590,745450,w,n,36
"","","","",22,754154,755480,w,n,3
"","","","",23,758438,759084,w,n,2
"","","","",24,907970,918374,w,n,31
"","","","",25,920788,934252,w,n,33
"","","","",26,938230,944078,w,n,12
"","","","",27,949552,950062,w,n,2
"","","","",28,958358,962302,w,n,12
"","","","",29,965328,970632,w,n,9
"","","","",30,974474,981410,w,n,18
"","","","",31,982702,985082,w,n,6
"","","","",32,986408,986680,w,n,1
"","","","",33,989162,995962,w,n,26
"","","","",34,997458,1000620,w,n,8
"","","","",35,1005482,1008508,w,n,7
"","","","",36,1009868,1015240,w,n,14
"","","","",37,1016464,1021734,w,n,15
"","","","",38,1023128,1023264,w,n,1
"","","","",39,1024862,1029860,w,n,13
"","","","",40,1031016,1034722,w,n,13
"","","","",41,1035606,1041148,w,n,15
"","","","",42,1046928,1051008,w,n,14
"","","","",43,1052504,1067430,w,n,40
"","","","",44,1068960,1082220,w,n,33
"","","","",45,1083750,1085144,w,n,3
"","","","",46,1087388,1094392,w,n,15
"","","","",47,1095446,1096194,w,n,3
"","","","",48,1096942,1100682,w,n,9
"","","","",49,1101702,1101838,w,n,1
"","","","",50,1105510,1107686,w,n,4
"","","","",51,1109046,1126556,w,n,31
"","","","",52,1128188,1132404,w,n,13
"","","","",53,1133730,1134410,w,n,2
"","","","",54,1136790,1137504,w,n,1
"","","","",55,1138728,1138864,w,n,1
"","","","",56,1142978,1143760,w,n,3
"","","","",57,1146038,1148384,w,n,7
"","","","",58,1149608,1155456,w,n,16
"","","","",59,1158380,1163480,w,n,12
"","","","",60,1164670,1166744,w,n,8
"","","","",61,1168002,1171538,w,n,10
"","","","",62,1172728,1174020,w,n,2
"","","","",63,1175686,1177692,w,n,8
"","","","",64,1179018,1179222,w,n,1
"","","","",65,1179698,1181092,h,n,4
"","","","",66,1182554,1206184,w,n,63
"","","","",67,1209516,1237872,w,n,68
"","","","",68,1239844,1241646,w,n,6
"","","","",69,1244060,1266704,w,n,65
"","","","",70,1269594,1274456,w,n,12
"","","","",71,1275238,1275918,w,n,2
"","","","",72,1283908,1300364,w,n,37
"","","","",73,1301690,1306076,w,n,11
"","","","",74,1309680,1321070,w,n,27
"","","","",75,1321648,1325252,w,n,11
"","","","",76,1326272,1328686,w,n,5
"","","","",77,1334126,1335214,w,n,4
"","","","",78,1336064,1344904,w,n,23
"","","","",79,1345754,1352112,w,n,14
"","","","",80,1354628,1365168,w,n,30
"","","","",81,1365780,1401412,w,n,75
"","","","",82,1656038,1664266,w,n,26
"","","","",83,1666204,1666680,w,n,2
"","","","",84,1673888,1675554,w,n,6
"","","","",85,1676370,1680586,w,n,11
"","","","",86,1682184,1687114,w,n,17
"","","","",87,1688032,1715130,w,n,61
"","","","",88,1717714,1720230,w,n,6
"","","","",89,1724344,1739440,w,n,38
"","","","",90,1740324,1747090,w,n,26
"","","","",91,1748450,1751884,w,n,9
"","","","",92,1755794,1756474,w,n,3
"","","","",93,1758650,1760690,w,n,6
"","","","",94,1762016,1777860,w,n,50
"","","","",95,1779050,1819782,w,n,102
"","","","",96,1821924,1888258,w,n,148
"","","","",97,1891760,1892134,w,n,1
"","","","",98,1893324,1893902,w,n,2
"","","","",99,1894446,1913758,w,n,56
"","","","",100,1914778,1915560,w,n,2
"","","","",101,1920422,1938136,w,n,49
"","","","",102,1938952,1942998,w,n,11
"","","","",103,1944018,1944970,w,n,3
"","","","",104,1945786,1947316,w,n,5
"","","","",105,1948778,1958842,w,n,24
"","","","",106,1959828,1960440,w,n,2
"","","","",107,1961970,1969246,w,n,24
"","","","",108,1972816,1974584,w,n,3
"","","","",109,1975536,1975740,w,n,1
"","","","",110,1977202,1977440,w,n,1
"","","","",111,1978358,1978630,w,n,1
"","","","",112,1981044,1990326,w,n,26
"","","","",113,1992094,2003518,w,n,25
"","","","",114,2004912,2007904,w,n,6
"","","","",115,2009128,2010046,w,n,3
"","","","",116,2012596,2012868,w,n,1
