task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
"","","","",132,2067710,2071756,w,n,11
"","","","",133,2072878,2083180,w,n,29
"","","","",134,2086716,2099432,w,n,29
"","","","",135,2100418,2112964,w,n,28
"","","","",136,2114562,2117452,w,n,7
"","","","",137,2122382,2125850,w,n,5
"","","","",138,2127380,2130032,w,n,5
"","","","",139,2133704,2137648,w,n,9
"","","","",140,2139382,2146352,w,n,19
"","","","",141,2148562,2153492,w,n,15
"","","","",142,2155396,2157878,w,n,7
"","","","",143,2164406,2169370,w,n,13
"","","","",144,2171444,2179230,w,n,19
"","","","",145,2180930,2186642,w,n,17
"","","","",146,2188036,2197318,w,n,23
"","","","",147,2200072,2201228,w,n,4
"","","","",148,2202554,2203166,w,n,3
"","","","",149,2210646,2222104,w,n,25
"","","","",150,2224892,2226728,w,n,3
"","","","",151,2237336,2237846,w,n,2
"","","","",152,2241144,2241722,w,n,2
"","","","",153,2250222,2255254,w,n,12
"","","","",154,2257498,2261612,w,n,5
"","","","",155,2279122,2281944,w,n,10
"","","","",156,2283338,2284834,w,n,4
"","","","",157,2296224,2312170,w,n,39
"","","","",158,2315638,2322982,w,n,26
"","","","",159,2325872,2333114,w,n,17
"","","","",160,2337636,2339812,w,n,6
"","","","",161,2341308,2341444,w,n,1
"","","","",162,2343382,2348856,w,n,15
"","","","",163,2350148,2363544,w,n,31
"","","","",164,2364904,2366400,w,n,4
"","","","",165,2369256,2374050,w,n,12
"","","","",166,2378096,2387888,w,n,22
"","","","",167,2389316,2390438,w,n,4
"","","","",168,2393668,2395708,w,n,5
"","","","",169,2397544,2398870,w,n,4
"","","","",170,2400094,2407914,w,n,18
"","","","",171,2507296,2510050,w,n,9
"","","","",172,2511648,2515388,w,n,12
"","","","",173,2611166,2614770,w,n,10
"","","","",174,2615892,2618272,w,n,7
"","","","",175,2622046,2624868,w,n,8
"","","","",176,2636428,2637652,w,n,4
"","","","",177,2639012,2640916,w,n,5
"","","","",178,2643874,2646424,w,n,7
"","","","",179,2661214,2665158,w,n,11
"","","","",180,2666790,2669476,w,n,8
"","","","",181,2673148,2676684,w,n,10
"","","","",182,2678078,2680186,w,n,4
"","","","",183,2687190,2695078,w,n,11
"","","","",184,2698036,2699124,w,n,3
"","","","",185,2701402,2706434,w,n,13
"","","","",186,2707284,2713880,w,n,20
