task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,379814,958698,NMM,1,379882,381174,w,n,4
2,1019830,1548156,NMS,2,396372,396678,w,y,1
3,1596538,1735598,G,3,397256,400316,w,n,11
4,1778540,2313054,MPS,4,451486,456042,w,n,15
5,2360144,2875176,MPM,5,462910,464066,w,n,4
"","","","",6,469064,474640,w,n,15
"","","","",7,475218,475422,w,n,1
"","","","",8,486540,487628,w,n,2
"","","","",9,499664,502452,w,n,5
"","","","",10,503812,505920,w,n,5
"","","","",11,508674,517718,w,n,27
"","","","",12,529244,529822,w,n,2
"","","","",13,538050,540430,w,n,6
"","","","",14,541280,544000,w,n,8
"","","","",15,545020,546074,w,n,3
"","","","",16,546618,553792,w,n,22
"","","","",17,558042,559776,w,n,4
"","","","",18,560898,571540,w,n,28
"","","","",19,572764,593232,w,n,43
"","","","",20,595000,595680,w,n,2
"","","","",21,600644,609586,w,n,23
"","","","",22,611694,627368,w,n,34
"","","","",23,628524,636718,w,n,19
"","","","",24,642668,648380,w,n,15
"","","","",25,663714,673098,w,n,23
"","","","",26,674560,676362,w,n,5
"","","","",27,686732,690948,w,n,8
"","","","",28,692002,703596,w,n,25
"","","","",29,705364,716176,w,n,23
"","","","",30,724812,732122,w,n,16
"","","","",31,733108,735522,w,n,7
"","","","",32,744124,748544,w,n,12
"","","","",33,750652,751298,w,n,2
"","","","",34,753746,757044,w,n,8
"","","","",35,758302,770984,w,n,32
"","","","",36,772956,781966,w,n,20
"","","","",37,782646,783462,w,n,3
"","","","",38,791656,791894,w,n,1
"","","","",39,794070,795124,w,n,4
"","","","",40,803794,803964,w,n,1
"","","","",41,806242,807160,w,n,3
"","","","",42,810084,812634,w,n,5
"","","","",43,814096,825350,w,n,26
"","","","",44,837420,838848,w,n,4
"","","","",45,842962,844424,w,n,4
"","","","",46,852040,855542,w,n,9
"","","","",47,857922,861458,w,n,9
"","","","",48,905182,906882,w,n,5
"","","","",49,912288,912696,w,n,1
"","","","",50,918612,919972,w,n,4
"","","","",51,924222,926398,w,n,6
"","","","",52,935476,936938,w,n,3
"","","","",53,941902,944418,w,n,6
"","","","",54,948056,950776,w,n,7
"","","","",55,955128,957202,w,n,4
"","","","",56,957916,958324,w,n,1
"","","","",57,1069028,1077936,w,n,28
"","","","",58,1107176,1110950,w,n,11
"","","","",59,1118396,1123326,w,n,12
"","","","",60,1124312,1126114,w,n,4
"","","","",61,1126760,1130330,w,n,13
"","","","",62,1145052,1152906,w,n,21
"","","","",63,1156680,1160896,w,n,11
"","","","",64,1184356,1185580,w,n,3
"","","","",65,1193876,1195644,w,n,4
"","","","",66,1196698,1203566,w,n,17
"","","","",67,1205640,1206524,w,n,3
"","","","",68,1219478,1220090,w,n,2
"","","","",69,1222470,1223320,w,n,3
"","","","",70,1225836,1228046,w,n,5
"","","","",71,1228148,1228658,f,n,.
"","","","",72,1231752,1236954,w,n,15
"","","","",73,1251336,1256028,w,n,12
"","","","",74,1257558,1261876,w,n,9
"","","","",75,1265718,1267078,w,n,3
"","","","",76,1272688,1281732,w,n,23
"","","","",77,1283738,1289824,w,n,18
"","","","",78,1292646,1293292,w,n,2
"","","","",79,1297440,1308762,w,n,31
"","","","",80,1320526,1324946,w,n,10
"","","","",81,1339396,1350310,w,n,27
"","","","",82,1353710,1369452,w,n,39
"","","","",83,1370064,1378462,w,n,23
"","","","",84,1392436,1413516,w,n,48
"","","","",85,1414978,1431196,w,n,42
"","","","",86,1432148,1435820,w,n,9
"","","","",87,1442008,1457138,w,n,35
"","","","",88,1457648,1458090,f,n,.
"","","","",89,1462544,1479000,w,n,37
"","","","",90,1481924,1487738,w,n,14
"","","","",91,1493756,1498958,w,n,13
"","","","",92,1504364,1518542,w,n,33
"","","","",93,1520276,1523948,w,n,7
"","","","",94,1524764,1534692,w,n,25
"","","","",95,1535610,1548156,w,n,25
"","","","",96,1782926,1786938,w,n,14
"","","","",97,1938918,1940754,w,n,5
"","","","",98,1956054,1960406,w,n,10
"","","","",99,1961460,1966832,w,n,12
"","","","",100,1967580,1969518,w,n,5
"","","","",101,1973836,1974074,w,n,1
"","","","",102,1978290,1982132,w,n,12
"","","","",103,2014568,2016846,w,n,5
"","","","",104,2022966,2023952,w,n,3
"","","","",105,2093210,2100860,w,n,19
"","","","",106,2103138,2103274,w,n,1
"","","","",107,2107354,2119594,w,n,34
"","","","",108,2136662,2140402,w,n,11
"","","","",109,2143360,2143564,w,n,1
"","","","",110,2144482,2144788,w,n,1
"","","","",111,2146488,2147032,w,n,1
"","","","",112,2148392,2156620,w,n,21
"","","","",113,2260592,2260830,h,n,1
"","","","",114,2360450,2367488,w,n,18
"","","","",115,2372894,2380102,w,n,20
"","","","",116,2385440,2386018,w,n,2
"","","","",117,2398156,2403596,w,n,15
"","","","",118,2404752,2405500,w,n,2
"","","","",119,2408730,2417128,w,n,22
"","","","",120,2417978,2418522,w,n,2
"","","","",121,2419134,2430694,w,n,29
"","","","",122,2432258,2436406,w,n,11
"","","","",123,2443036,2444192,w,n,3
"","","","",124,2447252,2451196,w,n,8
"","","","",125,2515422,2520522,w,n,15
"","","","",126,2523786,2528308,w,n,9
"","","","",127,2529294,2536298,w,n,14
"","","","",128,2538542,2546226,w,n,19
"","","","",129,2549286,2557242,w,n,14
"","","","",130,2558228,2559928,w,n,4
"","","","",131,2567952,2568496,w,n,2
"","","","",132,2577030,2579852,w,n,6
"","","","",133,2581722,2587400,w,n,16
"","","","",134,2590256,2590596,w,n,1
"","","","",135,2592500,2595934,w,n,10
"","","","",136,2597872,2600830,w,n,7
"","","","",137,2601544,2614532,w,n,31
"","","","",138,2615178,2616606,w,n,4
"","","","",139,2619598,2625276,w,n,11
"","","","",140,2626704,2627860,w,n,4
"","","","",141,2627894,2628370,f,n,.
"","","","",142,2631532,2632382,w,n,1
"","","","",143,2633062,2634626,w,n,4
"","","","",144,2637108,2637788,w,n,2
"","","","",145,2637856,2638264,f,n,.
"","","","",146,2641698,2645574,w,n,12
"","","","",147,2647036,2649348,w,n,6
"","","","",148,2650640,2659072,w,n,21
"","","","",149,2659650,2663968,w,n,10
"","","","",150,2665192,2667470,w,n,5
"","","","",151,2668966,2670020,w,n,3
"","","","",152,2671448,2671720,w,n,1
"","","","",153,2674134,2679336,w,n,13
"","","","",154,2685354,2690080,w,n,11
"","","","",155,2692222,2695418,w,n,7
"","","","",156,2696982,2703850,w,n,16
"","","","",157,2705516,2705788,w,n,1
"","","","",158,2708032,2709868,w,n,1
"","","","",159,2711806,2712350,w,n,1
"","","","",160,2715682,2721190,w,n,12
"","","","",161,2723774,2739856,w,n,40
"","","","",162,2740876,2753116,w,n,31
"","","","",163,2754884,2756006,w,n,3
"","","","",164,2759032,2764540,w,n,14
"","","","",165,2765900,2773890,w,n,19
"","","","",166,2774740,2785314,w,n,25
"","","","",167,2790618,2808638,w,n,42
"","","","",168,2813908,2818294,w,n,12
"","","","",169,2819416,2819620,w,n,1
"","","","",170,2824618,2828766,w,n,8
"","","","",171,2832370,2839238,w,n,15
"","","","",172,2843148,2844814,w,n,5
"","","","",173,2859400,2860862,w,n,4
