task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,291448,850680,NMS,1,291448,295120,w,n,11
2,896784,1835286,NMM,2,296616,303688,w,n,21
3,2215916,2733090,MPM,3,306238,314160,w,n,22
4,2818532,3349408,MPS,4,315452,323748,w,n,23
5,3583022,3635450,G,5,325176,326774,w,n,6
"","","","",6,330378,336396,w,n,14
"","","","",7,339354,344862,w,n,15
"","","","",8,345576,346256,w,n,3
"","","","",9,347004,351050,w,n,13
"","","","",10,352104,356150,w,n,12
"","","","",11,356966,357068,w,n,1
"","","","",12,361488,365500,w,n,9
"","","","",13,366350,367982,w,n,4
"","","","",14,368730,370872,w,n,3
"","","","",15,376278,377366,w,n,1
"","","","",16,382228,382364,w,n,1
"","","","",17,387362,391850,w,n,13
"","","","",18,393414,396576,w,n,10
"","","","",19,398752,399534,w,n,2
"","","","",20,400758,404396,w,n,12
"","","","",21,406810,410550,w,n,12
"","","","",22,428978,432276,w,n,9
"","","","",23,433262,434826,w,n,3
"","","","",24,439382,445808,w,n,16
"","","","",25,446624,447984,w,n,4
"","","","",26,448732,449480,w,n,3
"","","","",27,457096,458252,w,n,3
"","","","",28,493272,496774,w,n,10
"","","","",29,499222,501024,w,n,2
"","","","",30,507042,507144,w,n,1
"","","","",31,509932,513366,w,n,9
"","","","",32,513978,518398,w,n,11
"","","","",33,524314,526490,w,n,7
"","","","",34,530740,530876,w,n,1
"","","","",35,532100,540260,w,n,23
"","","","",36,544170,544850,w,n,3
"","","","",37,546244,555050,w,n,22
"","","","",38,558552,561136,w,n,6
"","","","",39,563244,564298,w,n,3
"","","","",40,580788,588200,w,n,21
"","","","",41,591158,591566,w,n,2
"","","","",42,592926,599624,w,n,17
"","","","",43,602854,603058,w,n,1
"","","","",44,604656,605166,w,n,2
"","","","",45,607478,607614,w,n,1
"","","","",46,608838,617610,w,n,21
"","","","",47,619208,619684,f,n,.
"","","","",48,620330,623220,w,n,7
"","","","",49,625464,626722,w,y,1
"","","","",50,632366,634440,w,y,1
"","","","",51,644844,645388,w,y,1
"","","","",52,646306,647394,w,y,2
"","","","",53,654432,661130,w,n,4
"","","","",54,679252,679626,f,n,.
"","","","",55,680068,684692,w,n,13
"","","","",56,694892,699652,w,n,14
"","","","",57,701012,701148,w,n,1
"","","","",58,705976,706248,w,n,1
"","","","",59,711382,712708,w,n,4
"","","","",60,717876,722296,w,n,12
"","","","",61,727634,728518,w,n,3
"","","","",62,729572,736882,w,n,19
"","","","",63,738582,741608,w,n,9
"","","","",64,745212,750142,w,n,13
"","","","",65,752692,753576,w,n,3
"","","","",66,754188,755582,w,n,4
"","","","",67,756330,756466,w,n,1
"","","","",68,757418,757758,w,n,1
"","","","",69,759662,762994,w,n,8
"","","","",70,764898,775098,w,n,30
"","","","",71,776322,777274,w,n,3
"","","","",72,777852,782544,w,n,12
"","","","",73,783394,785298,w,n,5
"","","","",74,786998,793730,w,n,16
"","","","",75,794036,794852,w,n,3
"","","","",76,795498,796858,w,n,1
"","","","",77,797980,799034,w,n,3
"","","","",78,799884,800292,w,n,1
"","","","",79,802196,802400,w,n,1
"","","","",80,802978,803216,w,n,1
"","","","",81,810050,818142,w,n,22
"","","","",82,820522,825622,w,n,11
"","","","",83,829736,835924,w,n,16
"","","","",84,842520,844016,w,n,3
"","","","",85,849150,850646,w,n,3
"","","","",86,903720,911404,w,n,23
"","","","",87,915042,920822,w,n,14
"","","","",88,922216,922692,w,n,2
"","","","",89,924426,924494,w,n,1
"","","","",90,927282,930410,w,n,1
"","","","",91,930512,934456,w,n,14
"","","","",92,946390,946526,w,n,2
"","","","",93,958290,965634,w,n,23
"","","","",94,971108,971142,w,n,1
"","","","",95,973862,974066,w,n,4
"","","","",96,981988,982158,w,n,4
"","","","",97,987598,992460,w,n,14
"","","","",98,995078,998104,w,n,10
"","","","",99,998954,1001334,w,n,8
"","","","",100,1003272,1004734,w,n,1
"","","","",101,1005652,1005788,w,n,1
"","","","",102,1006434,1006434,w,n,1
"","","","",103,1007284,1009290,w,n,2
"","","","",104,1009766,1010616,w,n,2
"","","","",105,1028262,1028330,w,n,1
"","","","",106,1029282,1032614,w,n,6
"","","","",107,1033702,1035470,w,n,5
"","","","",108,1036728,1043698,w,n,23
"","","","",109,1048084,1050056,w,n,6
"","","","",110,1051110,1051552,w,n,1
"","","","",111,1056448,1056958,w,n,1
"","","","",112,1059134,1059338,f,n,.
"","","","",113,1062092,1062806,w,n,2
"","","","",114,1063112,1063146,w,n,1
"","","","",115,1068008,1069334,w,n,2
"","","","",116,1071510,1071816,w,n,1
"","","","",117,1073754,1075726,w,n,6
"","","","",118,1507934,1510824,w,n,9
"","","","",119,1515856,1526974,w,n,25
"","","","",120,1528776,1531394,w,n,5
"","","","",121,1532142,1532210,w,n,1
"","","","",122,1538602,1566482,w,n,66
"","","","",123,1567944,1568352,w,n,2
"","","","",124,1573758,1575662,w,n,7
"","","","",125,1577804,1580864,w,n,9
"","","","",126,1591710,1595212,w,n,10
"","","","",127,1596606,1608710,w,n,30
"","","","",128,1609934,1619386,w,n,19
"","","","",129,1620848,1624860,w,n,4
"","","","",130,1627104,1628226,w,n,2
