task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,292230,810832,MPM,1,296752,298044,w,n,5
2,873834,1379210,MPS,2,340034,351288,w,n,33
3,1425348,1589976,G,3,353974,354620,w,n,1
4,1642098,2155090,NMM,4,387294,390388,w,n,11
5,2198882,2716736,NMS,5,391238,393074,w,n,7
"","","","",6,394400,398072,w,n,12
"","","","",7,403172,403886,w,n,3
"","","","",8,405688,406130,w,n,2
"","","","",9,411774,411978,w,n,1
"","","","",10,423742,426632,w,n,8
"","","","",11,429182,430406,w,n,4
"","","","",12,430440,430780,f,n,.
"","","","",13,441320,442068,h,n,3
"","","","",14,444754,444958,w,n,1
"","","","",15,450636,454274,w,n,12
"","","","",16,456824,460666,w,n,12
"","","","",17,464100,465698,w,n,5
"","","","",18,472226,472396,w,n,1
"","","","",19,473892,474096,w,n,1
"","","","",20,478584,478754,w,n,1
"","","","",21,495006,495822,w,n,3
"","","","",22,511734,513060,w,n,4
"","","","",23,523872,524960,w,n,4
"","","","",24,528462,529856,w,n,5
"","","","",25,532984,537540,w,n,13
"","","","",26,540872,541484,w,n,2
"","","","",27,543116,545020,w,n,4
"","","","",28,549236,551174,w,n,8
"","","","",29,552024,554200,w,n,8
"","","","",30,557362,559470,w,n,6
"","","","",31,560728,572050,w,n,28
"","","","",32,573410,576198,w,n,6
"","","","",33,577048,577694,w,n,2
"","","","",34,578782,582352,w,n,7
"","","","",35,583474,591226,w,n,22
"","","","",36,592110,598672,w,n,15
"","","","",37,599624,600678,w,n,2
"","","","",38,602004,609144,w,n,19
"","","","",39,611048,615978,w,n,12
"","","","",40,618086,618494,w,n,2
"","","","",41,626858,627266,w,n,2
"","","","",42,656268,658546,h,n,7
"","","","",43,659192,662830,w,n,10
"","","","",44,663544,668508,w,n,11
"","","","",45,670548,671942,w,n,5
"","","","",46,676940,677144,w,n,1
"","","","",47,682890,688500,w,n,15
"","","","",48,692580,692784,w,n,1
"","","","",49,693872,699040,w,n,14
"","","","",50,700366,702780,w,n,8
"","","","",51,734264,740044,w,n,15
"","","","",52,744974,748544,w,n,10
"","","","",53,764762,765918,w,n,4
"","","","",54,768298,770814,w,n,7
"","","","",55,772004,775880,w,n,11
"","","","",56,793050,796280,w,n,10
"","","","",57,800258,801142,w,n,3
"","","","",58,801652,801788,w,n,1
"","","","",59,804984,805562,w,n,2
"","","","",60,807806,810832,w,n,9
"","","","",61,875500,880668,w,n,19
"","","","",62,938230,941256,w,n,11
"","","","",63,942038,947682,w,n,15
"","","","",64,948634,952408,w,n,10
"","","","",65,959480,961894,w,n,7
"","","","",66,962744,970258,w,n,22
"","","","",67,982736,983348,w,n,3
"","","","",68,984198,989740,w,n,17
"","","","",69,1100138,1102348,w,n,8
"","","","",70,1127270,1128596,w,n,5
"","","","",71,1129650,1138286,w,n,25
"","","","",72,1143692,1146480,w,n,6
"","","","",73,1149778,1150696,w,n,3
"","","","",74,1151512,1151886,w,n,2
"","","","",75,1157598,1160046,w,n,6
"","","","",76,1174870,1181058,w,n,21
"","","","",77,1216486,1217268,h,n,2
"","","","",78,1219716,1224442,w,n,14
"","","","",79,1227638,1238348,w,n,33
"","","","",80,1239130,1249364,w,n,31
"","","","",81,1270784,1284078,w,n,37
"","","","",82,1347284,1348576,w,n,4
"","","","",83,1349358,1351126,w,n,5
"","","","",84,1642268,1650156,w,n,24
"","","","",85,1650870,1653148,w,n,8
"","","","",86,1653828,1653998,w,n,1
"","","","",87,1654984,1655154,w,n,1
"","","","",88,1657194,1657364,w,n,1
"","","","",89,1657976,1669638,w,n,31
"","","","",90,1670760,1675248,w,n,10
"","","","",91,1677356,1682864,w,n,15
"","","","",92,1683714,1684224,w,n,2
"","","","",93,1685210,1694628,w,n,25
"","","","",94,1695274,1697416,w,n,7
"","","","",95,1698946,1704454,w,n,19
"","","","",96,1706630,1706800,w,n,1
"","","","",97,1708874,1743384,w,n,86
"","","","",98,1748620,1751136,w,n,7
"","","","",99,1753482,1760010,w,n,16
"","","","",100,1762594,1766504,w,n,10
"","","","",101,1767320,1767762,w,n,2
"","","","",102,1769972,1770788,w,n,3
"","","","",103,1774154,1799042,w,n,68
"","","","",104,1810636,1811010,h,n,1
"","","","",105,1843582,1849260,w,n,18
"","","","",106,1854224,1862316,w,n,21
"","","","",107,1868232,1877310,w,n,22
"","","","",108,1887306,1888122,w,n,3
"","","","",109,1894616,1901620,w,n,15
"","","","",110,1908420,1913112,w,n,14
"","","","",111,1914642,1919232,w,n,12
"","","","",112,1923448,1931302,w,n,22
"","","","",113,1932696,1933716,w,n,3
"","","","",114,1934226,1935246,w,n,3
"","","","",115,1936470,1938612,w,n,5
"","","","",116,1939734,1940686,w,n,2
"","","","",117,1942522,1946262,w,n,9
"","","","",118,1947350,1949186,w,n,5
"","","","",119,1981010,1986552,w,n,19
"","","","",120,2031976,2032894,w,n,4
"","","","",121,2035070,2035342,w,n,2
