task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
"","","","",149,3401394,3410438,w,n,19
"","","","",150,3413396,3414416,w,n,2
"","","","",151,3416592,3419278,w,n,2
"","","","",152,3424310,3428662,w,n,10
"","","","",153,3430124,3444206,w,n,28
"","","","",154,3446580,3448756,w,n,3
"","","","",155,3453550,3458038,w,n,2
"","","","",156,3460418,3463002,w,n,3
"","","","",157,3464974,3466844,w,n,3
"","","","",158,3468680,3473100,w,n,10
"","","","",159,3475038,3485918,w,n,18
"","","","",160,3490474,3493330,w,n,3
"","","","",161,3494724,3499654,w,n,3
"","","","",162,3535626,3541032,w,n,5
