task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,296888,814402,MPS,1,301410,307088,w,n,14
2,912390,1403792,MPM,2,345542,349486,w,n,13
3,1475396,1663045,G,3,351730,357680,w,n,17
4,1735292,2222138,NMS,4,389776,390456,w,n,2
5,2298060,2785552,NMM,5,590104,595136,w,n,19
"","","","",6,596122,602990,w,n,21
"","","","",7,608940,613088,w,n,12
"","","","",8,625158,626416,w,n,5
"","","","",9,694960,698972,w,n,11
"","","","",10,699686,700740,w,n,2
"","","","",11,710124,711314,w,n,4
"","","","",12,713082,716142,w,n,9
"","","","",13,717910,723520,w,n,16
"","","","",14,729538,735658,w,n,16
"","","","",15,736372,736440,w,n,1
"","","","",16,739024,739228,w,n,1
"","","","",17,741710,741914,w,n,1
"","","","",18,742764,744396,w,n,4
"","","","",19,755956,756092,w,n,1
"","","","",20,765442,765646,h,n,1
"","","","",21,766734,767040,h,n,1
"","","","",22,768094,776220,w,n,19
"","","","",23,777206,777988,w,n,2
"","","","",24,779824,783666,w,n,12
"","","","",25,790262,793730,w,n,10
"","","","",26,917864,922998,w,n,15
"","","","",27,928472,932178,w,n,12
"","","","",28,933606,936666,w,n,9
"","","","",29,938910,943194,w,n,11
"","","","",30,944996,946968,w,n,5
"","","","",31,948158,955536,w,n,18
"","","","",32,956488,959956,w,n,8
"","","","",33,960874,966756,w,n,18
"","","","",34,969068,976140,w,n,14
"","","","",35,981070,981988,w,n,3
"","","","",36,984878,988380,w,n,11
"","","","",37,989468,994432,w,n,13
"","","","",38,996608,1012282,w,n,44
"","","","",39,1014254,1016804,w,n,8
"","","","",40,1018368,1018912,w,n,2
"","","","",41,1020816,1020986,w,n,1
"","","","",42,1022890,1024488,w,n,5
"","","","",43,1026664,1029690,w,n,8
"","","","",44,1032818,1036150,w,n,10
"","","","",45,1039346,1043086,w,n,9
"","","","",46,1047302,1048662,w,n,4
"","","","",47,1050838,1051688,w,n,3
"","","","",48,1053354,1053830,w,n,2
"","","","",49,1058556,1059168,w,n,1
"","","","",50,1062228,1069368,w,n,19
"","","","",51,1105918,1108434,w,n,7
"","","","",52,1109420,1121796,w,n,32
"","","","",53,1123530,1128800,w,n,11
"","","","",54,1129922,1141856,w,n,32
"","","","",55,1143318,1150526,w,n,21
"","","","",56,1154028,1154198,w,n,1
"","","","",57,1155082,1155320,w,n,1
"","","","",58,1166948,1168070,w,n,3
"","","","",59,1183506,1189626,w,n,16
"","","","",60,1192074,1195916,w,n,10
"","","","",61,1197412,1200098,w,n,8
"","","","",62,1201254,1203770,w,n,7
"","","","",63,1206524,1209720,w,n,7
"","","","",64,1211658,1223524,w,n,30
"","","","",65,1225462,1248548,w,n,68
"","","","",66,1249772,1250384,w,n,2
"","","","",67,1252186,1253750,w,n,5
"","","","",68,1254430,1256776,w,n,8
"","","","",69,1258102,1258646,w,n,2
"","","","",70,1262488,1264188,w,n,5
"","","","",71,1267010,1267962,w,n,3
"","","","",72,1269798,1272212,w,n,6
"","","","",73,1273436,1275782,w,n,6
"","","","",74,1276836,1281426,w,n,16
"","","","",75,1283840,1288464,w,n,11
"","","","",76,1290538,1298528,w,n,20
"","","","",77,1305124,1309986,w,n,13
"","","","",78,1310904,1313624,w,n,8
"","","","",79,1314440,1314984,w,n,2
"","","","",80,1315732,1317262,w,n,5
"","","","",81,1319676,1324742,w,n,11
"","","","",82,1328414,1331066,w,n,6
"","","","",83,1332664,1333888,w,n,4
"","","","",84,1339294,1341878,w,n,4
"","","","",85,1362516,1365542,w,n,11
"","","","",86,1367752,1370472,w,n,7
"","","","",87,1371662,1374824,w,n,9
"","","","",88,1377952,1378836,w,n,2
"","","","",89,1379482,1380094,w,n,2
"","","","",90,1381352,1382406,w,n,2
"","","","",91,1383460,1384106,w,n,2
"","","","",92,1388356,1390770,w,n,5
"","","","",93,1391790,1396584,w,n,13
"","","","",94,1398488,1402364,w,n,10
"","","","",95,1403486,1403656,w,n,1
"","","","",96,1735836,1736006,w,n,1
"","","","",97,1739882,1746920,w,n,20
"","","","",98,1748178,1755352,w,n,23
"","","","",99,1757970,1764430,w,n,18
"","","","",100,1772352,1772488,w,n,1
"","","","",101,1780580,1780954,w,n,1
"","","","",102,1783946,1784422,w,n,2
"","","","",103,1791052,1793194,w,n,5
"","","","",104,1795030,1804006,w,n,27
"","","","",105,1809956,1810194,w,n,1
"","","","",106,1816722,1819476,w,n,9
"","","","",107,1820496,1823114,w,n,7
"","","","",108,1866600,1869422,w,n,7
"","","","",109,1871462,1871972,w,n,2
"","","","",110,1883532,1886116,w,n,7
"","","","",111,1889346,1891488,w,n,6
"","","","",112,1896112,1896384,w,n,1
"","","","",113,1900702,1900940,w,n,1
"","","","",114,1902708,1902946,w,n,1
"","","","",115,1911752,1912092,w,n,1
"","","","",116,1914438,1925488,w,n,32
"","","","",117,1926508,1930554,w,n,10
"","","","",118,1934362,1935688,w,n,4
"","","","",119,1937184,1943746,w,n,20
"","","","",120,1952824,1953572,w,n,2
"","","","",121,1955510,1956904,w,n,4
"","","","",122,1958264,1961902,w,n,9
"","","","",123,1965438,1966322,w,n,2
"","","","",124,1971456,1975536,w,n,14
"","","","",125,1976216,1978732,w,n,6
"","","","",126,1980738,1984988,w,n,13
"","","","",127,1990326,1997024,w,n,19
"","","","",128,2001376,2009536,w,n,22
"","","","",129,2014704,2015962,w,n,3
"","","","",130,2020620,2021164,w,n,1
"","","","",131,2024768,2037654,w,n,35
"","","","",132,2039014,2054212,w,n,38
"","","","",133,2059924,2068016,w,n,23
"","","","",134,2069818,2079678,w,n,29
"","","","",135,2083826,2088892,w,n,14
"","","","",136,2104702,2108238,w,n,11
"","","","",137,2115038,2115684,w,n,2
"","","","",138,2121770,2126802,w,n,17
"","","","",139,2129250,2134078,w,n,16
"","","","",140,2135540,2135778,w,n,1
"","","","",141,2136662,2137002,w,n,1
"","","","",142,2148528,2150500,w,n,5
"","","","",143,2156960,2165120,w,n,19
"","","","",144,2165766,2166548,w,n,3
"","","","",145,2167398,2168894,w,n,1
"","","","",146,2172464,2182698,w,n,28
"","","","",147,2185622,2185996,w,n,2
"","","","",148,2189532,2190246,w,n,3
"","","","",149,2192252,2195244,w,n,8
"","","","",150,2197148,2216018,w,n,47
"","","","",151,2221288,2222138,w,n,2
"","","","",152,2300610,2302752,w,n,6
"","","","",153,2304622,2308090,w,n,10
"","","","",154,2310198,2322642,w,n,32
"","","","",155,2344538,2344708,h,n,1
"","","","",156,2345694,2354126,w,n,25
"","","","",157,2356540,2356744,w,n,1
"","","","",158,2358206,2365550,w,n,19
"","","","",159,2367726,2371602,w,n,11
"","","","",160,2375036,2379014,w,n,12
"","","","",161,2380952,2389894,w,n,21
"","","","",162,2394246,2400196,w,n,18
"","","","",163,2401114,2401420,w,n,1
"","","","",164,2417094,2422636,w,n,14
"","","","",165,2426784,2430422,w,n,9
"","","","",166,2432564,2432870,w,n,1
"","","","",167,2433958,2434196,w,n,1
"","","","",168,2436780,2445552,w,n,25
"","","","",169,2449836,2453542,w,n,9
"","","","",170,2457316,2463470,w,n,18
"","","","",171,2465408,2473806,w,n,23
"","","","",172,2475098,2481762,w,n,22
"","","","",173,2483054,2484244,w,n,2
"","","","",174,2490670,2498218,w,n,21
"","","","",175,2498898,2504848,w,n,17
"","","","",176,2508452,2508690,w,n,1
"","","","",177,2510798,2511512,w,n,2
"","","","",178,2514572,2519944,w,n,13
"","","","",179,2524092,2529464,w,n,15
"","","","",180,2533204,2539426,w,n,16
"","","","",181,2547824,2552652,w,n,15
"","","","",182,2571420,2573528,w,n,6
"","","","",183,2574446,2574684,w,n,1
"","","","",184,2577914,2579240,w,n,4
"","","","",185,2579988,2580430,w,n,1
"","","","",186,2584340,2588930,w,n,16
"","","","",187,2599742,2600082,w,n,1
"","","","",188,2601306,2601680,w,n,1
"","","","",189,2604944,2607732,w,n,6
"","","","",190,2608582,2610486,w,n,5
"","","","",191,2619054,2623644,w,n,11
"","","","",192,2625072,2626364,w,n,3
"","","","",193,2627452,2627656,w,n,1
"","","","",194,2636190,2638400,w,n,2
"","","","",195,2658290,2664036,w,n,13
"","","","",196,2667912,2670054,w,n,6
"","","","",197,2671720,2673182,w,n,4
"","","","",198,2693480,2703408,w,n,25
"","","","",199,2706978,2708644,w,n,4
"","","","",200,2712146,2713268,w,n,3
"","","","",201,2714866,2717246,w,n,4
"","","","",202,2719422,2719694,w,n,1
"","","","",203,2721530,2723774,w,n,5
"","","","",204,2731526,2737034,w,n,11
"","","","",205,2739210,2741182,w,n,3
"","","","",206,2742202,2746078,w,n,7
"","","","",207,2751144,2753524,w,n,5
"","","","",208,2755020,2758624,w,n,10
"","","","",209,2760698,2771442,w,n,25
"","","","",210,2780112,2785416,w,n,14
