task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,463624,964376,NMM,1,469846,474130,w,n,12
2,1068960,1568862,NMS,2,475490,480386,w,n,12
3,1653046,1762696,G,3,528564,528938,k,n,1
4,1831444,2345524,MPM,4,529659,530774,w,n,4
5,2416788,2913970,MPS,5,530808,531046,f,n,.
"","","","",6,546890,548080,w,n,3
"","","","",7,548998,549440,w,n,2
"","","","",8,573410,575110,k,n,5
"","","","",9,577694,578646,k,n,3
"","","","",10,585310,586262,k,n,2
"","","","",11,592008,594762,w,n,9
"","","","",12,602786,608838,w,n,17
"","","","",13,611354,616590,w,n,13
"","","","",14,620738,626076,w,n,13
"","","","",15,630802,632162,w,n,4
"","","","",16,633420,638112,w,n,13
"","","","",17,639098,640560,w,n,4
"","","","",18,642362,646204,w,n,8
"","","","",19,649434,653616,w,n,11
"","","","",20,654874,657526,w,n,6
"","","","",21,658852,671262,w,n,33
"","","","",22,672146,679218,w,n,10
"","","","",23,707846,712368,w,n,12
"","","","",24,713354,723860,w,n,28
"","","","",25,733652,733890,w,n,1
"","","","",26,755752,763164,w,n,12
"","","","",27,764592,770372,w,n,13
"","","","",28,772956,773534,w,n,2
"","","","",29,816952,817598,k,n,2
"","","","",30,821542,823820,w,n,7
"","","","",31,833238,835788,w,n,9
"","","","",32,836400,837760,w,n,4
"","","","",33,838916,839222,k,n,1
"","","","",34,840344,848606,w,n,22
"","","","",35,849762,856664,w,n,22
"","","","",36,857854,865470,w,n,22
"","","","",37,867578,868156,w,n,2
"","","","",38,869040,872678,w,n,11
"","","","",39,877200,881858,w,n,11
"","","","",40,883286,884068,w,n,2
"","","","",41,890766,891072,w,n,1
"","","","",42,893078,913648,w,n,48
"","","","",43,914940,924154,w,n,23
"","","","",44,925072,929322,w,n,11
"","","","",45,932858,936496,h,n,5
"","","","",46,939318,941052,h,n,5
"","","","",47,945438,946016,h,n,2
"","","","",48,947546,948328,k,n,3
"","","","",49,1069096,1069912,w,n,3
"","","","",50,1094358,1099356,w,n,20
"","","","",51,1104898,1105272,w,n,1
"","","","",52,1105306,1105544,f,n,.
"","","","",53,1109896,1113466,w,n,10
"","","","",54,1115472,1116594,w,n,3
"","","","",55,1119484,1123734,w,n,9
"","","","",56,1130398,1131112,w,n,2
"","","","",57,1137164,1138796,w,n,3
"","","","",58,1141754,1146072,w,n,12
"","","","",59,1148588,1154690,w,n,10
"","","","",60,1157292,1157530,w,n,1
"","","","",61,1180650,1181602,w,n,3
"","","","",62,1222640,1223014,w,n,1
"","","","",63,1243924,1244230,w,n,1
"","","","",64,1266874,1267044,w,n,1
"","","","",65,1269900,1270240,w,n,1
"","","","",66,1279012,1282956,w,n,8
"","","","",67,1344054,1344292,w,n,1
"","","","",68,1345720,1348814,w,n,5
"","","","",69,1376932,1377170,h,n,1
"","","","",70,1832362,1835558,w,n,6
"","","","",71,1836680,1842664,w,n,17
"","","","",72,1845180,1848342,w,n,9
"","","","",73,1950308,1953028,h,n,9
"","","","",74,1958026,1963738,h,n,18
"","","","",75,1966254,1967546,w,n,4
"","","","",76,1968634,1973190,w,n,12
"","","","",77,1974924,1978630,w,n,10
"","","","",78,1979820,1990938,w,n,31
"","","","",79,1995086,1996106,w,n,3
"","","","",80,2002566,2004062,w,n,3
"","","","",81,2011372,2014602,w,n,8
"","","","",82,2015452,2019362,w,n,9
"","","","",83,2020790,2021470,w,n,2
"","","","",84,2023034,2029800,w,n,20
"","","","",85,2034934,2035138,w,n,1
"","","","",86,2038334,2038538,w,n,1
"","","","",87,2045134,2045338,w,n,1
"","","","",88,2061012,2064310,w,n,6
"","","","",89,2068016,2068288,w,n,1
"","","","",90,2078556,2079848,w,n,4
"","","","",91,2081310,2092156,w,n,31
"","","","",92,2093448,2095964,w,n,3
"","","","",93,2096882,2097528,w,n,2
"","","","",94,2098956,2104396,w,n,12
"","","","",95,2106334,2107320,w,n,3
"","","","",96,2112318,2133874,w,n,53
"","","","",97,2134860,2135574,w,y,1
"","","","",98,2146080,2153118,w,n,19
"","","","",99,2157708,2168350,w,n,26
"","","","",100,2171308,2171784,w,n,2
"","","","",101,2173552,2177292,w,n,11
"","","","",102,2178958,2183650,w,n,9
"","","","",103,2184840,2199936,w,n,38
"","","","",104,2205682,2210306,w,n,11
"","","","",105,2214896,2216902,w,n,4
"","","","",106,2221730,2248080,w,n,71
"","","","",107,2249542,2249746,w,n,1
"","","","",108,2252840,2256546,w,n,12
"","","","",109,2257294,2258144,w,n,3
"","","","",110,2259640,2261306,w,n,4
"","","","",111,2270044,2270588,w,n,2
"","","","",112,2273580,2277354,w,n,12
"","","","",113,2278000,2281604,w,n,10
"","","","",114,2282488,2285684,w,n,9
"","","","",115,2306968,2307308,f,n,.
"","","","",116,2308566,2322234,w,n,36
"","","","",117,2323288,2324954,w,n,5
"","","","",118,2326348,2328864,w,n,5
"","","","",119,2429980,2430388,w,n,1
"","","","",120,2431918,2434978,w,n,8
"","","","",121,2466666,2466802,w,n,1
"","","","",122,2468706,2474622,w,n,17
"","","","",123,2475812,2476628,w,n,2
"","","","",124,2485366,2488460,w,n,10
"","","","",125,2512974,2515422,w,n,8
"","","","",126,2516884,2521882,w,n,12
"","","","",127,2522290,2522834,f,n,.
"","","","",128,2528716,2533272,w,n,13
"","","","",129,2534292,2534462,w,n,1
"","","","",130,2536468,2536672,w,n,1
"","","","",131,2598518,2604162,w,n,13
"","","","",132,2606814,2607800,w,n,3
"","","","",133,2609806,2619088,w,n,23
"","","","",134,2620210,2622284,w,n,6
"","","","",135,2644724,2645030,h,n,1
"","","","",136,2647682,2647954,h,n,1
"","","","",137,2648838,2649756,w,n,3
"","","","",138,2652204,2653292,w,n,3
"","","","",139,2654652,2655706,w,n,2
"","","","",140,2660330,2660772,w,n,2
"","","","",141,2661996,2664002,w,n,6
"","","","",142,2673556,2676956,w,n,11
"","","","",143,2678452,2678724,w,n,1
"","","","",144,2679710,2684674,w,n,18
"","","","",145,2688516,2690216,w,n,4
"","","","",146,2695282,2699702,w,n,10
"","","","",147,2702830,2707420,w,n,15
"","","","",148,2712724,2714016,w,n,5
"","","","",149,2717654,2722414,w,y,9
"","","","",150,2722686,2724862,w,n,9
"","","","",151,2724896,2725168,f,n,.
"","","","",152,2727854,2729248,k,n,4
"","","","",153,2732988,2734552,w,n,4
"","","","",154,2737374,2739142,h,n,4
"","","","",155,2739924,2741862,k,n,6
"","","","",156,2743154,2743460,k,n,1
"","","","",157,2787150,2788510,h,n,4
"","","","",158,2790346,2790652,k,n,1
"","","","",159,2799696,2810882,w,n,36
"","","","",160,2810916,2811256,f,n,.
"","","","",161,2811766,2812684,h,n,3
"","","","",162,2813670,2815132,w,n,3
"","","","",163,2830908,2831928,w,n,4
"","","","",164,2837266,2846208,w,n,25
"","","","",165,2850594,2850798,w,n,1
"","","","",166,2885104,2889082,w,n,8
"","","","",167,2889524,2893604,w,n,9
