task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
"","","","",89,1756168,1756848,w,n,2
"","","","",90,1764056,1764192,w,n,1
"","","","",91,1767150,1770142,w,n,4
"","","","",92,1772148,1773610,w,n,3
"","","","",93,1775072,1775718,w,n,2
"","","","",94,1777656,1777860,w,n,1
"","","","",95,1779832,1780444,w,n,2
"","","","",96,1782076,1782518,w,n,1
"","","","",97,1784558,1785612,w,n,2
"","","","",98,1789148,1789420,w,n,1
"","","","",99,1791460,1793500,w,n,5
"","","","",100,1795506,1797002,w,n,3
"","","","",101,1798430,1798566,w,n,1
"","","","",102,1800878,1803938,w,n,4
"","","","",103,1805332,1806080,w,n,2
"","","","",104,1807542,1807746,w,n,1
"","","","",105,1809684,1810432,w,n,2
"","","","",106,1811962,1815056,w,n,3
"","","","",107,1816926,1818150,w,n,2
"","","","",108,1821992,1822230,w,n,1
"","","","",109,1823692,1824338,w,n,2
"","","","",110,1826684,1828078,w,n,2
"","","","",111,1830696,1833246,w,n,5
"","","","",112,1836068,1836646,w,n,2
"","","","",113,1842868,1843004,w,n,1
"","","","",114,1844160,1844466,w,n,1
"","","","",115,1846098,1846234,w,n,1
"","","","",116,1847356,1848036,w,n,2
"","","","",117,1849668,1850246,w,n,2
"","","","",118,1852966,1853170,w,n,1
"","","","",119,1855380,1855618,w,n,1
"","","","",120,1858848,1859834,w,n,3
"","","","",121,1861908,1865138,w,n,5
"","","","",122,1867110,1867314,w,n,1
"","","","",123,1871394,1872312,w,n,2
"","","","",124,1874114,1874522,w,n,2
"","","","",125,1876902,1877072,w,n,1
"","","","",126,1881560,1881798,w,n,1
"","","","",127,1883566,1883770,w,n,1
"","","","",128,1885096,1885878,w,n,2
"","","","",129,1887884,1889516,w,n,3
"","","","",130,1891556,1894276,w,n,3
"","","","",131,1898288,1900328,w,n,3
"","","","",132,1904952,1906720,w,n,3
"","","","",133,1910800,1916104,w,n,8
"","","","",134,1917396,1918552,w,n,4
"","","","",135,1920082,1921238,w,n,3
"","","","",136,1922700,1923040,w,n,1
"","","","",137,1925114,1925658,w,n,2
"","","","",138,1928820,1928990,w,n,1
"","","","",139,1931030,1931642,w,n,2
"","","","",140,1932934,1933104,w,n,1
"","","","",141,1936538,1937354,w,n,2
"","","","",142,1939666,1941060,w,n,3
"","","","",143,1942896,1946092,w,n,4
"","","","",144,1947792,1949050,w,n,4
"","","","",145,1952212,1952892,w,n,2
"","","","",146,1955000,1957278,w,n,5
"","","","",147,1958910,1962684,w,n,6
"","","","",148,1964316,1965132,w,n,3
"","","","",149,1972272,1975434,w,n,8
"","","","",150,1979072,1982982,w,n,10
"","","","",151,1985294,1987198,w,n,4
"","","","",152,1989374,1989612,w,n,1
"","","","",153,1992468,1995052,w,n,5
"","","","",154,1997874,2000390,w,n,5
"","","","",155,2002260,2011610,w,n,13
"","","","",156,2012868,2014874,w,n,5
"","","","",157,2016846,2017220,w,n,2
"","","","",158,2020960,2021912,w,n,3
"","","","",159,2023884,2026366,w,n,3
"","","","",160,2028576,2028814,w,n,1
"","","","",161,2133738,2133942,k,n,1
"","","","",162,2136016,2136424,k,n,1
"","","","",163,2147712,2148290,h,n,1
"","","","",164,2149786,2150262,h,n,1
"","","","",165,2583490,2584612,h,n,4
"","","","",166,2587876,2590188,h,n,8
"","","","",167,2592126,2593588,w,n,3
"","","","",168,2594676,2594880,w,n,1
