task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,214302,710260,NMS,1,214948,216580,w,n,4
2,773874,1261638,NMM,2,220354,225896,w,n,11
3,1262454,1533808,G,3,232254,237422,w,n,14
4,1544110,2032112,MPM,4,450466,451520,h,n,2
5,2099568,2600354,MPS,5,461040,467772,h,n,11
"","","","",6,475592,481406,h,n,10
"","","","",7,482868,484398,w,n,2
"","","","",8,486778,487696,w,n,2
"","","","",9,489158,499154,w,n,28
"","","","",10,501194,516630,w,n,35
"","","","",11,517854,522036,w,n,12
"","","","",12,529856,532576,w,n,8
"","","","",13,534990,543456,w,n,23
"","","","",14,548930,549950,h,n,2
"","","","",15,567358,567528,k,n,1
"","","","",16,570588,574158,h,n,9
"","","","",17,577558,578918,h,n,3
"","","","",18,580312,580516,h,n,1
"","","","",19,589016,591056,k,n,5
"","","","",20,594048,598332,w,n,12
"","","","",21,600712,604656,w,n,11
"","","","",22,606016,610028,w,n,12
"","","","",23,611252,623696,w,n,28
"","","","",24,624954,633046,w,n,21
"","","","",25,634338,637908,w,n,11
"","","","",26,639710,644436,w,n,13
"","","","",27,646374,650726,w,n,12
"","","","",28,652358,652426,w,n,1
"","","","",29,655282,660790,w,n,14
"","","","",30,680884,681020,k,n,1
"","","","",31,682924,683026,w,n,1
"","","","",32,684488,694484,w,n,26
"","","","",33,696286,700196,w,n,12
"","","","",34,706860,707676,h,n,2
"","","","",35,793798,797606,h,n,6
"","","","",36,799612,809642,h,n,27
"","","","",37,918986,920278,h,n,4
"","","","",38,922862,923950,h,n,3
"","","","",39,925888,926874,h,n,3
"","","","",40,991814,993310,h,n,4
"","","","",41,994534,996166,h,n,3
"","","","",42,1020748,1021054,h,n,1
"","","","",43,1026358,1026800,h,n,2
"","","","",44,1035368,1037102,h,n,2
"","","","",45,1057638,1059644,h,n,7
"","","","",46,1063112,1069402,w,n,15
"","","","",47,1078888,1080044,h,n,3
"","","","",48,1082254,1083376,h,n,3
"","","","",49,1086130,1088884,w,n,6
"","","","",50,1089666,1093066,w,n,10
"","","","",51,1095922,1096330,w,n,2
"","","","",52,1116152,1118362,h,n,5
"","","","",53,1122476,1125468,h,n,9
"","","","",54,1126624,1129004,h,n,8
"","","","",55,1133186,1140734,k,n,17
"","","","",56,1142298,1150118,w,n,24
"","","","",57,1152906,1153246,h,n,1
"","","","",58,1214004,1214242,h,n,1
"","","","",59,1544416,1551352,w,n,21
"","","","",60,1552338,1552542,w,n,1
"","","","",61,1554582,1557812,w,n,8
"","","","",62,1561688,1562368,h,n,2
"","","","",63,1595892,1597728,h,n,5
"","","","",64,1598578,1599768,h,n,4
"","","","",65,1600754,1602046,k,n,4
"","","","",66,1604154,1606670,w,n,3
"","","","",67,1608234,1631014,w,n,46
"","","","",68,1632408,1632544,w,n,1
"","","","",69,1636624,1641010,w,n,10
"","","","",70,1644648,1650972,w,n,13
"","","","",71,1655120,1660220,w,n,12
"","","","",72,1666714,1672324,w,n,15
"","","","",73,1677832,1680926,h,n,5
"","","","",74,1689596,1690752,k,n,3
"","","","",75,1693098,1710710,w,n,42
"","","","",76,1712444,1714416,w,n,5
"","","","",77,1715912,1718768,w,n,6
"","","","",78,1720434,1721148,w,n,2
"","","","",79,1722576,1722848,w,n,1
"","","","",80,1727676,1729852,w,n,3
"","","","",81,1732742,1733320,w,n,2
"","","","",82,1735156,1736516,w,n,3
"","","","",83,1740086,1740902,w,n,2
"","","","",84,1742296,1744166,w,n,3
"","","","",85,1746716,1746920,w,n,1
"","","","",86,1748416,1748654,w,n,1
"","","","",87,1750524,1752496,w,n,4
"","","","",88,1754196,1755250,w,n,3
