task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,257312,767992,MPM,1,260508,261630,w,n,3
2,816918,1333412,MPS,2,262378,265608,w,n,9
3,1406410,1582394,G,3,266152,270708,w,n,10
4,1642744,2169744,NMM,4,272272,277236,w,n,9
5,2220846,2770694,NMS,5,283084,286892,w,n,11
6,2958408,3036710,V,6,292230,292468,w,n,1
"","","","",7,293692,295528,w,n,3
"","","","",8,299812,300186,w,n,1
"","","","",9,301886,310386,w,n,15
"","","","",10,314432,319940,w,n,14
"","","","",11,320620,327046,w,n,12
"","","","",12,344658,353634,w,n,19
"","","","",13,354348,360094,w,n,13
"","","","",14,377400,382772,w,n,13
"","","","",15,394060,400656,w,n,17
"","","","",16,403614,409836,w,n,13
"","","","",17,412862,417214,w,n,10
"","","","",18,423028,429964,w,n,21
"","","","",19,441184,446624,w,n,14
"","","","",20,449888,452574,w,n,6
"","","","",21,454104,456382,w,n,6
"","","","",22,458932,459510,w,n,2
"","","","",23,463352,464236,w,n,3
"","","","",24,466378,468316,w,n,4
"","","","",25,469234,469710,w,n,2
"","","","",26,473824,478380,w,n,10
"","","","",27,481100,482052,w,n,3
"","","","",28,485554,490416,w,n,14
"","","","",29,493952,495958,w,n,6
"","","","",30,497080,501398,w,n,12
"","","","",31,509898,510714,w,n,3
"","","","",32,514862,520540,w,n,13
"","","","",33,526184,531624,w,n,14
"","","","",34,532542,532780,w,n,1
"","","","",35,537336,540736,w,n,8
"","","","",36,633182,634168,w,y,2
"","","","",37,643144,646102,w,n,7
"","","","",38,669358,670038,w,n,2
"","","","",39,671602,672860,w,n,3
"","","","",40,674900,675376,w,n,2
"","","","",41,678538,678878,w,n,1
"","","","",42,681054,681292,w,n,1
"","","","",43,682516,684182,w,n,5
"","","","",44,685372,686324,w,n,3
"","","","",45,688534,689078,w,n,2
"","","","",46,690812,694518,w,n,9
"","","","",47,695708,696354,w,n,2
"","","","",48,698088,701216,w,n,8
"","","","",49,704718,709954,w,n,11
"","","","",50,716550,717604,w,n,2
"","","","",51,720222,721718,w,n,4
"","","","",52,724438,725186,w,n,2
"","","","",53,730966,732428,w,n,3
"","","","",54,733108,733618,w,n,2
"","","","",55,736338,737018,w,n,2
"","","","",56,738310,749394,w,n,30
"","","","",57,750278,750890,w,n,2
"","","","",58,752318,763504,w,n,30
"","","","",59,764966,767686,w,n,6
"","","","",60,996914,1004904,w,n,25
"","","","",61,1010718,1018198,w,n,20
"","","","",62,1019932,1027412,w,n,18
"","","","",63,1030778,1033736,w,n,6
"","","","",64,1035470,1044650,w,n,16
"","","","",65,1051484,1051688,w,n,1
"","","","",66,1062228,1062500,w,n,1
"","","","",67,1067906,1077902,w,n,28
"","","","",68,1198432,1201798,w,n,7
"","","","",69,1202648,1202886,w,n,1
"","","","",70,1204824,1205674,w,n,2
"","","","",71,1249874,1250282,w,n,1
"","","","",72,1252254,1252730,w,n,1
"","","","",73,1254362,1258578,w,n,7
"","","","",74,1260720,1260992,w,n,1
"","","","",75,1268132,1269492,w,n,2
"","","","",76,1271940,1289450,w,n,34
"","","","",77,1290606,1293564,w,n,7
"","","","",78,1299242,1301112,w,n,4
"","","","",79,1303526,1303900,f,n,.
"","","","",80,1689154,1689970,h,n,2
"","","","",81,1693846,1695206,h,n,3
"","","","",82,1712104,1726112,w,n,39
"","","","",83,1729852,1730464,w,n,2
"","","","",84,1733354,1738182,w,n,13
"","","","",85,1738216,1738930,f,n,.
"","","","",86,1766436,1774664,w,n,17
"","","","",87,1794146,1799994,w,n,16
"","","","",88,1800776,1801048,w,n,1
"","","","",89,1802510,1808664,w,n,6
"","","","",90,1809922,1810704,w,n,1
"","","","",91,1813662,1818966,w,n,12
"","","","",92,1821618,1824406,w,n,9
"","","","",93,1825630,1833416,w,n,19
"","","","",94,1835150,1835796,w,n,2
"","","","",95,1838074,1838822,w,n,2
"","","","",96,1840794,1843276,w,n,4
"","","","",97,1844772,1846200,w,n,3
"","","","",98,1847968,1849940,w,n,6
"","","","",99,1851742,1858304,w,n,14
"","","","",100,1859630,1873332,w,n,32
"","","","",101,1878636,1884484,w,n,14
"","","","",102,1886524,1892814,w,n,12
"","","","",103,1895024,1897302,w,n,6
"","","","",104,1898560,1901450,w,n,8
"","","","",105,1903048,1904986,w,n,6
"","","","",106,1906414,1908726,w,n,5
"","","","",107,1914948,1924026,w,n,20
"","","","",108,1926984,1927256,w,n,1
"","","","",109,1929568,1932356,w,n,7
"","","","",110,1938170,1938680,w,n,2
"","","","",111,1942318,1944358,w,n,4
"","","","",112,1946534,1947146,w,n,2
"","","","",113,1948846,1955578,w,n,16
"","","","",114,1956700,1956938,w,n,1
"","","","",115,1957958,1959828,w,n,4
"","","","",116,1962038,1965574,w,n,8
"","","","",117,1967546,1970334,w,n,7
"","","","",118,1971422,1987198,w,n,37
"","","","",119,1989442,1997942,w,n,20
"","","","",120,1999506,2011542,w,n,30
"","","","",121,2014262,2015282,w,n,2
"","","","",122,2017526,2022728,w,n,12
"","","","",123,2027080,2029970,w,n,8
"","","","",124,2033302,2033438,w,n,1
"","","","",125,2035138,2039524,w,n,7
"","","","",126,2040748,2041768,f,n,.
"","","","",127,2044556,2045474,w,n,3
"","","","",128,2046528,2053260,w,n,11
"","","","",129,2056320,2057850,w,n,3
"","","","",130,2058904,2061930,w,n,8
"","","","",131,2063460,2067982,w,n,9
"","","","",132,2070090,2074102,w,n,9
"","","","",133,2079270,2079406,w,n,1
"","","","",134,2086070,2090150,w,n,8
"","","","",135,2091170,2091408,w,n,1
"","","","",136,2092632,2094842,w,n,5
"","","","",137,2096066,2113440,w,n,36
"","","","",138,2114698,2115786,w,n,3
"","","","",139,2117112,2117656,w,y,1
"","","","",140,2131732,2137376,w,n,14
"","","","",141,2140164,2145638,w,n,14
"","","","",142,2146556,2147576,w,n,2
"","","","",143,2151520,2156450,w,n,12
"","","","",144,2157946,2163488,w,n,7
"","","","",145,2165766,2169438,w,n,8
"","","","",146,2221798,2233154,w,n,28
"","","","",147,2233902,2234990,w,n,3
"","","","",148,2244476,2244646,w,n,1
"","","","",149,2259198,2264774,w,n,8
"","","","",150,2270724,2276538,w,n,3
"","","","",151,2279496,2280210,w,n,1
"","","","",152,2290376,2298298,w,n,19
"","","","",153,2306900,2312918,w,n,15
"","","","",154,2321894,2322404,w,n,1
"","","","",155,2326076,2328082,w,n,6
"","","","",156,2331312,2332468,h,n,4
"","","","",157,2385338,2386936,w,n,4
"","","","",158,2397782,2400842,w,n,5
"","","","",159,2408764,2409988,w,n,3
"","","","",160,2412606,2413796,w,n,3
