task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,322286,833204,MPS,1,325448,328916,w,n,6
2,881892,1385976,MPM,2,362542,362644,w,n,1
3,1452072,1672664,G,3,374918,375768,w,n,3
4,1744540,2262020,NMS,4,377706,379678,w,n,4
5,2299794,2817546,NMM,5,468452,470390,w,n,4
"","","","",6,475728,475898,w,n,1
"","","","",7,479944,482324,w,n,6
"","","","",8,483582,489158,w,n,14
"","","","",9,494156,495142,w,n,3
"","","","",10,501126,501330,w,n,1
"","","","",11,515678,515984,w,n,1
"","","","",12,518262,518500,w,n,1
"","","","",13,519656,524212,w,n,8
"","","","",14,525266,525504,w,n,1
"","","","",15,531862,532372,h,n,2
"","","","",16,544238,545666,w,n,3
"","","","",17,553486,558722,w,n,16
"","","","",18,560116,572016,w,n,30
"","","","",19,649638,649740,w,n,1
"","","","",20,687276,687888,w,n,2
"","","","",21,747150,747320,w,n,1
"","","","",22,813178,813280,w,n,1
"","","","",23,818754,819264,w,n,2
"","","","",24,822290,823038,w,n,2
"","","","",25,901476,902054,w,n,2
"","","","",26,905556,907800,w,n,6
"","","","",27,908514,908956,w,n,2
"","","","",28,912696,917626,w,n,11
"","","","",29,918408,921638,w,n,14
"","","","",30,922624,933946,w,n,43
"","","","",31,936666,944282,w,n,25
"","","","",32,944622,944724,w,n,1
"","","","",33,945982,946220,w,n,1
"","","","",34,947682,947750,w,n,1
"","","","",35,953122,956760,w,n,6
"","","","",36,958324,962404,w,n,5
"","","","",37,962982,964886,w,n,4
"","","","",38,970462,973590,w,n,6
"","","","",39,976004,977262,w,n,4
"","","","",40,979472,982056,w,n,5
"","","","",41,983654,986238,w,n,5
"","","","",42,988618,988754,w,n,1
"","","","",43,991474,991576,w,n,1
"","","","",44,997696,998750,w,n,4
"","","","",45,999770,1003748,w,n,7
"","","","",46,1010412,1015070,w,n,18
"","","","",47,1017994,1022482,w,n,9
"","","","",48,1029554,1030608,w,n,4
"","","","",49,1032172,1034926,w,n,7
"","","","",50,1039380,1039822,w,n,2
"","","","",51,1041488,1043494,w,n,7
"","","","",52,1049308,1049750,w,n,2
"","","","",53,1054986,1056176,w,n,4
"","","","",54,1061072,1063214,w,n,5
"","","","",55,1073448,1074706,w,n,2
"","","","",56,1075828,1077324,w,n,4
"","","","",57,1093814,1097044,w,n,10
"","","","",58,1099254,1101634,w,n,5
"","","","",59,1106462,1107958,w,n,5
"","","","",60,1110202,1111018,w,n,3
"","","","",61,1113058,1113568,w,n,2
"","","","",62,1115404,1120776,w,n,15
"","","","",63,1122952,1123054,w,n,1
"","","","",64,1124278,1126012,w,n,3
"","","","",65,1130432,1135056,w,n,17
"","","","",66,1137096,1150798,w,n,33
"","","","",67,1168104,1170348,w,n,8
"","","","",68,1171538,1176196,w,n,14
"","","","",69,1178134,1178168,w,n,1
"","","","",70,1180786,1182894,w,n,4
"","","","",71,1187620,1187688,w,n,1
"","","","",72,1198908,1199622,w,n,2
