task.ordinal,task.onset,task.offset,task.task,babymovement.ordinal,babymovement.onset,babymovement.offset,babymovement.locomotion,babymovement.momsupport,babymovement.steps
1,0,509830,NMM,1,0,1292,w,n,1
2,564910,1074570,NMS,2,2618,9928,w,n,16
3,1150832,1787822,G,3,15198,16048,w,n,2
4,1840182,2336242,MPM,4,17918,18156,w,n,1
5,2420392,2945012,MPS,5,21148,26588,w,n,13
"","","","",6,28084,31926,w,n,7
"","","","",7,36346,38148,w,n,4
"","","","",8,39508,41038,w,n,3
"","","","",9,53278,53516,w,n,1
"","","","",10,81532,81804,w,n,1
"","","","",11,89318,89590,w,n,1
"","","","",12,112744,115600,w,n,7
"","","","",13,119204,128112,w,n,17
"","","","",14,137768,138040,w,n,1
"","","","",15,138924,140114,w,n,2
"","","","",16,143310,145996,w,n,2
"","","","",17,147084,147798,w,n,1
"","","","",18,150892,152558,w,n,3
"","","","",19,160174,168470,w,n,19
"","","","",20,180914,182308,w,n,3
"","","","",21,183022,183974,w,n,2
"","","","",22,187068,187408,w,n,1
"","","","",23,188122,189584,w,n,3
"","","","",24,196758,197098,w,n,1
"","","","",25,199342,200226,w,n,2
"","","","",26,201552,202062,w,n,1
"","","","",27,203456,204782,w,n,1
"","","","",28,205870,206346,w,n,1
"","","","",29,208182,208590,w,n,1
"","","","",30,209474,211718,w,n,2
"","","","",31,214948,216342,w,n,2
"","","","",32,231982,237830,w,n,15
"","","","",33,238850,249118,w,n,20
"","","","",34,253164,253402,w,n,1
"","","","",35,255748,258060,w,n,5
"","","","",36,259182,264418,w,n,10
"","","","",37,265064,265200,w,n,1
"","","","",38,265234,296547,f,n,.
"","","","",39,307904,308720,h,n,2
"","","","",40,310930,314976,w,n,10
"","","","",41,323816,324224,w,n,1
"","","","",42,329018,329494,w,n,1
"","","","",43,331398,331942,w,n,1
"","","","",44,338028,340068,w,n,4
"","","","",45,341156,346188,w,n,6
"","","","",46,349214,351832,w,n,1
"","","","",47,367948,368934,w,n,2
"","","","",48,370294,376788,w,n,15
"","","","",49,377060,377434,f,n,.
"","","","",50,408204,412114,w,n,9
"","","","",51,414630,414970,w,n,1
"","","","",52,415854,417690,w,n,2
"","","","",53,422280,427856,w,n,11
"","","","",54,432038,437036,w,n,9
"","","","",55,443768,444040,w,n,1
"","","","",56,450772,452812,w,n,4
"","","","",57,461686,464848,w,n,8
"","","","",58,476782,480964,w,n,10
"","","","",59,593606,597856,h,n,11
"","","","",60,606356,608600,h,n,4
"","","","",61,613598,614788,h,n,2
"","","","",62,617066,618460,h,n,2
"","","","",63,622914,626824,h,n,7
"","","","",64,640016,644368,h,n,11
"","","","",65,650182,650726,h,n,2
"","","","",66,663714,665720,h,n,5
"","","","",67,666400,667080,h,n,2
"","","","",68,667794,670174,h,n,5
"","","","",69,687650,688636,k,n,1
"","","","",70,700468,700638,k,n,1
"","","","",71,700876,701420,f,n,.
"","","","",72,704616,705602,w,n,1
"","","","",73,707472,710396,w,n,4
"","","","",74,719712,735080,w,n,30
"","","","",75,738072,740282,w,n,4
"","","","",76,743206,746640,w,n,7
"","","","",77,748510,755446,w,n,18
"","","","",78,755718,756092,f,n,.
"","","","",79,759118,762382,w,n,4
"","","","",80,764694,767414,w,n,4
"","","","",81,768604,769046,w,n,1
"","","","",82,774418,775132,w,n,1
"","","","",83,779654,781422,w,n,2
"","","","",84,782884,783258,w,n,1
"","","","",85,791962,792982,w,n,1
"","","","",86,795804,796110,w,n,1
"","","","",87,802230,802604,w,n,1
"","","","",88,803828,804168,w,n,1
"","","","",89,806412,816204,w,n,19
"","","","",90,836774,837080,w,n,1
"","","","",91,852516,858092,w,n,11
"","","","",92,864586,864790,w,n,1
"","","","",93,866014,869822,w,n,7
"","","","",94,870400,870638,w,n,1
"","","","",95,871556,871794,w,n,1
"","","","",96,881280,885190,w,n,7
"","","","",97,888488,889032,w,n,1
"","","","",98,890562,893520,w,n,6
"","","","",99,895118,897838,w,n,6
"","","","",100,903754,905522,w,n,5
"","","","",101,906712,907154,w,n,1
"","","","",102,910146,910996,w,n,1
"","","","",103,913954,914158,w,n,1
"","","","",104,916538,916776,w,n,1
"","","","",105,926058,927996,w,n,4
"","","","",106,959412,960466,h,n,2
"","","","",107,971788,973046,h,n,2
"","","","",108,975120,978316,w,n,4
"","","","",109,978962,979336,w,n,1
"","","","",110,987938,989502,w,n,3
"","","","",111,993956,998716,w,n,12
"","","","",112,1000144,1003034,w,n,3
"","","","",113,1010922,1014254,w,n,8
"","","","",114,1014424,1014764,f,n,.
"","","","",115,1021496,1025032,w,n,6
"","","","",116,1025814,1033192,w,n,4
"","","","",117,1036592,1036932,w,n,1
"","","","",118,1037986,1038224,w,n,1
"","","","",119,1041624,1044752,w,n,4
"","","","",120,1047030,1048730,w,n,2
"","","","",121,1061378,1064744,w,n,3
"","","","",122,1066852,1067464,w,n,1
"","","","",123,1068518,1068926,w,n,1
"","","","",124,1842970,1853816,w,n,24
"","","","",125,1853850,1854326,f,n,.
"","","","",126,1858134,1860650,w,n,6
"","","","",127,1862928,1863132,w,n,1
"","","","",128,1878330,1884450,w,n,16
"","","","",129,1885470,1890570,w,n,8
"","","","",130,1894616,1907298,w,n,31
"","","","",131,1918076,1918348,w,n,1
"","","","",132,1925726,1926916,w,y,2
"","","","",133,1929024,1930112,w,y,2
"","","","",134,1941706,1943270,w,n,4
"","","","",135,1944936,1950002,w,n,11
"","","","",136,1951940,1952620,w,n,2
"","","","",137,1953538,1954592,w,n,2
"","","","",138,1957788,1965200,w,n,14
"","","","",139,1969722,1976284,w,n,13
"","","","",140,1991312,2003790,w,n,25
"","","","",141,2008788,2010488,w,n,2
"","","","",142,2037042,2042550,w,n,14
"","","","",143,2044556,2051084,w,n,14
"","","","",144,2054314,2055062,w,n,2
"","","","",145,2066248,2068390,w,n,5
"","","","",146,2069036,2070022,w,n,2
"","","","",147,2071518,2075700,w,n,9
"","","","",148,2078454,2080392,w,n,4
"","","","",149,2084132,2089640,w,n,13
"","","","",150,2096406,2099126,w,n,6
"","","","",151,2099160,2099432,f,n,.
"","","","",152,2108476,2110210,h,n,3
"","","","",153,2116296,2116806,h,n,1
"","","","",154,2121668,2121872,w,n,1
"","","","",155,2129386,2129658,w,n,1
"","","","",156,2201160,2207756,w,n,5
"","","","",157,2208606,2210408,w,n,3
"","","","",158,2321588,2324342,w,n,4
"","","","",159,2325464,2326484,w,n,3
"","","","",160,2421208,2421616,w,n,1
"","","","",161,2423758,2425424,w,n,2
"","","","",162,2426852,2429062,w,n,5
"","","","",163,2433040,2433618,f,n,.
"","","","",164,2438786,2445314,h,n,7
"","","","",165,2451026,2454188,h,n,3
"","","","",166,2465000,2468842,h,n,8
"","","","",167,2522868,2523072,h,n,1
"","","","",168,2535958,2539290,w,n,9
"","","","",169,2540140,2540990,w,n,2
"","","","",170,2553400,2570468,w,n,31
"","","","",171,2571148,2571862,f,n,.
"","","","",172,2572916,2573766,h,n,2
"","","","",173,2577336,2577914,h,n,2
"","","","",174,2636258,2637448,h,n,2
"","","","",175,2661010,2661248,w,n,1
"","","","",176,2661792,2662778,w,n,2
"","","","",177,2665090,2665974,w,n,2
"","","","",178,2679710,2680152,w,n,1
"","","","",179,2683892,2685320,w,n,3
"","","","",180,2693344,2693820,w,n,1
"","","","",181,2725950,2728262,h,n,3
"","","","",182,2756958,2767124,w,n,21
"","","","",183,2795922,2802280,w,n,14
"","","","",184,2814078,2815574,w,n,3
"","","","",185,2824924,2829684,w,n,10
"","","","",186,2837572,2838354,w,n,2
"","","","",187,2838388,2838626,f,n,.
"","","","",188,2856714,2857020,w,n,3
"","","","",189,2865860,2868920,w,n,7
"","","","",190,2869668,2869872,w,n,1
"","","","",191,2874326,2880820,w,n,15
"","","","",192,2883472,2884560,w,n,2
"","","","",193,2887960,2892652,w,n,11
"","","","",194,2892788,2893162,f,n,.
"","","","",195,2913358,2915092,w,n,4
"","","","",196,2919410,2927434,w,n,19
"","","","",197,2929882,2937124,w,n,16
