task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,306102,803590,NMM,1,306102,803590,"",1,306102,307394,"","","","",1,"","","","","","","","",1,984742,1008032,n,n,n,n,1,1016804,1040570,y,n,1,872474,877336,n,y,1,963424,968728,n,y,1,2174980,2182290,n,n,n,1,2226864,2245462,n,n,y,1,1849090,1874352,y,n,1,306102,307394,y,y,n,1,1878500,1883634,n,n,n,1,1692146,1708806,y,n,n,n,1,1652196,1669740,n,n,n,1,1707072,1710064,n,n,n,n,y
2,871250,1367276,NMS,2,871250,1367276,"",2,311270,317220,"","","","",2,"","","","","","","","",2,1166540,1202750,y,n,n,n,2,1092318,1095990,y,n,2,884850,891854,n,y,2,1125910,1139408,n,y,2,2198270,2224484,n,n,n,2,2253316,2269568,n,n,y,"","","","","",2,311270,317220,y,n,n,2,1904102,1907774,n,n,n,2,1717034,1722100,y,n,n,n,2,1674738,1680008,n,n,n,2,1722066,1722304,n,n,n,n,y
3,1430346,1594464,G,3,1644240,2138022,"",3,358462,359278,"","","","",3,"","","","","","","","","","","","","","","","","","","","",3,1065288,1065288,n,y,3,1149234,1155082,n,y,3,2233970,2244646,n,n,n,3,2271370,2303704,n,n,y,"","","","","",3,358462,359278,n,n,n,3,1912636,1916954,n,y,n,3,1725670,1730396,y,n,n,n,3,1683816,1695342,n,y,y,3,1730158,1730498,n,n,n,n,y
4,1644240,2138022,MPM,4,2174980,2672876,"",4,366860,377672,"","","","",4,"","","","","","","","","","","","","","","","","","","","",4,1260482,1276700,n,y,4,2546260,2550476,n,y,4,2254540,2257090,n,n,n,4,2305404,2310096,n,n,y,"","","","","",4,366860,377672,n,n,n,4,1918994,1920150,n,y,n,4,1732368,1734408,n,n,n,n,4,1714858,1717986,n,n,y,4,1734170,1734680,n,n,n,n,y
5,2174980,2672876,MPS,"","","","",5,384540,389028,"","","","",5,"","","","","","","","","","","","","","","","","","","","",5,1278502,1343680,y,y,"","","","","",5,2261000,2263788,n,n,n,5,2562988,2593316,n,n,y,"","","","","",5,384540,389028,y,n,n,5,1923890,1925998,n,y,n,5,1735836,1736890,n,n,n,n,5,1724650,1727710,n,n,y,5,1736890,1737536,n,n,n,n,y
"","","","","","","","",6,432378,434384,"","","","",6,"","","","","","","","","","","","","","","","","","","","",6,1344972,1347522,n,y,"","","","","",6,2266542,2269534,n,n,n,6,2654482,2672876,y,n,n,"","","","","",6,432378,434384,n,n,n,6,1930656,1932186,n,y,n,6,1738760,1754264,y,n,n,n,6,1731688,1740358,n,n,y,6,1753958,1754604,n,n,n,n,y
"","","","","","","","",7,441422,458286,"","","","",7,"","","","","","","","","","","","","","","","","","","","",7,1349256,1349868,n,y,"","","","","",7,2272560,2296088,n,n,n,"","","","","","","","","","","",7,441422,458286,n,n,n,7,1940890,1947282,n,y,n,7,1755726,1758106,n,n,n,n,7,1749504,1750422,n,n,n,7,1757902,1758344,n,n,n,n,y
"","","","","","","","",8,516596,520030,"","","","",8,"","","","","","","","","","","","","","","","","","","","",8,1351398,1367276,n,y,"","","","","",8,2298434,2302344,n,n,n,"","","","","","","","","","","",8,516596,520030,n,n,n,8,1948472,1952348,n,y,n,8,1759296,2138022,y,n,y,n,8,1751612,1760486,n,n,y,8,1765416,1765960,n,n,n,n,y
"","","","","","","","",9,521322,528326,"","","","",9,"","","","","","","","","","","","","","","","","","","","",9,2348074,2383264,n,y,"","","","","",9,2303738,2303942,n,n,n,"","","","","","","","","","","",9,521322,528326,n,n,n,9,1969144,1971796,n,n,n,"","","","","","","",9,1762322,1764464,n,n,y,9,1782348,1782926,n,n,n,n,y
"","","","","","","","",10,530298,531046,"","","","",10,"","","","","","","","","","","","","","","","","","","","",10,2387038,2410464,n,y,"","","","","",10,2305404,2310334,n,n,n,"","","","","","","","","","","",10,530298,531046,n,n,n,10,1982404,1986348,y,n,n,"","","","","","","",10,1766368,1770142,n,n,y,10,2126972,2129488,n,n,n,n,y
