task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,252416,809846,NMM,1,252416,809846,"",1,252960,255476,"","","","",1,"","","","","","","","",1,1087966,1111154,n,n,y,y,1,1205096,1220396,y,n,1,1061174,1074808,n,y,1,1025134,1034926,n,y,1,929492,952238,y,n,n,1,929492,944846,n,n,y,1,298214,327046,y,y,1,252960,255476,y,y,n,1,276794,282132,y,y,n,1,331126,368186,y,n,n,n,1,330718,332792,n,n,y,1,2694840,2705448,n,y,n,n,y
2,929016,1416168,NMS,2,929016,1416168,"",2,259148,264180,"","","","",2,"","","","","","","","","","","","","","","",2,1221212,1229814,n,n,2,1118770,1119620,n,y,2,1078276,1081608,n,y,2,966280,974066,n,n,y,2,981750,1004156,y,n,y,2,367132,389674,y,y,2,259148,264180,y,n,n,2,287028,290564,n,y,n,2,372708,410074,y,n,y,n,2,351492,353974,n,n,y,2,2714866,2722856,n,y,n,n,n
3,1559410,1679090,G,3,1777350,2268684,"",3,267750,271456,"","","","",3,"","","","","","","","","","","","","","","","","","","","",3,1246406,1267758,n,y,3,1122714,1125162,n,y,3,978316,980730,n,n,n,3,1054986,1416168,y,n,y,3,410312,437988,n,y,3,267750,271456,y,n,n,3,649366,652562,y,n,n,3,415446,447256,n,y,y,n,3,527646,529550,n,n,y,"","","","","","","",""
4,1777350,2268684,MPS,4,2315298,2801634,"",4,276794,278256,"",1,1,"","","","","","","","","","","","","","","","","","","","","","",4,1778166,1830526,n,y,4,1270648,1280100,n,y,4,987156,995486,n,n,n,4,1777350,1912874,y,n,y,4,441966,532032,y,n,4,303042,303246,n,n,n,4,672044,672758,n,n,n,4,510748,522614,y,n,n,n,4,545394,546856,n,n,y,"","","","","","","",""
5,2315298,2809862,MPM,"","","","",5,278256,282132,"","",1,"","","","","","","","","","","","","","","","","","","","","","",5,1941774,1956020,n,y,5,1848886,1852524,n,y,5,999124,1000688,n,n,n,5,1913180,1926372,n,n,y,5,535160,575484,y,y,5,308006,308720,n,y,n,5,2427600,2429164,n,y,n,5,528564,534208,y,y,n,n,5,572152,574328,n,n,y,"","","","","","","",""
"","","","","","","","",6,287028,289986,"",2,2,"","","","","","","","","","","","","","","","","","","","","","",6,1960950,2028508,n,y,6,1854768,1862078,n,n,6,1002320,1017110,y,n,n,6,1928514,1929194,n,n,n,6,687922,694110,y,n,6,311100,312664,n,y,n,6,2431360,2432904,n,y,n,6,545394,562598,y,n,n,n,6,577592,607342,n,y,y,"","","","","","","",""
"","","","","","","","",7,289986,290564,"","",2,"","","","","","","","","","","","","","","","","","","","","","",7,2066044,2079168,n,y,7,1863812,1866566,n,n,7,1039040,1054952,n,n,y,7,1931030,1932186,n,n,n,7,805800,809846,y,n,7,500650,503200,n,y,n,7,2435080,2456126,y,n,n,7,572152,578782,y,n,n,n,7,610470,614720,n,y,y,"","","","","","","",""
"","","","","","","","",8,298214,303042,"","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","",8,1868470,1871700,n,y,8,1143794,1159590,n,n,n,8,1933920,1959692,y,n,n,8,2316216,2347496,y,n,8,2479382,2480368,n,y,n,8,2461362,2464218,y,n,n,8,594286,595476,n,y,n,n,8,616420,630768,y,y,y,"","","","","","","",""
"","","","","","","","",9,303042,303246,"","","",1,4,"","","","","","","","","","","","","","","","","","","","","","","","","",9,1875066,1887646,n,y,9,1164636,1186430,n,n,y,9,2109768,2126734,y,n,y,9,2520658,2531946,y,n,9,2482578,2485502,n,y,n,9,2465442,2465714,n,y,n,9,601256,649094,y,n,n,n,9,634916,647598,n,y,y,"","","","","","","",""
"","","","","","","","",10,303246,308006,"","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","",10,1893494,1895330,n,y,10,1908216,1930690,n,n,y,10,2132582,2136900,n,n,y,10,2568632,2588624,y,n,10,2507636,2509336,n,y,n,10,2763894,2767328,y,y,n,10,674356,788800,y,n,n,n,10,652324,653276,n,n,y,"","","","","","","",""
