task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,340238,840888,MPM,1,340238,840888,"",1,340238,340816,"","","","","",1,"","","","","","","",1,1229950,1230256,n,n,n,y,"","","","","",1,1017586,1024352,n,y,1,889100,893146,n,y,1,1251030,1255484,n,n,n,"","","","","","",1,1885300,1889482,n,n,1,812056,816102,n,y,n,1,1707077,1707412,n,y,n,1,340238,365636,n,y,n,n,1,340816,351730,n,n,y,1,1717068,1761472,n,y,n,n,n
2,886788,1398760,MPS,2,886788,1398760,"",2,340816,351730,"","","","","",1,1,"","","","","","",2,1231990,1232160,n,n,n,y,"","","","","",2,1032410,1036592,n,y,2,908140,910996,n,y,2,1272756,1279726,n,n,n,"","","","","","",2,1922938,1949832,n,n,"","","","","","",2,2067642,2073456,n,n,n,2,367948,372572,n,y,n,n,2,354484,364480,n,n,y,2,1764668,1768102,n,y,n,n,n
3,1480297,1625472,G,3,1707077,2206906,"",3,351730,354484,"","","","","",1,"","","","","","","",3,1233588,1233894,n,n,n,y,"","","","","",3,1039584,1047540,n,y,3,913070,925990,n,y,3,1287002,1288294,n,n,n,"","","","","","","","","","","","","","","","","",3,2082500,2087872,n,n,n,3,379440,418642,y,n,y,n,3,365670,370940,n,n,y,3,1770822,1781260,n,y,n,n,n
4,1707077,2206906,NMM,4,2250188,2629526,"",4,354484,364480,"","","","","",1,2,"","","","","","",4,1234914,1235220,n,n,n,y,"","","","","",4,1052334,1062228,n,y,4,930648,944792,n,y,4,2339846,2345286,n,n,n,"","","","","","","","","","","","","","","","","",4,2096032,2106334,n,n,n,4,421056,435676,y,n,n,y,4,373864,381242,n,y,n,4,1782824,1784728,n,n,n,n,n
5,2250188,3544443,NMS,5,3387080,3499654,"",5,364480,365636,"","","","","",1,"","","","","","","",5,1236410,1239878,n,n,n,y,"","","","","",5,1069096,1073176,n,y,5,947988,963050,n,y,"","","","","","","","","","","","","","","","","","","","","","","",5,2108816,2110788,n,y,n,5,445876,456484,n,n,n,n,5,407048,409360,n,n,n,5,1789794,1825460,y,y,n,n,n
"","","","","","","","",6,365670,367948,"","","","","","",3,"","","","","","",6,2278816,2282386,n,n,n,y,"","","","","",6,1082458,1086776,n,y,6,972978,988686,n,y,"","","","","","","","","","","","","","","","","","","","","","","",6,2113882,2116160,n,y,n,6,457776,472294,n,n,n,n,6,414868,422552,n,n,y,6,1828146,1829472,n,n,n,n,n
"","","","","","","","",7,367948,370940,"","","","","",2,3,"","","","","","",7,2290274,2291736,n,y,n,n,"","","","","",7,1097452,1105544,n,y,7,993310,1006264,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,476272,515134,y,n,n,n,7,434860,442850,n,y,y,7,1831444,1839706,n,n,n,n,n
"","","","","","","","",8,370940,372572,"","","","","",2,"","","","","","","",8,3397280,3400714,n,n,n,y,"","","","","",8,1109522,1111970,n,y,8,1141414,1144032,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,520438,529448,y,n,n,n,8,445570,453254,n,n,y,8,1842596,1845044,n,n,n,n,n
"","","","","","","","",9,373864,379440,"","","","","","",4,"","","","","","","","","","","","","","","","","","",9,1126012,1129072,n,y,9,1316174,1324062,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,532372,543524,y,n,n,n,9,456450,474606,n,n,y,9,1847288,1850450,n,n,n,n,n
"","","","","","","","",10,379440,381242,"","","","","",3,4,"","","","","","","","","","","","","","","","","","",10,1130568,1134376,n,y,10,1336642,1345380,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,552092,553656,n,n,n,n,10,515100,516324,n,n,y,10,1854190,1855550,n,n,n,n,n
"","","","","","","","",11,381242,407048,"","","","","",3,"","","","","","","","","","","","","","","","","","","",11,1152430,1161610,n,y,11,1355002,1358164,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11,559028,587758,n,n,n,n,11,518228,525980,n,n,y,11,1863132,1870952,n,y,n,n,n
"","","","","","","","",12,407048,409360,"","","","","",3,5,"","","","","","","","","","","","","","","","","","",12,1166574,1173680,n,y,12,2250188,2256750,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12,595850,604928,n,n,n,n,12,528530,541246,n,n,y,12,1872244,1873366,n,y,n,n,n
"","","","","","","","",13,409360,414868,"","","","","",3,"","","","","","","","","","","","","","","","","","","",13,1175958,1192380,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13,608600,609960,n,n,n,n,13,543456,554166,n,y,y,13,1874488,1881356,n,y,n,n,n
"","","","","","","","",14,414868,418642,"","","","","",3,6,"","","","","","","","","","","","","","","","","","",14,1307640,1311516,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14,611932,656030,y,n,n,n,14,556138,560796,n,y,n,14,1895160,1899070,n,n,n,n,n
"","","","","","","","",15,418642,421056,"","","","","","",6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15,659192,661810,n,n,n,n,15,564332,572832,n,n,n,15,1901892,1914234,n,y,n,n,n
"","","","","","","","",16,421056,422552,"","","","","",4,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16,664700,666876,n,n,n,n,16,574634,585582,n,n,n,16,1917804,2020994,n,y,n,n,n
"","","","","","","","",17,422552,434860,"","","","","",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17,670820,678742,n,y,n,n,17,589866,592076,n,n,n,17,2026196,2032588,n,n,n,n,n
"","","","","","","","",18,434860,435676,"","","","","",4,7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18,689078,692206,n,n,n,n,18,595136,607920,n,n,y,18,2036600,2039660,n,n,n,n,n
"","","","","","","","",19,435676,442850,"","","","","","",7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",19,707166,722024,y,y,n,n,19,617440,625736,n,n,n,19,2042244,2048398,n,n,n,y,n
"","","","","","","","",20,445570,445876,"","","","","","",8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,725152,729062,y,y,n,n,20,655996,658070,n,n,y,20,2051628,2056524,n,n,n,n,n
"","","","","","","","",21,445876,453254,"","","","","",5,8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",21,737086,737800,n,n,n,n,21,661776,667726,n,n,y,21,2148528,2158490,n,y,n,n,n
"","","","","","","","",22,453254,456450,"","","","","",5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",22,743954,744804,n,n,n,n,22,670038,682924,n,n,y,22,2159646,2164338,n,y,n,n,n
"","","","","","","","",23,456450,456484,"","","","","",5,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",23,753712,765068,y,y,n,n,23,684794,712334,n,y,y,"","","","","","","",""
"","","","","","","","",24,456484,457776,"","","","","","",9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",24,770066,784244,y,y,n,n,24,714000,716414,n,n,n,"","","","","","","",""
"","","","","","","","",25,457776,472294,"","","","","",6,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",25,789786,805732,y,y,n,n,25,721854,722704,n,n,y,"","","","","","","",""
"","","","","","","","",26,472294,474606,"","","","","","",9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",26,825758,831062,n,n,y,n,26,724370,728314,n,n,n,"","","","","","","",""
"","","","","","","","",27,476272,515100,"","","","","",7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",27,832796,836706,n,n,n,n,27,729062,729470,n,n,y,"","","","","","","",""
"","","","","","","","",28,515100,515134,"","","","","",7,10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",28,2165596,2169846,n,n,n,n,28,731000,761328,n,n,y,"","","","","","","",""
"","","","","","","","",29,515134,516324,"","","","","","",10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",29,2184942,2200004,y,n,y,n,29,764014,766394,n,n,y,"","","","","","","",""
"","","","","","","","",30,518228,520438,"","","","","","",11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",30,769352,785706,y,y,y,"","","","","","","",""
"","","","","","","","",31,520438,525980,"","","","","",8,11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31,787474,794920,n,n,y,"","","","","","","",""
"","","","","","","","",32,525980,528530,"","","","","",8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",32,795702,802604,n,y,n,"","","","","","","",""
