task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,296888,814402,MPS,1,296888,814402,"",1,296888,301750,"","","","","","","","","","","","",1,"","","","","","","",1,595408,602786,y,n,1,349962,431324,y,y,1,296888,301750,n,y,1,724064,736134,y,n,n,1,806956,814402,n,n,y,1,912526,947886,y,n,1,994704,1004972,y,n,n,1,1152158,1154402,n,y,n,1,2402610,2403698,n,n,n,n,1,1121150,1128120,y,n,n,1,952408,968898,y,y,n,n,n
2,912390,1403792,MPM,2,912390,1403792,"",2,349962,431324,"","","","","","","","",1,"","","","","","","","","","","",2,1931098,1937524,y,n,2,435200,437512,n,y,2,603466,608260,n,y,2,743648,763436,n,y,y,2,1823658,1853510,n,n,y,2,982532,991406,y,n,2,1019048,1021122,n,y,n,2,1156748,1158380,n,y,n,2,2406962,2414000,n,n,n,n,2,1130874,1140224,n,y,n,2,973692,977228,n,y,n,n,n
3,1475396,1663045,G,3,1735292,2038572,"",3,435200,437512,"","","","","","","","",2,"","","","","","","","","","","","","","","","",3,440402,467772,n,y,3,626688,632332,n,y,3,807738,814402,n,n,n,3,1855686,1857148,n,n,y,3,1013064,1018028,y,n,3,1108536,1114520,y,n,n,3,1160828,1162834,n,y,n,"","","","","","","",3,1187960,1188878,n,n,y,3,978996,979404,n,n,n,n,n
4,1735292,2222138,NMS,4,2068356,2188002,"",4,440402,467772,"","","","","","","","",3,"","","","","","","","","","","","","","","","",4,469880,471988,n,y,4,1735292,1739508,n,n,4,1755828,1791664,y,n,n,4,1858304,1863982,n,n,y,4,1024896,1053048,y,n,4,1281562,1310972,y,n,n,4,1164636,1165996,n,y,n,"","","","","","","",4,2400128,2418420,n,n,n,4,1054136,1061004,n,n,n,n,n
5,2298060,2785552,NMM,5,2298060,2634032,"",5,469880,471988,"","","","","","","","",4,"","","","","","","","","","","","","","","","",5,474742,489090,n,y,5,1997772,2001002,n,y,5,1792548,1794996,n,n,n,5,1873298,1883464,n,n,y,5,1135940,1138490,n,n,"","","","","","",5,1170688,1174564,n,y,n,"","","","","","","","","","","","","",5,1069606,1104762,n,n,y,y,n
"","","","","","","","",6,474742,489090,"","","","","","","","",5,"","","","","","","","","","","","","","","","",6,493510,494802,n,y,"","","","","",6,1824406,1853476,n,n,n,6,1886422,1895772,n,n,y,6,1190918,1191632,n,n,"","","","","","",6,1196256,1200234,y,n,n,"","","","","","","","","","","","","",6,1313454,1337696,y,y,n,n,n
"","","","","","","","",7,493510,494802,"","","","","","","","",6,"","","","","","","","","","","","","","","","",7,496876,499834,n,y,"","","","","",7,1855720,1857216,n,n,n,7,1898968,1905700,n,n,y,7,1210196,1266670,y,y,"","","","","","",7,1216860,1217710,n,y,n,"","","","","","","","","","","","","",7,1348134,1351126,n,n,n,n,n
"","","","","","","","",8,496876,499834,"","","","","","","","",7,"","","","","","","","","","","","","","","","",8,501330,515304,n,y,"","","","","",8,1858304,1863982,n,n,n,"","","","","","",8,1268438,1276360,y,n,"","","","","","",8,1403724,1403792,n,y,n,"","","","","","","","","","","","","",8,1354322,1360884,n,n,y,y,n
"","","","","","","","",9,501330,515304,"","","","","","","","",8,"","","","","","","","","","","","","","","","",9,517480,525232,n,y,"","","","","",9,1865240,1871326,y,n,n,"","","","","","",9,1366290,1403792,y,n,"","","","","","",9,2338928,2341716,n,y,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",10,517480,525232,"","","","","","","","",9,"","","","","","","","","","","","","","","","",10,528564,583236,n,y,"","","","","",10,1873298,1883464,n,n,n,"","","","","","",10,2298060,2310130,y,n,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
