task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,265234,773432,MPM,1,265234,759152,"",1,268770,290462,"","","","","","","","","","","",1,"",1,933300,942956,n,n,y,n,1,1172184,1174938,n,y,1,877982,887876,n,y,1,835210,840582,n,y,1,1027140,1030030,n,n,n,1,1063588,1073244,n,n,y,"","","","","",1,290462,290632,n,n,n,1,439892,442782,n,y,n,1,336158,345984,n,n,n,n,1,334254,337280,n,n,y,1,268770,333710,n,y,n,n,n
2,825826,1323722,MPS,2,825826,1323722,"",2,290462,290632,"","","","",1,"","","","","","",1,"",2,945302,959004,n,n,y,n,2,1193604,1200982,n,y,2,892602,915246,n,y,2,1276428,1282514,n,y,2,1031832,1035674,n,n,n,2,1088136,1099356,n,n,y,"","","","","",2,293760,298316,n,y,n,2,447950,453764,y,n,n,2,382160,398106,n,n,n,y,2,345984,346528,n,n,y,2,348160,381888,n,y,n,n,n
3,1424022,1581986,G,3,1665728,2187288,"",3,290632,293760,"","","","","","","","","","","",1,"",3,964070,964988,n,n,n,y,3,2849404,2851716,n,n,3,920074,920924,n,y,3,2604230,2607800,n,y,3,1039856,1049104,n,n,y,3,1109624,1137096,n,n,y,"","","","","",3,1936572,1940346,n,y,n,"","","","","","",3,499086,509626,n,n,n,n,3,370872,371144,n,n,n,3,407116,437750,n,y,n,n,n
4,1665728,2198440,NMM,4,2400196,2908564,"",4,293760,298316,"","","","",2,"","","","","","",1,"",4,971108,999566,y,n,y,n,"","","","","",4,2600490,2601748,n,y,4,2865724,2869192,n,y,4,1061854,1108468,n,n,y,4,1145698,1160420,n,n,y,"","","","","",4,1941740,1943916,n,y,n,"","","","","","",4,581094,585718,n,n,y,n,4,399772,402118,n,n,n,4,451622,452302,n,n,n,n,y
5,2400196,2908564,NMS,"","","","",5,298316,333710,"","","","","","","","","","","",1,"",5,1002864,1009834,n,y,n,n,"","","","","","","","","","","","","","","",5,1113942,1160420,n,n,y,5,1298630,1323722,n,n,y,"","","","","",5,1947996,1950954,n,n,y,"","","","","","",5,632876,637500,y,n,n,n,5,509252,510448,n,n,y,5,455430,496026,n,y,n,n,n
"","","","","","","","",6,334254,336158,"","","","","","",1,"","","","","","",6,1012078,1013472,n,y,n,n,"","","","","","","","","","","","","","","",6,1292238,1323722,n,n,y,6,2400196,2443478,n,n,y,"","","","","",6,1958196,1961392,n,n,n,"","","","","","",6,640748,673404,y,n,n,n,6,632876,633726,n,n,y,6,513978,578238,n,y,n,n,n
"","","","","","","","",7,336158,337280,"","","","","",1,1,"","","","","","",7,1208530,1210570,n,n,n,y,"","","","","","","","","","","","","","","",7,2400196,2449495,n,n,y,7,2450516,2473636,n,n,y,"","","","","","","","","","","","","","","","","",7,684352,717196,y,n,n,n,7,639336,641852,n,n,y,7,587826,609994,n,y,n,n,n
"","","","","","","","",8,337280,345984,"","","","","",1,"","","","","","","",8,1214378,1218492,n,n,n,y,"","","","","","","","","","","","","","","",8,2453610,2462586,n,n,n,8,2748220,2762398,n,n,y,"","","","","","","","","","","","","","","","","",8,759356,765680,y,n,n,n,8,646442,658410,n,n,y,8,617644,629986,n,y,n,n,n
"","","","","","","","",9,345984,346528,"","","","","","",2,"","","","","","",9,2559214,2571012,y,n,y,n,"","","","","","","","","","","","","","","",9,2468536,2471426,n,n,n,9,2768484,2796738,n,n,y,"","","","","","","","","","","","","","","","","",9,1767422,1775718,y,n,n,y,9,663102,667386,n,n,y,9,637058,637466,n,n,n,n,y
"","","","","","","","",10,348160,370872,"","","","","","","","","","","",2,"",10,2573528,2577676,n,n,y,n,"","","","","","","","","","","","","","","",10,2749444,2753252,n,n,n,"","","","","","","","","","","","","","","","","","","","","","","",10,1777350,1792208,y,n,y,y,10,691900,693226,n,n,y,10,643960,644300,n,n,n,n,y
