task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,244800,749224,MPS,1,244800,749224,"",1,252552,253606,"","","","","","","","","","","","",1,"","","","","","","","","","","","",1,282608,290802,n,y,1,252552,253606,n,y,1,375224,378760,n,n,n,1,387124,405144,n,n,y,1,1083478,1091332,y,n,1,797470,804508,n,n,n,1,808044,822052,y,y,n,1,1023026,1029792,n,n,n,n,1,1017008,1029044,n,n,y,1,869312,895798,n,y,n,n,n
2,797096,1298086,MPM,2,797096,1298086,"",2,255476,268668,"","","","","","","","","","","","",2,"","","","","","","","","","","","",2,295698,297908,n,y,2,255476,268668,n,y,2,385084,408374,n,n,n,2,406674,408374,n,n,y,2,2456194,2490806,y,n,2,813382,823446,n,n,n,2,828002,835788,y,y,n,2,1071510,1079296,y,n,n,n,2,1069198,1075080,n,y,y,2,899300,901068,n,n,n,n,n
3,1380706,1586576,G,3,1660424,1964214,"",3,270912,276556,"","","","","","","","","","","","",3,"","","","","","","","","","","","",3,299268,308006,n,y,3,270912,276556,n,y,3,411162,412794,n,n,n,3,409666,418710,n,n,y,3,2493152,2513688,y,n,3,834054,834564,n,n,n,3,853026,862852,y,y,n,3,1111426,1114078,y,y,n,n,3,1115302,1116526,n,n,y,3,902632,904128,n,n,n,n,n
4,1660424,2153016,NMS,4,2207178,2501550,"",4,282608,290802,"","","","","","","","",1,"","","","","","","","","","","","","","","","",4,313820,329222,n,y,4,1727642,1742262,n,y,4,415548,419152,n,n,n,4,443802,454648,n,n,y,"","","","","",4,907800,908616,n,y,n,4,907052,907528,n,n,n,4,1116356,1132608,y,y,n,n,4,1146412,1148792,n,n,y,4,1227026,1232534,n,y,n,n,n
5,2207178,2741964,NMM,"","","","",5,295698,297908,"","","","","","","","",2,"","","","","","","","","","","","","","","","",5,330650,339558,n,y,5,1743418,1774018,n,y,5,420172,443768,n,n,y,5,455736,484704,n,n,y,"","","","","",5,913172,913240,n,n,y,5,924902,924936,n,n,y,5,1138184,1144916,y,n,n,n,5,2245972,2252636,n,y,n,5,1235458,1236410,n,n,n,n,n
"","","","","","","","",6,299268,308006,"","","","","","","","",3,"","","","","","","","","","","","","","","","",6,343536,351730,n,y,6,1794996,1808290,n,y,6,446760,454648,n,n,n,6,485758,509286,n,n,y,"","","","","",6,915586,919530,n,y,n,"","","","","","",6,1148282,1160046,y,n,n,n,6,2259844,2293810,n,y,y,6,1237600,1240422,n,y,n,n,n
"","","","","","","","",7,313820,329222,"","","","","","","","",4,"","","","","","","","","","","","","","","","",7,1660424,1670386,n,y,7,1809956,1811894,n,y,7,457980,459136,n,n,n,7,518364,542028,n,n,y,"","","","","",7,929594,930104,n,y,n,"","","","","","",7,2253826,2260252,y,n,n,n,7,2307716,2318052,n,y,n,"","","","","","","",""
"","","","","","","","",8,330650,339558,"","","","","","","","",5,"","","","","","","","","","","","","","","","",8,1671406,1676982,n,y,"","","","","",8,460462,463046,n,n,n,8,543864,565454,n,n,y,"","","","","",8,933028,936972,y,y,n,"","","","","","",8,2292790,2306662,y,n,n,n,8,2367760,2414612,n,y,y,"","","","","","","",""
"","","","","","","","",9,343536,351730,"","","","","","","","",6,"","","","","","","","","","","","","","","","",9,1678002,1690752,n,y,"","","","","",9,465868,473042,n,n,y,9,603534,645660,n,n,y,"","","","","",9,939454,941018,y,y,n,"","","","","","",9,2410906,2437018,y,n,n,n,"","","","","","","","","","","","","",""
"","","","","","","","",10,375224,378760,"","","","","","","","","",1,"","","","","","","","","","","","","","","",10,1844262,1865002,n,y,"","","","","",10,475796,485180,n,n,n,10,676770,695470,n,n,y,"","","","","",10,948294,949586,n,y,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",11,385084,387124,"","","","","","","","","",2,"","","","","","","","","","","","","","","",11,1866668,1868776,n,y,"","","","","",11,489940,490110,n,n,n,11,696728,704106,n,n,y,"","","","","",11,952170,952238,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",12,387124,405144,"","","","","","","","","",2,1,"","","","","","","","","","","","","","",12,1876290,1893902,n,y,"","","","","",12,493306,503846,n,n,n,12,708526,723384,n,n,y,"","","","","",12,954414,957950,y,y,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",13,405144,406674,"","","","","","","","","",2,"","","","","","","","","","","","","","","",13,1894990,1907740,n,y,"","","","","",13,507144,509456,n,n,n,13,724404,725356,n,n,y,"","","","","",13,959786,959990,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",14,406674,408374,"","","","","","","","","",2,2,"","","","","","","","","","","","","","",14,1910052,1929670,n,y,"","","","","",14,510680,514012,n,n,n,14,732122,734502,n,n,n,"","","","","",14,961350,972604,y,y,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",15,409666,411162,"","","","","","","","","","",3,"","","","","","","","","","","","","","","","","","","","","","","","",15,515950,516256,n,n,n,"","","","","","","","","","","",15,974474,974610,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",16,411162,412794,"","","","","","","","","",3,3,"","","","","","","","","","","","","","","","","","","","","","","","",16,520574,528734,n,n,n,"","","","","","","","","","","",16,977262,1012826,y,n,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",17,412794,415548,"","","","","","","","","","",3,"","","","","","","","","","","","","","","","","","","","","","","","",17,530094,542470,n,n,n,"","","","","","","","","","","",17,1032240,1034756,y,y,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",18,415548,418710,"","","","","","","","","",4,3,"","","","","","","","","","","","","","","","","","","","","","","","",18,548964,554914,n,n,n,"","","","","","","","","","","",18,1037170,1037680,n,y,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",19,418710,419152,"","","","","","","","","",4,"","","","","","","","","","","","","","","","","","","","","","","","","",19,556614,565998,n,n,n,"","","","","","","","","","","",19,1042542,1042610,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",20,420172,443768,"","","","","","","","","",5,"","","","","","","","","","","","","","","","","","","","","","","","","",20,568276,593164,n,n,n,"","","","","","","","","","","",20,1044616,1048968,y,y,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",21,443802,446760,"","","","","","","","","","",4,"","","","","","","","","","","","","","","","","","","","","","","","",21,597040,603024,n,n,n,"","","","","","","","","","","",21,1053286,1067736,y,n,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",22,446760,454648,"","","","","","","","","",6,4,"","","","","","","","","","","","","","","","","","","","","","","","",22,606152,611184,n,n,n,"","","","","","","","","","","",22,1094766,1098302,n,y,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",23,455736,457980,"","","","","","","","","","",5,"","","","","","","","","","","","","","","","","","","","","","","","",23,612816,618324,n,n,n,"","","","","","","","","","","",23,1122918,1126114,n,n,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",24,457980,459136,"","","","","","","","","",7,5,"","","","","","","","","","","","","","","","","","","","","","","","",24,620568,629340,n,n,n,"","","","","","","","","","","",24,1127542,1137130,n,n,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",25,459136,460462,"","","","","","","","","","",5,"","","","","","","","","","","","","","","","","","","","","","","","",25,630768,633114,n,n,n,"","","","","","","","","","","",25,1161304,1170416,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",26,460462,463046,"","","","","","","","","",8,5,"","","","","","","","","","","","","","","","","","","","","","","","",26,634984,646000,n,n,n,"","","","","","","","","","","",26,1171606,1171674,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",27,463046,465868,"","","","","","","","","","",5,"","","","","","","","","","","","","","","","","","","","","","","","",27,646986,658138,n,n,y,"","","","","","","","","","","",27,1172796,1172864,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",28,465868,473042,"","","","","","","","","",9,5,"","","","","","","","","","","","","","","","","","","","","","","","",28,661028,689112,n,n,y,"","","","","","","","","","","",28,1174394,1190340,y,y,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
