task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,460462,954142,NMM,1,460462,954142,"",1,706520,712640,"","","","","","",1,"","","","","","",1,1902572,1907502,n,n,n,n,1,1456900,1467032,y,n,1,2045270,2048500,n,y,1,1042100,1046452,n,n,1,1064472,1082492,y,n,n,1,1092692,1108978,n,n,y,"","","","","",1,2710242,2712078,n,y,n,1,2484822,2491384,y,y,n,1,723656,729606,y,n,n,n,1,706520,712640,n,y,n,1,2469964,2484176,n,y,n,n,n
2,1042100,1537956,NMS,2,1042100,1537956,"",2,717400,723656,"","","","","","",2,"","","","","","",2,1911208,1918246,n,y,n,n,2,1468222,1510586,y,n,2,2049962,2116908,n,y,2,2365584,2368746,n,n,2,1095718,1116492,n,n,n,2,1117036,1138354,y,n,y,"","","","","",2,2816934,2818056,n,y,n,2,2494172,2498218,y,n,n,2,731238,738514,n,n,n,n,2,717400,726886,n,y,y,2,2498218,2499510,n,n,n,n,y
3,1655698,1798566,G,3,1901688,2392750,"",3,723656,726886,"","","","","",1,2,"","","","","","",3,1921306,1935042,n,n,n,y,3,1513510,1513884,n,n,3,2120376,2176680,n,y,"","","","","",3,1119280,1128528,n,n,n,3,1140326,1149642,n,n,y,"","","","","",3,2819144,2819416,n,y,n,3,2500360,2508860,n,n,n,3,739568,743444,n,n,n,n,3,729912,732394,n,n,y,3,2506344,2507160,n,n,n,n,n
4,1901688,2392750,MPS,4,2469964,2963644,"",4,726886,729606,"","","","","",1,"","","","","","","",4,1936844,1938238,n,n,n,y,4,1998826,2014330,y,n,4,2178550,2197862,n,y,"","","","","",4,1133050,1136178,n,n,n,4,1157802,1161814,n,n,y,"","","","","","","","","","","",4,2510832,2515014,y,n,n,4,756772,761192,y,n,n,n,4,745892,755412,n,y,y,4,2508962,2509336,n,n,n,n,y
5,2469964,2963644,MPM,"","","","",5,729912,731238,"","","","","","",3,"","","","","","",5,1939802,1939836,n,n,n,n,5,2017594,2019124,n,y,5,2199868,2210204,n,y,"","","","","",5,1140428,1144916,n,n,n,5,1171266,1173272,n,n,n,"","","","","","","","","","","",5,2518108,2522052,n,n,n,5,787066,789514,n,n,n,n,5,761634,766292,n,y,n,5,2514878,2515660,n,n,n,n,y
"","","","","","","","",6,731238,732394,"","","","","",2,3,"","","","","","",6,1942726,1949152,n,n,n,n,"","","","","",6,2216732,2222750,n,y,"","","","","",6,1149642,1150424,n,n,n,6,1176332,1181908,n,n,y,"","","","","","","","","","","",6,2525418,2526336,n,y,n,6,790704,794138,n,n,n,n,6,772684,800190,n,y,y,6,2523616,2524228,n,n,n,n,n
"","","","","","","","",7,732394,738514,"","","","","",2,"","","","","","","",7,1961426,1965064,n,n,n,n,"","","","","",7,2243218,2262972,n,y,"","","","","",7,1160012,1177080,n,n,y,7,1182928,1195780,n,n,y,"","","","","","","","","","","",7,2534190,2536332,y,n,n,7,798830,804066,n,n,n,n,7,803896,816884,n,y,n,7,2530246,2534292,n,y,n,n,y
"","","","","","","","",8,739568,743444,"","","","","",3,"","","","","","","",8,2232576,2236180,n,y,n,n,"","","","","",8,2264876,2279666,n,y,"","","","","",8,1178848,1182928,n,n,n,8,1197174,1198126,n,n,n,"","","","","","","","","","","",8,2539528,2541432,y,n,n,8,816306,820318,n,n,y,n,8,820556,847246,n,y,n,8,2539324,2544526,n,n,n,n,y
"","","","","","","","",9,745892,755412,"","","","","","",4,"","","","","","","","","","","","","","","","","","",9,2282930,2303976,n,y,"","","","","",9,1184288,1190578,n,n,n,9,1200948,1206490,n,n,y,"","","","","","","","","","","",9,2545478,2546328,n,n,n,9,918238,926126,n,n,n,n,9,849082,857786,n,y,n,9,2547212,2566218,n,y,n,n,n
"","","","","","","","",10,756772,761192,"","","","","",4,"","","","","","","","","","","","","","","","","","","",10,2305608,2321860,n,y,"","","","","",10,1201220,1205504,n,n,n,10,1208020,1218288,n,n,y,"","","","","","","","","","","",10,2595594,2597804,y,y,n,10,928710,930308,n,n,n,n,10,898246,920992,n,y,n,10,2571114,2594438,n,y,n,n,n
