task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,287912,782850,MPS,1,287912,782850,"",1,287912,289612,"","","","","","","","",1,"","","","",1,1644614,1646314,n,n,n,n,"","","","","",1,287912,289612,y,n,1,292366,307496,y,y,1,624614,637500,y,n,n,1,1976080,1994984,n,n,y,1,2564824,2600082,y,n,1,834972,838916,y,y,n,1,965838,969442,n,n,n,1,845682,858024,n,n,n,n,1,845172,894506,y,y,y,1,1226006,1261876,n,y,n,n,n
2,834972,1331610,MPM,2,834972,1331610,"",2,292366,307496,"","","","","","","","","","","","",1,2,1647946,1652570,n,n,n,n,"","","","","",2,308244,315146,n,y,2,397290,405314,n,y,2,638894,648142,n,n,n,2,2010692,2012596,n,n,n,2,2601952,2656080,y,n,2,895322,895968,n,y,n,2,977398,981138,n,n,n,2,906100,918510,n,n,n,n,2,905522,932586,n,y,y,2,1266976,1272110,n,y,n,n,n
3,1367684,1581918,G,3,1634074,2141830,"",3,308244,315146,"","","","","","","","",2,"","","","",3,1654100,1655018,n,n,n,n,"","","","","",3,316574,320076,n,y,3,473280,479366,n,y,3,650318,651644,n,n,n,3,2058462,2120376,n,n,y,3,2659242,2660806,n,n,3,901680,903516,n,y,n,3,982158,984062,n,n,n,3,930512,936904,y,n,n,n,3,934830,944350,n,y,y,3,1275204,1278230,n,n,n,n,n
4,1634074,2141830,NMS,4,2202860,2690182,"",4,316574,320076,"","","","","","","","",3,"","","","",4,1656208,1658792,n,n,n,n,"","","","","",4,321572,324360,n,y,4,609586,616488,n,y,4,665958,692580,y,n,n,4,2135200,2137478,n,n,n,4,2663084,2666042,y,n,4,944078,944928,n,y,n,4,985184,986952,n,n,n,4,975052,976208,n,n,n,n,4,945982,955366,n,y,n,4,1281018,1331610,n,y,n,n,n
5,2202860,2701810,NMM,"","","","",5,321572,324360,"","","","","","","","",4,"","","","",5,1682320,1686332,y,y,n,n,"","","","","",5,326196,332146,n,y,5,648958,650284,n,y,5,748918,759560,y,n,n,"","","","","","",5,2667470,2673522,y,n,5,1076916,1078820,n,y,n,5,988074,992018,n,n,n,5,1014322,1017518,n,n,n,n,5,975052,976276,n,n,n,5,2308124,2353446,n,y,n,n,y
"","","","","","","","",6,326196,332146,"","","","","","","","",5,"","","","",6,1751102,1757698,y,n,n,n,"","","","","",6,333642,336294,n,y,6,698326,709070,y,n,6,1634074,1639242,y,n,n,"","","","","","",6,2675902,2697050,y,n,6,1081438,1081846,n,y,n,6,993344,994942,n,n,n,6,1022448,1030914,n,n,n,n,6,979744,981342,n,n,y,6,2357322,2381904,n,y,n,n,y
"","","","","","","","",7,333642,336294,"","","","","","","","",6,"","","","","","","","","","","","","","","","",7,338402,339354,n,y,7,730966,737766,n,y,7,1665966,1674942,y,n,n,"","","","","","","","","","","",7,2423860,2432972,n,y,n,7,1055802,1059814,n,n,n,7,1032240,1035130,n,n,n,n,7,984028,984504,n,n,y,7,2383842,2389724,n,n,n,n,n
"","","","","","","","",8,338402,339354,"","","","","","","","",7,"","","","","","","","","","","","","","","","",8,348262,353838,n,y,8,745994,748136,n,y,8,1676132,1676948,n,n,n,"","","","","","","","","","","","","","","","","",8,2359192,2360994,n,n,n,8,1039516,1046180,y,n,n,n,8,986612,987428,n,n,y,8,2405806,2439194,n,y,n,n,n
"","","","","","","","",9,348262,353838,"","","","","","","","",8,"","","","","","","","","","","","","","","","",9,355844,363664,n,y,9,782782,782850,n,n,9,1767354,1784966,y,n,n,"","","","","","","","","","","","","","","","","",9,2382006,2384454,y,n,n,9,1048186,1050090,n,n,n,n,9,989740,990114,n,n,y,9,2460070,2477308,n,n,n,n,n
"","","","","","","","",10,355844,363664,"","","","","","","","",9,"","","","","","","","","","","","","","","","",10,369036,370056,n,y,10,1793908,1809514,y,n,10,1812472,1814784,n,n,n,"","","","","","","","","","","","","","","","","","","","","","","",10,1051892,1053830,n,n,n,n,10,992018,992358,n,n,y,10,2482952,2493730,n,n,n,n,n
