task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,405756,933504,MPM,1,405756,933504,"",1,405756,407014,"","","","","","",1,"","","","","","",1,1890298,1916818,n,n,n,n,"","","","","",1,992562,1009358,n,y,1,1399066,1411952,y,y,1,1850824,1853408,n,n,n,1,1965268,2013514,y,n,y,1,2505562,2508520,n,n,1,533018,539410,y,n,n,1,618154,712436,y,n,n,1,407014,413814,n,n,y,n,1,405756,409700,n,n,y,1,729402,777580,n,y,n,y,n
2,991372,1502154,MPS,2,991372,1502154,"",2,407014,409700,"","","","","",1,1,"","","","","","",2,1920490,1945752,n,n,n,n,"","","","","",2,1013370,1026902,n,y,2,1417290,1426708,n,y,2,1994542,2007632,y,n,n,2,2014704,2033812,y,n,n,2,2524092,2528750,n,n,2,546040,547094,n,n,n,2,714136,748102,y,n,n,2,416568,423232,y,n,y,n,2,411536,418438,n,n,y,2,779722,817768,n,y,n,n,n
3,1582020,1747158,G,3,1850824,2106708,"",3,409700,411536,"","","","","",1,"","","","","","","","","","","","","","","","","","","",3,1029248,1035980,n,y,3,1432012,1436330,n,y,"","","","","","","","","","","","",3,2531776,2540072,n,n,"","","","","","",3,834122,839426,n,n,n,3,429454,464950,y,n,y,n,3,423436,435608,n,n,y,3,819774,828240,n,y,n,n,n
4,1850824,2333964,NMS,4,2142748,2333964,"",4,411536,413814,"","","","","",1,2,"","","","","","","","","","","","","","","","","","",4,1040128,1049750,n,y,4,1438574,1438948,n,y,"","","","","","","","","","","","",4,2545988,2604876,y,n,"","","","","","",4,850850,855202,n,n,n,4,468214,474810,y,n,y,n,4,455872,460802,n,n,y,4,873494,876758,n,n,n,n,y
5,2405602,2914548,NMM,5,2405602,2802076,"",5,413814,416568,"","","","","","",2,"","","","","","","","","","","","","","","","","","",5,1065390,1092148,n,y,5,1455404,1458600,n,y,"","","","","","","","","","","","","","","","","","","","","","","",5,857174,933504,y,n,n,5,476816,486982,n,n,y,y,5,518024,523464,n,n,y,5,2484244,2503930,n,y,n,n,n
"","","","","","","","",6,416568,418438,"","","","","",2,2,"","","","","","","","","","","","","","","","","","",6,1095174,1096942,n,y,6,1485596,1488894,n,y,"","","","","","","","","","","","","","","","","","","","","","","",6,2405602,2409546,n,n,n,6,489430,512516,n,n,n,n,6,546448,548930,n,n,y,6,2679030,2705278,n,y,n,n,n
"","","","","","","","",7,418438,423232,"","","","","",2,"","","","","","","","","","","","","","","","","","","",7,1098710,1109420,n,y,7,2061148,2095794,y,y,"","","","","","","","","","","","","","","","","","","","","","","",7,2426580,2441166,y,n,n,7,520302,527068,n,n,y,n,7,555934,560660,n,n,y,7,2732206,2795854,n,y,y,y,y
"","","","","","","","",8,423436,429454,"","","","","","",3,"","","","","","","","","","","","","","","","","","",8,1111800,1114078,n,y,8,2098208,2111026,n,y,"","","","","","","","","","","","","","","","","","","","","","","",8,2450992,2458642,y,n,n,8,548012,552364,n,n,n,n,8,567562,600236,y,y,n,"","","","","","","",""
"","","","","","","","",9,429454,435608,"","","","","",3,3,"","","","","","","","","","","","","","","","","","",9,1118940,1124482,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,2461532,2469556,n,n,n,9,556648,564196,n,n,n,n,9,607580,612204,n,y,n,"","","","","","","",""
"","","","","","","","",10,435608,455872,"","","","","",3,"","","","","","","","","","","","","","","","","","","",10,1136586,1138592,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,603058,607172,n,n,n,n,10,2712214,2715206,n,n,y,"","","","","","","",""
"","","","","","","","",11,455872,460802,"","","","","",3,4,"","","","","","","","","","","","","","","","","","",11,1146956,1149132,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11,2713098,2722550,y,n,y,n,"","","","","","","","","","","","","",""
"","","","","","","","",12,460802,464950,"","","","","",3,"","","","","","","","","","","","","","","","","","","",12,1154674,1161032,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12,2732274,2784736,n,n,n,n,"","","","","","","","","","","","","",""
"","","","","","","","",13,468214,474810,"","","","","",4,"","","","","","","","","","","","","","","","","","","",13,1169736,1172218,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",14,476816,486982,"","","","","",5,"","","","","","","","","","","","","","","","","","","",14,1184968,1193298,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",15,489430,512516,"","","","","",6,"","","","","","","","","","","","","","","","","","","",15,1248922,1250996,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
