task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,417826,919190,MPS,1,417826,915280,"",1,435336,437682,"","","","","","","","","","","","",1,1,615094,618834,n,y,n,n,1,777036,782714,n,n,1,482256,490518,n,y,1,435336,437682,n,y,1,790126,795056,y,n,n,1,800122,806752,n,y,y,1,1025304,1042134,y,n,1,1011398,1016294,y,y,n,1,1134512,1142536,n,y,n,1,1172150,1194522,n,y,y,n,1,1168206,1204246,n,n,y,1,1000552,1005992,n,y,n,n,n
2,996982,1494096,MPM,2,996982,1483794,"",2,440198,474606,"","","","","","","","","","","","",2,2,620602,622880,n,y,n,n,2,2400434,2405772,y,y,2,505376,511496,n,y,2,440198,474606,n,y,2,802876,805188,n,n,n,2,814538,832660,n,n,y,2,1092658,1105510,y,n,2,1044310,1049614,y,n,y,2,1218594,1220532,y,y,n,2,1196392,1207068,n,y,n,n,2,1207816,1215194,n,n,y,2,1018844,1023026,n,y,n,n,n
3,1557880,1676234,G,3,1755998,2244238,"",3,482256,490518,"","","","","","","","",1,"","","","",3,627572,629272,n,n,n,n,3,2459118,2463708,y,n,3,548352,552500,n,y,3,519588,525606,n,y,3,817224,821474,n,n,n,3,837488,847144,n,n,y,3,1160726,1171504,y,n,3,1065186,1065254,n,n,y,3,1844806,1849158,y,y,n,3,1208768,1213596,n,y,y,n,3,1228998,1250248,n,n,y,3,1052266,1058114,n,y,n,n,n
4,1755998,2244238,NMM,4,2333590,2418488,"",4,505376,511496,"","","","","","","","",2,"","","","",4,630700,633488,n,y,n,n,"","","","","",4,568718,581502,n,y,4,593606,599386,n,y,4,825214,829430,n,n,n,4,851904,857378,n,n,y,4,1376626,1399848,y,y,4,1070932,1073006,y,y,n,4,1863846,1865784,n,y,n,4,1218322,1219852,n,y,n,n,4,1255008,1275306,y,y,y,4,1059610,1059916,n,n,n,n,n
5,2333590,2962692,NMS,5,2499782,2962692,"",5,519588,525606,"","","","","","","","","","","","",3,5,634168,639574,y,n,y,n,"","","","","",5,582420,587792,y,y,5,600780,607886,n,y,5,831980,832728,n,n,n,5,860064,860744,n,y,y,5,1949084,1950444,n,n,5,1110304,1116798,y,y,n,5,1866940,1868368,n,y,n,5,1223048,1225054,y,y,n,n,5,1280576,1284146,n,n,y,5,1424464,1440342,n,y,n,n,n
"","","","","","","","",6,548352,552500,"","","","","","","","",3,"","","","",6,640356,641716,n,y,n,n,"","","","","",6,2470678,2474452,n,y,6,2477920,2486046,n,y,6,845104,847246,n,n,n,6,864722,868734,n,y,y,6,1952824,1964112,n,n,6,1119824,1123292,y,y,n,6,1873774,1874760,n,n,n,6,1229610,1242020,n,y,n,n,6,1295944,1298494,n,n,y,6,1442518,1446700,n,y,n,n,n
"","","","","","","","",7,568718,581502,"","","","","","","","",4,"","","","",7,643688,644708,n,y,n,n,"","","","","","","","","","",7,2944128,2947460,n,y,7,853230,857446,n,n,n,7,878662,882742,n,n,y,7,1967716,1971150,y,n,7,1126726,1130228,n,y,n,7,1876936,1878058,n,n,n,7,1246304,1255518,y,y,n,n,7,1305396,1306076,n,n,y,7,1448196,1450066,n,y,n,n,n
"","","","","","","","",8,582420,587792,"","","","","","","","",5,"","","","",8,646952,650624,y,y,n,n,"","","","","","","","","","","","","","","",8,860132,861356,n,n,n,8,884272,892840,n,n,y,8,1983560,1987606,y,n,8,1146378,1147262,n,y,n,8,1881152,1887884,y,y,n,8,1276258,1280780,n,n,n,n,8,1307164,1308218,n,n,y,8,1937898,1951838,n,y,n,n,n
"","","","","","","","",9,593606,599386,"","","","","","","","","","","","",4,9,668304,673030,n,y,n,n,"","","","","","","","","","","","","","","",9,872440,874208,n,n,n,9,896104,896546,n,y,n,9,1990632,1994848,n,n,9,1452310,1456458,y,y,n,9,1892848,1893426,n,n,n,9,1283500,1305940,n,y,n,n,9,1310564,1311924,n,n,y,9,1956054,1966288,n,y,n,n,y
"","","","","","","","",10,600780,607886,"","","","","","","","","","","","",5,10,675648,682040,n,n,y,n,"","","","","","","","","","","","","","","",10,881246,882538,n,n,n,10,908956,915042,n,y,y,"","","","","",10,1460844,1469412,y,y,n,10,1895874,1899614,n,n,n,10,1307334,1309986,n,n,n,n,10,1344462,1351262,n,y,y,10,1968430,1969348,n,y,n,n,y
