task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,208624,694586,NMS,1,208624,694586,"",1,208692,211106,"","","","","","","","",1,"","","",1,1,238612,256462,n,n,y,n,1,347310,360400,y,n,1,208692,211140,n,n,1,208692,211106,n,n,1,220830,222496,n,n,n,1,220830,237694,y,n,y,1,963322,963730,n,n,1,1068688,1073958,n,n,n,1,811512,818380,n,n,n,1,784652,836332,y,n,n,n,1,785468,809200,n,y,n,1,896818,903346,n,n,n,n,n
2,784244,1275952,NMM,2,784244,1275952,"",2,211106,211140,"","","","","","","","",1,"","","","",2,446352,447372,n,n,n,n,2,363766,382398,y,n,2,273836,332010,n,y,2,266934,272000,n,y,2,224298,226950,n,n,n,2,638520,639846,n,n,n,2,965226,977534,y,n,2,1099594,1104796,n,n,n,2,819944,822902,n,n,n,2,1070388,1071204,n,y,n,n,2,869550,893928,n,y,y,2,1051450,1059780,n,n,n,n,n
3,1345414,1607350,G,3,1646076,2132140,"",3,220830,222496,"","","","","","","","","",1,1,"","",3,584154,585106,n,n,n,n,3,499290,505308,y,n,3,408714,413202,n,y,3,277746,278664,n,n,3,228276,231608,n,n,n,3,2232338,2276708,y,n,y,3,979438,980390,n,n,3,1646110,1646790,n,y,n,3,826370,834530,n,n,n,3,1877004,1879418,y,n,n,n,3,918000,960398,n,y,n,3,1680790,1697416,y,y,n,n,n
4,1646076,2132140,MPM,4,2216018,2711806,"",4,222496,224298,"","","","","","","","","","",1,"","",4,598468,637568,y,n,y,n,"","","","","","","","","","",4,331908,336396,n,y,4,519860,558892,n,n,n,4,2279938,2287214,n,n,y,4,1235050,1275952,y,n,4,1650054,1656990,n,y,n,4,849728,856664,y,n,n,4,1881152,1884212,n,n,n,n,4,1009256,1046486,n,y,y,4,1700850,1761506,y,y,n,n,n
5,2216018,2711806,MPS,"","","","",5,224298,226950,"","","","","","","","","",2,1,"","","","","","","","","","","","","","","","","","","",5,384166,401574,n,y,5,560184,572152,y,n,n,5,2292620,2304894,n,n,y,5,1841644,1852626,y,n,5,1667632,1674670,y,n,n,5,861730,869482,y,n,n,5,1955612,1966050,y,y,n,n,5,1077630,1106496,n,y,y,5,1764090,1800980,n,y,n,n,n
"","","","","","","","",6,226950,228276,"","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","",6,402798,407524,n,y,6,2230468,2234888,n,n,n,6,2311354,2313836,n,n,y,6,1993862,2009230,y,n,"","","","","","",6,986612,1003340,y,y,n,"","","","","","","",6,1120538,1123972,n,n,y,6,1810840,1836816,n,y,n,n,n
"","","","","","","","",7,228276,231608,"","","","","","","","","",3,1,"","","","","","","","","","","","","","","","","","","",7,664632,667522,n,y,7,2239274,2251786,y,n,n,7,2328490,2336820,n,n,y,7,2025618,2042516,y,y,"","","","","","",7,1005482,1009290,y,n,n,"","","","","","","",7,1137606,1141448,n,n,y,7,1857250,1866532,n,y,n,n,n
"","","","","","","","",8,231608,237694,"","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","",8,671806,677620,n,y,8,2255254,2261238,n,n,n,8,2340356,2345898,n,n,y,"","","","","","","","","","","",8,1019830,1024590,n,n,n,"","","","","","","",8,1179120,1179970,n,n,n,8,1891012,1911174,n,y,n,n,n
"","","","","","","","",9,238612,256462,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,680204,685474,n,y,9,2265896,2268038,n,n,n,9,2348550,2351882,n,n,y,"","","","","","","","","","","",9,1105510,1112854,y,n,n,"","","","","","","",9,1182078,1183914,n,n,y,9,1912976,1914948,n,n,n,n,n
"","","","","","","","",10,266934,272000,"","","","","","","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","",10,2273852,2276708,n,n,n,10,2353344,2358444,n,n,y,"","","","","","","","","","","",10,1116390,1127440,y,y,n,"","","","","","","",10,1184798,1216044,n,y,n,10,1916988,1917804,n,n,n,n,n
"","","","","","","","",11,273836,277746,"","","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","",11,2279938,2287214,n,n,n,11,2361334,2366434,n,n,y,"","","","","","","","","","","",11,1133832,1137572,y,n,n,"","","","","","","",11,1222878,1228386,n,y,n,11,1920048,1920932,n,n,n,n,n
"","","","","","","","",12,277746,278664,"","","","","","","","",2,"","","",3,"","","","","","","","","","","","","","","","","","","","","","",12,2300134,2305778,n,n,n,12,2368542,2395980,n,n,y,"","","","","","","","","","","",12,1139952,1183710,y,n,n,"","","","","","","",12,1803258,1807338,n,y,n,12,1922190,1923108,n,n,n,n,n
"","","","","","","","",13,278664,331908,"","","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","",13,2312782,2313836,n,n,n,13,2406010,2428076,n,n,y,"","","","","","","","","","","",13,2114834,2121600,n,n,n,"","","","","","","",13,1879180,1879962,n,n,y,13,1926168,1927018,n,n,n,n,n
"","","","","","","","",14,331908,332010,"","","","","","","","",2,"","","",4,"","","","","","","","","","","","","","","","","","","","","","",14,2332468,2336820,n,n,n,14,2429504,2445858,n,n,y,"","","","","","","","","","","",14,2123708,2125612,n,n,n,"","","","","","","",14,1936742,1942726,n,y,n,14,1929024,1946840,n,y,n,n,n
"","","","","","","","",15,332010,336396,"","","","","","","","","","","","",4,"","","","","","","","","","","","","","","","","","","","","","",15,2340356,2345898,n,n,n,15,2454290,2468128,n,n,y,"","","","","","","","","","","",15,2126802,2128876,n,n,n,"","","","","","","","","","","","","",15,1964180,1965030,n,n,n,n,y
"","","","","","","","",16,347310,360400,"","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","",16,2349978,2351882,n,n,n,16,2469556,2478532,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16,1968022,1974686,n,y,n,n,n
"","","","","","","","",17,363766,382398,"","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","",17,2353344,2358444,n,n,n,17,2481864,2485196,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17,1976012,1989952,n,y,n,n,n
"","","","","","","","",18,384166,401574,"","","","","","","","","","","","",5,"","","","","","","","","","","","","","","","","","","","","","",18,2362558,2366434,n,n,n,18,2490500,2494954,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18,2046052,2055096,n,y,n,n,n
"","","","","","","","",19,402798,407524,"","","","","","","","","","","","",6,"","","","","","","","","","","","","","","","","","","","","","",19,2370072,2395980,n,n,n,19,2496314,2500496,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",19,2058666,2061590,n,n,n,n,n
"","","","","","","","",20,408714,413202,"","","","","","","","",3,"","","","","","","","","","","","","","","","","","","","","","","","","","",20,2409682,2411382,n,n,n,20,2502026,2507364,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,2063766,2074612,n,n,n,n,n
"","","","","","","","",21,446352,447372,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",21,2415598,2417910,n,n,n,21,2509370,2514232,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",21,2079644,2114086,n,y,n,n,n
"","","","","","","","",22,499290,505308,"","","","","","","",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","",22,2420324,2428076,n,n,n,22,2524262,2531606,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",23,519860,558892,"","","","","","","","","",4,"","","","","","","","","","","","","","","","","","","","","","","","","",23,2431034,2439670,n,n,n,23,2534156,2537420,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",24,560184,572152,"","","","","","","","","",5,"","","","","","","","","","","","","","","","","","","","","","","","","",24,2442356,2445858,n,n,n,24,2540242,2574412,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",25,584154,585106,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",25,2454290,2468128,n,n,n,25,2578798,2584442,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",26,598468,637568,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",26,2473874,2478532,n,n,n,26,2596478,2606610,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
