task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,257312,767992,MPM,1,257312,767992,"",1,257312,311814,"","","","","",1,"","","","","","","",1,1157836,1174802,n,n,y,y,1,1005278,1114282,y,n,1,816918,824534,n,y,1,828886,849082,n,y,1,1206286,1237192,n,n,n,1,1220090,1240728,n,n,y,1,2037484,2040782,n,n,1,311814,319872,y,n,n,1,431120,436322,n,y,n,1,257312,312290,y,n,y,n,1,670242,672350,n,n,y,1,469744,473314,n,n,n,n,y
2,816918,1333412,MPS,2,816918,1333412,"",2,311814,312290,"","","","",1,1,"","","","","","","",2,2728772,2731866,n,n,n,n,2,1181398,1209686,y,n,2,850918,879342,n,y,2,880056,896274,n,y,2,2433108,2446062,n,n,y,2,2535312,2543710,n,n,n,2,2069036,2072402,n,n,2,382840,386308,n,n,n,2,437172,453628,y,y,n,2,331364,391714,y,n,y,n,2,675376,686188,n,y,y,2,548284,633114,n,n,y,n,n
3,1406410,1582394,G,3,1642744,2169744,"",3,312290,319872,"","","","",1,"","","","","","","","",3,2733124,2734654,n,n,n,n,3,1240728,1251268,y,n,3,897022,902258,n,y,3,1078242,1099288,n,y,"","","","","","","","","","","","",3,2075258,2077400,n,n,3,392768,400622,y,n,n,3,457130,460054,y,n,n,3,410142,524756,y,n,y,n,3,689282,694042,n,y,y,3,1834946,1836952,n,n,n,n,n
4,1642744,2169744,NMM,4,2220846,2770694,"",4,331364,382840,"","","","","",2,"","","","","","","",4,2736252,2744786,n,n,y,n,4,2220846,2262564,y,n,4,906236,917388,n,y,4,1110236,1139578,n,y,"","","","","","","","","","","","",4,2079780,2083044,n,n,4,558450,561646,n,n,n,4,462162,464576,y,n,n,4,578646,670378,y,n,y,n,4,696660,716176,n,y,y,4,1841542,1842290,n,n,n,n,n
5,2220846,2770694,NMS,"","","","",5,382840,386308,"","","","",2,2,"","","","","","","",5,2749580,2759440,n,n,y,n,"","","","","",5,921604,963662,n,y,5,1142842,1155116,n,y,"","","","","","","","","","","","","","","","","",5,563890,568786,n,n,n,5,470866,477258,y,n,n,5,673506,676770,y,n,n,n,5,732258,758710,n,y,y,5,1843412,1847934,n,y,n,n,n
6,2958408,3036710,V,"","","","",6,386308,391714,"","","","","",2,"","","","","","","",6,2761004,2769708,n,n,y,y,"","","","","",6,969544,982974,n,y,6,1301418,1303968,n,y,"","","","","","","","","","","","","","","","","",6,721888,722602,n,n,n,6,482970,489532,y,y,n,6,680034,681564,n,n,n,n,6,1737230,1738216,n,y,y,6,1852082,1873434,n,y,n,n,n
"","","","","","","","",7,392768,400622,"","","","",3,"","","","","","","","","","","","","","","","","","","","",7,987496,989842,n,y,7,1309068,1310292,n,y,"","","","","","","","","","","","","","","","","",7,725050,731204,n,n,n,7,496264,501602,y,n,n,7,687038,689418,y,n,n,n,7,1743996,1745526,n,n,y,7,1901756,1902810,n,n,n,n,n
"","","","","","","","",8,410142,430780,"","","","","",3,"","","","","","","","","","","","","","","","","","","",8,2328490,2329952,n,y,"","","","","","","","","","","","","","","","","","","","","","",8,767550,767992,n,n,n,8,511156,514352,n,n,n,8,694892,697000,y,n,n,n,8,1754128,1755590,n,n,y,8,1904952,2000322,n,y,n,n,n
"","","","","","","","",9,430780,431120,"",1,"","","",3,"","","","","","","","","","","","","","","","","","","",9,2647172,2665702,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,1642744,1644070,n,y,n,9,713456,732462,y,n,y,n,9,1759976,1761030,n,n,y,9,2011950,2018070,n,y,n,n,n
"","","","","","","","",10,431120,433568,"",1,1,"","",3,"","","","","","","","","","","","","","","","","","","",10,2679472,2719218,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,1649510,1652536,n,y,n,10,1740358,1741650,n,n,n,n,10,1763002,1763784,n,n,y,10,2029902,2034526,n,n,n,n,n
