task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,379814,958698,NMM,1,404362,945302,"",1,402016,404396,"",1,"","","","","","","","","","","",1,1206898,1218934,n,n,n,y,1,1282412,1292374,y,n,1,1309816,1339260,y,y,1,1078990,1106292,n,y,1,1019830,1068382,n,n,n,1,1019830,1025236,n,n,y,1,649026,690914,y,n,1,2595492,2628302,y,n,n,1,404396,423266,n,y,n,1,2387684,2404548,n,n,y,y,1,502214,517582,n,y,n,1,609212,644742,n,y,n,n,n
2,1019830,1548156,NMS,2,1019830,1534692,"",2,404396,423266,"",1,1,"","","","","","","","","","",2,1223592,1225156,n,n,n,y,2,1295162,1434086,y,n,"","","","","",2,1111698,1117954,n,y,2,1137164,1164024,y,n,n,2,1030370,1032410,n,n,n,2,716652,750176,y,n,2,2634252,2638332,y,n,n,2,437716,500582,y,y,n,2,2408390,2416856,y,n,y,n,2,529618,552738,n,y,n,2,691220,703868,n,y,n,n,n
3,1596538,1735598,G,3,1778540,2313054,"",3,423266,437716,"",1,"","","","","","","","","","","",3,1970198,1987742,y,n,n,n,"","","","","","","","","","",3,1165928,1169430,n,y,3,1170144,1171538,n,n,n,3,1037986,1065016,n,n,y,"","","","","",3,2645472,2694126,y,n,n,3,787576,790364,n,n,n,"","","","","","","",3,555900,567120,n,y,n,3,2537182,2576928,n,y,n,n,n
4,1778540,2313054,MPS,4,2360144,2875176,"",4,437716,443088,"",1,2,"","","","","","","","","","",4,2099024,2099466,n,n,n,y,"","","","","","","","","","",4,1172830,1183846,n,y,4,1192414,1210706,y,n,n,4,1131044,1164976,y,n,y,"","","","","",4,2704224,2716396,y,n,n,4,798694,802026,n,n,n,"","","","","","","",4,636004,639302,n,n,n,"","","","","","","",""
5,2360144,2875176,MPM,"","","","",5,443088,500582,"","",2,"","","","","","","","","","",5,2103546,2103920,n,n,n,y,"","","","","","","","","","",5,1186294,1191156,n,y,5,1787652,1794486,n,n,n,5,1787652,1810874,n,n,y,"","","","","",5,2722040,2742610,y,n,n,5,2488154,2536536,y,n,n,"","","","","","","",5,748680,795362,n,y,n,"","","","","","","",""
"","","","","","","","",6,502214,517582,"","","","","","",1,"","","","","","",6,2140096,2140368,n,n,n,y,"","","","","","","","","","",6,1238076,1250724,n,y,6,1796798,1803462,n,n,n,6,1815396,1824440,n,n,y,"","","","","",6,2753150,2757366,y,n,n,6,2809284,2840496,y,n,n,"","","","","","","",6,803624,822290,n,y,n,"","","","","","","",""
"","","","","","","","",7,529618,552738,"","","","","","",2,"","","","","","",7,2142748,2143020,n,n,n,y,"","","","","","","","","","",7,1499468,1504296,n,y,7,1804992,1806726,n,n,n,7,1840488,1895092,y,n,y,"","","","","",7,2760052,2760222,n,n,n,7,2849948,2851308,n,n,n,"","","","","","","",7,2360144,2379252,n,y,n,"","","","","","","",""
"","","","","","","","",8,555900,567120,"","","","","","",3,"","","","","","",8,2144788,2147780,n,n,n,y,"","","","","","","","","","","","","","","",8,1808902,1812370,n,n,n,8,1899648,1902130,n,n,y,"","","","","",8,2764676,2771102,y,n,n,8,2862596,2865384,n,n,n,"","","","","","","",8,2381156,2388534,n,n,n,"","","","","","","",""
"","","","","","","","",9,609212,636004,"","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","",9,1817436,1819476,n,n,n,9,2024802,2032180,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","",9,2418284,2424336,n,y,n,"","","","","","","",""
"","","","","","","","",10,636004,639302,"","","","","","",4,"","","","",1,"","","","","","","","","","","","","","","","","","","","","","","",10,1824950,1841100,n,n,n,10,2036022,2124422,y,n,y,"","","","","","","","","","","","","","","","","","","","","","","","",10,2773992,2776814,n,y,n,"","","","","","","",""
"","","","","","","","",11,639302,644742,"","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","",11,1843072,1853000,n,n,n,11,2191912,2197624,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",12,649026,690914,"","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12,1881424,1886048,n,n,n,12,2201398,2212652,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
