task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,0,509830,NMM,1,0,509830,,1,10982,11356,,1,,,,,,,,,,,,1,2581212,2582946,n,n,n,n,1,740499,747728,y,n,1,567664,638724,y,y,1,647802,686695,y,y,1,819078,871182,y,n,y,1,872576,916436,y,n,y,1,1919504,1967002,y,n,1,1885538,1885708,n,n,n,1,11356,38454,y,n,n,1,265812,509830,y,n,y,n,1,263636,275604,n,n,y,1,1969688,1979752,n,y,n,n,n
2,564910,1074570,NMS,2,564910,1074570,,2,11356,38454,,1,1,,,,,,,,,,,2,2584680,2589032,n,n,y,n,,,,,,2,960330,964648,n,n,2,688976,699856,n,y,2,885666,887944,n,n,n,2,990216,990692,n,y,n,,,,,,,,,,,,2,41888,49164,n,n,n,2,1844704,1914710,y,n,n,n,2,377998,382432,n,n,y,2,1999302,2004606,n,y,n,n,n
3,1150832,1787822,G,3,1840182,2336242,,3,38454,41888,,1,,,,,,,,,,,,3,2593350,2604434,n,n,n,y,,,,,,,,,,,3,712810,715020,n,y,3,898586,902564,n,n,n,3,1015988,1029214,y,n,n,,,,,,,,,,,,3,53482,60588,n,n,n,3,2223804,2230094,n,n,y,n,3,389300,394026,n,n,y,3,2008210,2012154,n,n,n,n,n
4,1840182,2336242,MPM,4,2420392,2945012,,4,41888,49164,,1,2,,,,,,,,,,,4,2606134,2610826,n,y,n,n,,,,,,,,,,,4,930886,961860,n,y,4,908378,909534,n,n,n,,,,,,,,,,,,,,,,,,4,61608,79458,n,n,n,4,2233800,2243286,n,n,y,n,4,396168,400520,n,n,y,4,2016982,2021844,n,n,n,n,n
5,2420392,2945012,MPS,,,,,5,49164,53482,,1,,,,,,,,,,,,5,2612560,2614158,n,n,n,n,,,,,,,,,,,5,2469590,2470678,n,n,5,914872,916436,n,n,n,,,,,,,,,,,,,,,,,,5,105298,118184,y,n,n,5,2245530,2273682,n,n,y,n,5,1844704,1852524,n,y,n,5,2053396,2056898,n,n,n,n,y
,,,,,,,,6,53482,60588,,1,3,,,,,,,,,,,6,2616334,2618816,n,n,n,y,,,,,,,,,,,6,2472038,2472752,n,n,6,917558,946254,y,n,n,,,,,,,,,,,,,,,,,,6,147594,147798,n,n,n,6,2281842,2284256,n,n,y,n,6,1861126,1869218,n,n,n,6,2109360,2111468,n,n,n,n,n
,,,,,,,,7,60588,61608,,1,,,,,,,,,,,,7,2619904,2620346,n,n,n,y,,,,,,,,,,,7,2481864,2488460,n,n,,,,,,,,,,,,,,,,,,,,,,,,7,172482,229976,y,n,n,7,2291464,2295952,n,n,y,n,7,1875746,1876290,n,n,n,7,2116500,2122130,n,y,n,n,n
,,,,,,,,8,61608,70346,,1,4,,,,,,,,,,,8,2622794,2623202,n,n,n,n,,,,,,,,,,,8,2493730,2497300,n,n,,,,,,,,,,,,,,,,,,,,,,,,8,238272,273972,n,n,n,8,2303398,2317100,n,n,y,n,8,1877378,1878228,n,n,n,8,2128604,2132718,n,y,n,n,n
,,,,,,,,9,70346,73406,,,4,,,,,,,,,,,9,2624324,2624698,n,n,n,y,,,,,,,,,,,9,2499170,2502570,n,n,,,,,,,,,,,,,,,,,,,,,,,,9,2065908,2067914,y,n,n,,,,,,,,,,,,,,9,2153832,2160482,n,y,n,n,n
,,,,,,,,10,73406,79458,,2,4,,,,,,,,,,,10,2626024,2632926,n,n,n,y,,,,,,,,,,,10,2507568,2509642,n,y,,,,,,,,,,,,,,,,,,,,,,,,10,2077406,2080800,y,n,n,,,,,,,,,,,,,,10,2166446,2188002,n,y,n,n,n
,,,,,,,,11,79458,105298,,2,,,,,,,,,,,,11,2634388,2641154,n,n,n,y,,,,,,,,,,,11,2512736,2516034,n,n,,,,,,,,,,,,,,,,,,,,,,,,11,2093482,2100418,y,n,n,,,,,,,,,,,,,,11,2205104,2211870,n,n,n,n,n
,,,,,,,,12,105298,108052,,2,5,,,,,,,,,,,12,2643602,2643976,n,n,n,y,,,,,,,,,,,12,2518380,2522018,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2215202,2220778,n,n,n,n,n
,,,,,,,,13,108052,116518,,,5,,,,,,,,,,,13,2645268,2645982,n,n,n,y,,,,,,,,,,,13,2767702,2792930,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2237574,2240566,n,n,n,n,y
,,,,,,,,14,116518,118184,,3,5,,,,,,,,,,,14,2647954,2650878,n,n,n,y,,,,,,,,,,,14,2795004,2795480,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2248352,2251344,n,n,n,n,n
,,,,,,,,15,118184,147594,,3,,,,,,,,,,,,15,2652272,2660296,n,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2286840,2322744,n,n,n,n,n
,,,,,,,,16,147594,147798,,3,6,,,,,,,,,,,16,2663390,2664206,n,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2327300,2334032,n,y,n,n,n
,,,,,,,,17,147798,172482,,3,,,,,,,,,,,,17,2667538,2675290,n,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,18,172482,195636,,3,7,,,,,,,,,,,18,2678010,2678452,n,n,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,19,195636,229976,,,7,,,,,,,,,,,19,2680628,2680934,n,n,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,20,238272,263636,,,8,,,,,,,,,,,20,2685184,2685660,n,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,21,263636,265812,,,8,,,,1,,,,,,,21,2687190,2688516,n,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,22,265812,273972,,,8,,,1,1,,,,,,,22,2694330,2702830,n,y,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,23,273972,275604,,,,,,1,1,,,,,,,23,2720612,2720782,n,n,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,24,275604,377998,,,,,,1,,,,,,,,24,2722754,2725236,n,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,25,377998,382432,,,,,,1,2,,,,,,,25,2727106,2733906,n,n,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,26,382432,389300,,,,,,1,,,,,,,,26,2753456,2764200,y,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,27,389300,394026,,,,,,1,3,,,,,,,27,2802824,2803062,n,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,28,394026,396168,,,,,,1,,,,,,,,28,2812446,2812616,n,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,29,396168,400520,,,,,,1,4,,,,,,,29,2815472,2815982,n,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,30,400520,509830,,,,,,1,,,,,,,,30,2817002,2817172,n,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,31,567664,638724,,,,,,,,,1,,,,,31,2819688,2831316,y,n,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,32,647802,686695,,,,,,,,,,,,,1,32,2833730,2835498,n,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,33,688976,699856,,,,,,,,,,,,,2,33,2837164,2837368,n,n,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,34,712810,715020,,,,,,,,,,,,,3,34,2838660,2839952,n,n,n,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,35,740499,747728,,,,,,,,1,,,,,,35,2840292,2870994,y,y,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,36,819078,871182,,,,,,,,,,1,,,,36,2895440,2917948,y,n,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,37,872576,885666,,,,,,,,,,,1,,,37,2928046,2939946,y,n,y,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,38,885666,887944,,,,,,,,,,2,1,,,38,2943244,2945012,n,n,n,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,39,887944,898586,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,40,898586,902564,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,41,902564,908378,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,42,908378,909534,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,43,909534,914872,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,44,914872,916436,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,45,917558,930886,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,46,930886,946254,,,,,,,,,,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,47,946254,960330,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,48,960330,961860,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,49,961860,964648,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,50,990216,990692,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,51,1015988,1029214,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,52,1844704,1852524,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
