task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,258842,760682,MPM,1,258842,760682,,1,258842,270334,,,,,1,,,,,,,,,1,1224782,1279760,y,n,y,n,1,1135362,1210094,y,n,1,818550,833000,n,y,1,950062,975596,y,y,1,934048,942786,y,n,n,1,1032852,1056992,n,n,y,1,301308,310930,y,n,1,258842,270334,y,n,n,1,291142,292434,n,n,n,1,345984,540022,y,n,y,y,1,330718,343876,n,y,n,,,,,,,,
2,818550,1321988,MPS,2,818550,1321988,,2,287130,291142,,1,,,,,,,,,,,,2,1282310,1290810,y,n,y,n,2,2072368,2072538,n,n,2,837420,838440,n,y,2,978928,983518,n,y,2,1026324,1038938,n,n,y,2,1070354,1085688,n,n,y,2,711756,728892,y,n,2,2753218,2758964,n,n,n,2,315690,358972,y,y,n,2,544442,696592,y,n,y,y,2,345338,346868,n,n,y,,,,,,,,
3,1722032,2236758,NMS,3,1722032,2236758,,3,291142,292434,,1,1,,,,,,,,,,,3,1296284,1305090,y,n,y,n,3,2074578,2095182,y,n,3,840004,851360,n,y,3,990692,992800,n,y,3,1043290,1056992,n,n,n,3,1096602,1113976,n,n,y,3,733550,760682,y,n,3,2761888,2788068,y,n,n,3,2456398,2501448,y,n,n,3,2299692,2443682,y,n,y,n,3,364072,365296,n,n,y,,,,,,,,
4,2299692,2799084,NMM,4,2299692,2799084,,4,292434,301308,,1,,,,,,,,,,,,4,1307640,1312128,n,n,n,n,,,,,,4,857106,860710,n,y,4,1003068,1006230,n,y,4,1058420,1070184,n,n,y,4,1115302,1156646,y,n,y,4,2343008,2371874,y,n,,,,,,,4,2645812,2646424,n,n,n,4,2518992,2617116,y,n,n,n,4,459986,461108,n,n,y,,,,,,,,
,,,,,,,,5,301308,310930,,1,,1,,,,,,,,,,5,1317024,1321988,y,n,n,n,,,,,,5,864144,870706,n,y,5,1009324,1010820,n,y,5,1072190,1073380,n,n,n,5,1882104,1906414,n,n,y,,,,,,,,,,,,5,2647852,2648634,n,n,n,5,2619632,2626126,n,n,n,n,5,466276,468758,n,n,y,,,,,,,,
,,,,,,,,6,310930,315690,,1,,,,,,,,,,,,6,1722032,1725976,y,n,n,n,,,,,,6,873222,879648,n,y,6,1016396,1017790,n,y,6,1075964,1077528,n,n,n,6,1907774,1915492,n,n,y,,,,,,,,,,,,6,2653496,2654958,n,n,y,6,2628982,2631600,n,n,n,n,6,471716,474674,n,n,y,,,,,,,,
,,,,,,,,7,315690,318818,,1,2,,,,,,,,,,,7,1963636,1965336,n,n,n,n,,,,,,7,886992,903856,n,y,7,1194794,1195542,n,y,7,1083954,1086062,n,n,n,7,1942930,1947248,n,n,y,,,,,,,,,,,,7,2657032,2659004,n,n,n,7,2683076,2684028,n,y,n,n,7,476306,479094,n,n,y,,,,,,,,
,,,,,,,,8,318818,330718,,,2,,,,,,,,,,,8,2067676,2067744,n,n,n,n,,,,,,8,905012,907188,n,y,8,1734952,1742534,y,n,8,1088000,1095956,n,n,y,8,1947962,1951158,n,n,y,,,,,,,,,,,,8,2660942,2663594,n,n,n,8,2685932,2688550,n,y,n,n,8,481916,485044,n,n,y,,,,,,,,
,,,,,,,,9,330718,343876,,,2,,,,1,,,,,,,9,2199970,2236758,y,n,y,n,,,,,,9,912424,920720,n,y,9,2095046,2100860,n,y,9,1098268,1105340,n,n,n,9,1952960,1963228,n,n,y,,,,,,,,,,,,9,2669000,2676072,n,n,n,9,2690760,2691338,n,y,n,n,9,487560,489940,n,n,y,,,,,,,,
,,,,,,,,10,343876,345338,,,2,,,,,,,,,,,,,,,,,,,,,,,10,925446,927044,n,y,,,,,,10,1107550,1114112,n,n,n,10,1978256,1983322,n,n,y,,,,,,,,,,,,,,,,,,10,2692868,2696540,n,y,n,n,10,495074,496298,n,n,y,,,,,,,,
