task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,360332,865538,MPS,1,360332,851938,"",1,371076,374714,"","","","","","","","","","","","",1,1,478958,487968,y,n,n,n,1,470764,474300,n,y,1,381378,399772,y,y,1,371076,374714,n,y,1,458150,463046,n,n,n,1,720290,741030,n,n,y,1,913444,926602,y,n,1,938740,941052,y,n,n,1,1068110,1073210,n,n,n,1,925344,927486,n,n,n,n,1,925344,929016,n,n,y,1,1200676,1209312,n,n,n,y,n
2,908752,1409810,MPM,2,908752,1402840,"",2,376550,378148,"","","","","","","","","","","","",2,2,511836,514794,n,n,n,y,2,664938,668814,y,n,2,412862,423844,n,y,2,376550,378148,n,y,2,716652,718522,n,n,n,2,747728,749700,n,n,n,2,978384,995860,y,y,2,1141856,1146242,n,n,n,2,1107856,1109182,n,n,n,2,943568,959208,n,n,n,n,2,934116,936938,n,y,n,2,1211454,1218084,n,y,n,n,n
3,1481346,1612280,G,3,1706018,2319242,"",3,381378,399772,"","","","","","","","",1,"","","","",3,533868,537914,y,n,y,y,"","","","","",3,426768,429080,n,y,3,570758,573920,n,y,3,722772,746980,n,n,n,3,757656,766122,n,n,y,3,1005074,1013812,y,n,"","","","","","",3,1127712,1129650,n,n,n,3,997764,998614,n,n,n,n,3,943160,944452,n,n,y,3,1224374,1226312,n,n,n,n,y
4,1706018,2327626,NMS,4,2400162,2892686,"",4,412862,423844,"","","","","","","","",2,"","","","",4,556716,556954,n,n,n,y,"","","","","",4,430814,436084,n,y,4,622336,632740,y,y,4,752318,766734,n,n,y,4,768910,772684,n,n,y,4,1335350,1343918,y,n,"","","","","","",4,1133254,1134206,n,n,n,4,1001878,1003680,n,n,n,n,4,946492,948634,n,n,y,4,1235560,1239436,n,n,n,n,y
5,2400162,2892686,NMM,"","","","",5,426768,429080,"","","","","","","","",3,"","","","",5,603500,603976,n,n,n,y,"","","","","",5,438702,440266,n,y,5,658070,659566,n,y,5,769556,772956,n,n,n,5,776288,788868,n,n,y,5,2442152,2448000,y,n,"","","","","","",5,1172320,1177386,n,n,n,5,1027004,1047744,y,n,n,n,5,950164,951728,n,n,y,5,1241510,1274490,n,y,n,y,y
"","","","","","","","",6,430814,436084,"","","","","","","","",4,"","","","",6,606900,611830,y,n,n,n,"","","","","",6,444074,445808,n,y,6,1949356,1955612,y,y,6,776968,789004,n,n,n,"","","","","","",6,2635714,2655876,y,n,"","","","","","",6,1188300,1192210,y,n,n,6,1231072,1235798,y,n,n,n,6,953836,959786,n,n,y,6,1281528,1307402,n,y,n,y,y
"","","","","","","","",7,438702,440266,"","","","","","","","",5,"","","","",7,673778,676940,y,n,y,n,"","","","","",7,574940,584392,n,y,"","","","","",7,1843718,1858032,y,n,n,"","","","","","","","","","","","","","","","","",7,1231242,1235900,y,n,n,7,1242768,1244944,n,n,n,n,7,968082,974236,n,y,n,7,1311652,1319778,n,y,n,n,y
"","","","","","","","",8,444074,445808,"","","","","","","","",6,"","","","",8,678402,680544,n,n,y,n,"","","","","",8,638554,659872,y,y,"","","","","",8,1859664,1860888,n,n,n,"","","","","","","","","","","","","","","","","",8,1237498,1238416,n,n,n,8,1308286,1311686,y,n,n,n,8,993174,994262,n,n,n,8,1323212,1332834,n,y,n,n,y
"","","","","","","","",9,458150,463046,"","","","","","","","","",1,"","","",9,682210,684182,n,n,y,y,"","","","","",9,814096,820930,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,1243754,1244910,n,n,n,9,1328924,1329978,n,y,n,n,9,998240,1004020,n,n,y,9,1344530,1350310,n,y,n,n,n
"","","","","","","","",10,470764,474300,"","","","","","","",1,"","","","","",10,687718,690404,n,n,y,n,"","","","","",10,824942,829192,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,1295978,1298154,n,y,n,10,1359184,1368840,y,n,n,n,10,1007488,1011636,n,y,n,10,1363740,1367106,n,n,n,n,y
