task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,362474,917150,MPM,1,362474,917150,"",1,376516,378760,"","","","",1,"","","","","","","","","","","","","","","",1,985864,1014784,y,n,1,2558602,2586210,n,y,1,2602802,2606814,n,y,1,1036830,1053048,n,n,n,1,1060392,1063010,n,n,y,"","","","","",1,376516,378760,n,n,n,1,563074,571098,n,n,n,1,883490,889202,n,n,y,n,1,879784,887026,n,y,y,1,555866,558824,n,n,n,n,y
2,973692,1484984,MPS,2,973692,1484984,"",2,380460,382976,"","","","",2,"","","","","","","","","","","","","","","",2,1018470,1035946,y,n,2,2588114,2589780,n,y,2,2607834,2617830,n,y,2,1061480,1063010,n,n,n,2,1073822,1078786,n,n,y,"","","","","",2,380460,382976,n,y,n,2,575382,586364,n,n,n,2,903278,915722,y,n,n,n,"","","","","","",2,774112,786114,n,y,n,y,n
3,1538636,1890706,G,3,1973564,2446572,"",3,392020,397052,"","","","",3,"","","","","","","","","","","","","","","",3,1054204,1059610,n,n,3,3067378,3068840,n,y,3,2932908,2934064,n,y,3,1064744,1065900,n,n,n,3,1090006,1092182,n,n,y,"","","","","",3,392020,397052,n,y,n,3,589390,594728,n,n,n,"","","","","","","","","","","","","",3,806310,808316,n,n,n,n,n
4,1973564,2515592,NMM,4,2478974,2515592,"",4,402050,404396,"","","","",4,"","","","","","","","","","","","","","","",4,1231514,1269968,n,n,4,3072512,3075912,n,y,4,2935968,3061496,n,y,4,1075862,1082356,n,y,n,4,1093440,1102314,n,n,y,"","","","","",4,402050,404396,n,y,n,4,602990,609484,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
5,2558602,3163870,NMS,5,2558602,2913596,"",5,409870,411944,"","","","",5,"","","","","","","","","","","","","","","",5,1371356,1391076,y,n,5,3079210,3145000,n,y,"","","","","",5,1091264,1092182,n,n,n,5,1103572,1110984,n,n,y,"","","","","",5,409870,411944,n,y,n,5,620874,627980,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","",6,2950282,3163870,"",6,420512,422518,"","","","",6,"","","","","","","","","","","","","","","",6,1397434,1462578,y,n,6,3146530,3155914,n,y,"","","","","",6,1095412,1102314,n,n,n,6,1130194,1155592,n,n,y,"","","","","",6,420512,422518,n,y,n,6,656472,658478,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",7,429182,430848,"","","","",7,"","","","","","","","","","","","","","","",7,1468426,1469106,n,y,7,3158090,3161626,n,y,"","","","","",7,1105476,1110984,n,n,n,7,1169940,1174224,n,n,y,"","","","","",7,429182,430848,n,y,n,7,666468,674084,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",8,437070,439144,"","","","",8,"","","","","","","","","","","","","","","",8,1484236,1484950,n,n,"","","","","","","","","","",8,1114656,1117444,n,n,n,8,1176740,1179834,n,n,y,"","","","","",8,437070,439144,n,y,n,8,677552,684284,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",9,445536,446964,"","","","",9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,1119926,1124958,n,y,n,9,1180446,1181262,n,y,n,"","","","","",9,445536,446964,n,y,n,9,688670,688976,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",10,449174,451520,"","","","",10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,1131622,1131996,n,n,n,10,1182554,1183404,n,y,n,"","","","","",10,449174,451520,n,y,n,10,703528,710634,n,y,n,"","","","","","","","","","","","","","","","","","","","",""
