task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,262140,755582,NMM,1,262140,738718,"",1,262140,268260,"",1,"","","","","","","","","","","",1,2388738,2393294,y,n,n,n,1,2374764,2380136,y,n,1,825826,827492,n,n,1,1207272,1244502,y,y,1,828648,829158,n,n,n,1,828580,975052,y,n,y,"","","","","",1,1604766,1607486,n,n,n,1,268260,284886,n,n,n,1,701692,745450,n,y,y,n,1,701692,706520,n,n,y,1,1627478,1654168,n,y,n,n,n
2,825826,1303832,NMS,2,825826,1303832,"",2,268260,273734,"",1,1,"","","","","","","","","","",2,2394688,2449292,n,n,y,y,2,2444940,2450958,n,n,2,2658766,2673556,y,y,2,1247052,1299106,y,y,2,841158,847314,n,n,n,2,2187730,2222920,n,n,y,"","","","","",2,1611124,1615272,n,y,n,2,313276,323000,y,n,n,2,1752428,1760044,n,n,n,n,2,1751340,1756406,n,n,y,2,1716592,1778982,n,y,n,n,n
3,1397978,1536256,G,3,1603746,2086572,"",3,273734,280704,"","",1,"","","","","","","","","","",3,2456738,2484958,n,y,y,y,3,2563770,2567068,n,n,"","","","","",3,2648838,2652612,n,y,3,853876,874582,y,n,n,3,2228054,2229618,n,n,y,"","","","","",3,1618502,1618842,n,y,n,3,330446,331738,y,n,n,3,2058802,2069002,y,n,n,n,3,2058122,2060876,n,n,y,3,1793296,1803734,n,y,n,n,n
4,1603746,2086572,MPM,4,2187730,2664274,"",4,280704,284886,"",2,1,"","","","","","","","","","",4,2488392,2492710,n,n,n,y,4,2607596,2610316,n,n,"","","","","","","","","","",4,881348,888726,n,n,n,4,2244884,2249610,n,n,y,"","","","","",4,1621392,1623840,n,n,n,4,344658,346596,n,n,n,4,2070226,2083860,y,n,n,n,"","","","","","",4,1809174,1868300,n,y,n,n,y
5,2187730,2678758,MPS,"","","","",5,284886,313276,"",2,"","","","","","","","","","","",5,2494444,2502978,n,n,y,n,"","","","","","","","","","","","","","","",5,982566,1006420,y,n,n,5,2260626,2274566,n,n,y,"","","","","",5,1780988,1783640,n,n,n,5,351152,398922,y,n,n,"","","","","","","","","","","","","",5,1886320,1886932,n,n,n,n,n
"","","","","","","","",6,313276,323000,"",2,2,"","","","","","","","","","",6,2504610,2505426,n,n,n,y,"","","","","","","","","","","","","","","",6,2187730,2192490,n,n,n,6,2293436,2337194,n,y,y,"","","","","",6,1785918,1790576,y,y,n,6,401710,713116,y,n,n,"","","","","","","","","","","","","",6,1889754,1893154,n,n,n,n,n
"","","","","","","","",7,323000,330446,"",2,"","","","","","","","","","","",7,2506650,2510254,n,n,y,n,"","","","","","","","","","","","","","","",7,2200820,2205376,n,n,n,7,2353922,2356846,n,n,n,"","","","","",7,1799280,1808324,y,y,n,7,1661750,1679838,y,n,n,"","","","","","","","","","","","","",7,1899954,1906482,n,n,n,n,n
"","","","","","","","",8,330446,331738,"",2,3,"","","","","","","","","","",8,2512532,2512702,n,n,n,y,"","","","","","","","","","","","","","","",8,2212312,2213298,n,n,n,"","","","","","","","","","","",8,1982676,1988354,y,n,n,8,1680518,1716150,y,n,n,"","","","","","","","","","","","","",8,2023714,2024768,n,n,n,n,y
"","","","","","","","",9,331738,342822,"",2,"","","","","","","","","","","",9,2516306,2544308,n,n,y,n,"","","","","","","","","","","","","","","",9,2218704,2229618,n,n,n,"","","","","","","","","","","",9,1992604,1995358,y,n,n,9,1818320,1820904,n,n,n,"","","","","","","","","","","","","",9,2028712,2056592,n,y,n,n,n
"","","","","","","","",10,344658,346086,"","",4,"","","","","","","","","","",10,2552346,2553876,n,n,n,n,"","","","","","","","","","","","","","","",10,2234140,2240464,n,n,y,"","","","","","","","","","","","","","","","","",10,1869966,1871870,n,y,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",11,346086,346596,"",3,4,"","","","","","","","","","",11,2556528,2556766,n,n,n,y,"","","","","","","","","","","","","","","",11,2246550,2249610,n,n,n,"","","","","","","","","","","","","","","","","",11,1894650,1896282,y,y,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",12,346596,347854,"",3,"","","","","","","","","","","",12,2568190,2608480,n,y,y,n,"","","","","","","","","","","","","","","",12,2253724,2259776,n,n,n,"","","","","","","","","","","","","","","","","",12,1910052,1911956,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",13,351152,370464,"","",5,"","","","","","","","","","",13,2612016,2625786,n,y,n,n,"","","","","","","","","","","","","","","",13,2261136,2271084,n,n,n,"","","","","","","","","","","","","","","","","",13,1924876,1925284,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",14,370464,378046,"",4,5,"","","","","","","","","","",14,2627452,2632144,n,n,y,n,"","","","","","","","","","","","","","","",14,2273580,2277592,n,n,n,"","","","","","","","","","","","","","","","","",14,1937252,1939938,n,y,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",15,378046,379474,"","",5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15,2285888,2286194,n,n,n,"","","","","","","","","","","","","","","","","",15,1958264,1960882,y,y,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",16,379474,382534,"",5,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16,2298298,2298842,n,n,n,"","","","","","","","","","","","","","","","","",16,1964180,1964452,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",17,382534,385288,"","",5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17,2340050,2343586,n,n,n,"","","","","","","","","","","","","","","","","",17,2008788,2012936,y,y,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",18,385288,386716,"",6,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",19,386716,393074,"","",5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",20,393074,398922,"",7,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",21,398922,401710,"",7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",22,401710,405212,"",7,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",23,405212,411264,"","",6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",24,411264,414290,"",8,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",25,414290,488172,"","",6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
