task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,380936,858874,NMS,1,410618,858874,"",1,460326,461516,"","","","","","","","","","","","",1,1,787644,810662,y,n,n,n,1,587622,600100,y,n,1,487662,492422,n,y,1,460326,461516,n,y,1,711790,745110,y,n,n,1,1900940,1905938,y,n,y,1,949518,1077290,y,n,1,911914,932314,y,n,n,1,1081982,1098098,y,y,n,1,1319234,1320560,n,n,n,n,1,1040162,1071918,n,y,n,1,1296012,1297542,n,n,n,n,y
2,911914,1564986,NMM,2,911914,1564986,"",2,487662,492422,"","","","","","","","",1,"","","","",2,812498,815354,n,n,n,n,"","","","","",2,507994,560082,n,y,2,612816,635256,y,y,2,746232,770304,n,n,n,2,1912330,1919504,n,n,y,2,1257558,1292816,y,n,2,935544,941834,n,y,n,2,1107040,1118260,y,y,n,2,2583048,2585054,n,n,n,n,2,2582606,2584204,n,n,y,2,1299514,1335520,n,y,n,n,n
3,1641826,1830458,G,3,1900940,2391498,"",3,507994,560082,"","","","","","","","",2,"","","","",3,816884,824058,n,n,n,n,"","","","","","","","","","",3,641410,657458,y,y,3,1905020,1908148,n,n,n,3,1922938,1937252,n,n,y,"","","","","","","","","","","",3,1128018,1137232,y,y,n,3,2867866,2869906,n,y,n,n,"","","","","","",3,1342456,1364590,n,y,n,n,y
4,1900940,2391498,MPS,4,2431782,2908802,"",4,587622,600100,"","","","","","","",1,"","","","","",4,826506,838100,n,n,y,y,"","","","","","","","","","",4,675682,687140,n,y,4,1914540,1921374,n,n,n,4,1939632,1944868,n,n,y,"","","","","","","","","","","",4,1148010,1159536,y,y,n,4,2879392,2882588,y,n,n,n,"","","","","","",4,1377986,1400324,n,y,n,n,y
5,2431782,2908802,MPM,"","","","",5,612816,635256,"","","","","","","","","","","","",2,5,841398,848096,y,n,n,n,"","","","","","","","","","","","","","","",5,1923856,1927222,n,n,n,5,1952416,1973802,n,n,y,"","","","","","","","","","","",5,1167934,1190544,y,n,n,"","","","","","","","","","","","","",5,1405016,1405832,n,n,n,n,y
"","","","","","","","",6,641410,657458,"","","","","","","","","","","","",3,6,856664,858874,y,n,n,n,"","","","","","","","","","","","","","","",6,1929738,1938238,n,n,n,6,1976556,1987334,n,n,y,"","","","","","","","","","","",6,1193128,1235934,y,y,n,"","","","","","","","","","","","","",6,1406920,1417630,n,y,n,n,y
"","","","","","","","",7,675682,687140,"","","","","","","","","","","","",4,"","","","","","","","","","","","","","","","","","","","","","",7,1940856,1945514,n,n,n,7,1990360,1997704,n,n,y,"","","","","","","","","","","",7,1245760,1296726,y,n,n,"","","","","","","","","","","","","",7,1422764,1508478,n,y,n,n,n
"","","","","","","","",8,711790,745110,"","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","",8,1954116,1964656,n,n,n,8,1998860,2018104,n,n,y,"","","","","","","","","","","",8,1339260,1343374,y,n,n,"","","","","","","","","","","","","",8,1523370,1564986,n,y,n,n,y
"","","","","","","","",9,746232,770304,"","","","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","",9,1967852,1976794,n,n,n,9,2029562,2087974,n,n,y,"","","","","","","","","","","",9,1371900,1378462,y,n,n,"","","","","","","","","","","","","",9,2458982,2462110,n,n,n,n,y
"","","","","","","","",10,787644,810662,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,1980194,1988728,n,n,n,10,2089844,2097154,n,n,y,"","","","","","","","","","","",10,1403282,1405424,n,n,n,"","","","","","","","","","","","","",10,2464660,2479042,n,y,n,n,n
"","","","","","","","",11,812498,815354,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11,1991142,1997840,n,n,n,11,2113746,2130576,n,n,y,"","","","","","","","","","","",11,1420656,1422526,y,n,n,"","","","","","","","","","","","","",11,2482850,2501244,n,y,n,n,y
"","","","","","","","",12,816884,824058,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12,2000832,2019124,n,n,n,12,2131970,2138396,n,n,y,"","","","","","","","","","","",12,1516332,1523778,y,n,n,"","","","","","","","","","","","","",12,2510016,2582436,n,y,n,n,y
