task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,792098,1291898,NMM,1,792098,893520,"",1,792098,794886,"",1,1,"","","","","","","","","","",1,1707854,1711492,y,n,n,n,1,1572908,1574982,y,n,1,1375028,1407396,y,y,1,1365848,1371526,n,y,1,1577362,1588922,y,n,y,1,1589296,1614184,y,n,n,1,856222,879104,y,n,1,1011942,1015376,n,n,n,1,792098,808792,n,n,n,1,1026222,1036966,y,y,n,n,1,2672910,2674168,n,n,y,1,1141720,1154130,n,y,n,n,n
2,1360612,1891590,NMS,2,1017926,1291898,"",2,794886,800904,"","",1,"","","","","","","","","","",2,1717170,1730056,y,n,n,n,2,1634346,1640160,y,n,2,1408824,1448094,n,y,2,1471792,1497156,y,y,2,2138702,2143700,n,n,n,2,1859086,1878262,y,n,n,2,882028,891548,y,n,2,1058760,1067498,n,n,n,2,812192,815898,n,y,n,2,1084634,1139442,y,n,n,n,2,2681920,2687088,n,n,y,2,1159910,1160760,n,n,n,n,n
3,1961392,2081684,G,3,1360612,1891590,"",3,800904,808792,"",2,1,"","","","","","","","","","",3,1734136,1741140,y,n,n,n,3,1641350,1644988,y,n,3,1449352,1468902,y,n,3,1501202,1515448,y,y,3,2145366,2145774,n,n,n,3,1882784,1891590,n,n,n,3,892840,898178,y,n,3,2950860,2959190,y,y,n,3,817564,817598,n,y,n,3,2672910,2677194,y,y,n,n,3,2707896,2709664,n,n,y,3,1162528,1164500,n,n,n,n,n
4,2133024,2640542,MPS,4,2133024,2640542,"",4,808792,812192,"",2,"","","","","","","","","","","",4,1745118,1747702,n,n,y,n,4,1649272,1657500,y,n,4,1518474,1521534,y,n,4,1525988,1527552,n,y,4,2147338,2149582,n,n,n,4,2147202,2149548,n,n,y,4,1018062,1081710,y,n,4,2960278,2964256,y,y,n,4,825350,844084,n,y,n,4,2683824,2691610,y,n,n,n,4,2721802,2726392,n,n,y,4,1173510,1185648,n,y,n,n,n
5,2672910,3179986,MPM,5,2672910,3179986,"",5,812192,815898,"",2,2,"","","","","","","","","","",5,1749810,1761370,y,n,n,n,5,1658792,1667462,y,n,5,1527960,1529048,n,n,5,1530442,1533196,n,y,5,2152778,2160768,n,n,n,5,2151554,2160768,n,n,y,5,1097214,1103504,y,n,5,2967078,2969730,y,y,n,5,847008,853162,n,y,n,5,2701198,2708202,y,n,n,n,5,2744106,2756210,n,n,y,5,1187722,1212270,n,y,n,n,n
"","","","","","","","",6,815898,817564,"",2,"","","","","","","","","","","",6,1764124,1769768,y,n,y,n,6,1683170,1704930,y,n,6,1535712,1539146,n,y,6,2413898,2415496,n,y,6,2162536,2166786,n,n,n,6,2171410,2172124,n,n,n,6,1108672,1133254,y,n,"","","","","","",6,1084872,1139476,y,n,n,6,2713880,2715818,n,n,n,n,"","","","","","",6,1214038,1227366,n,y,n,n,n
"","","","","","","","",7,817564,817598,"",2,3,"","","","","","","","","","",7,1770958,1776840,y,n,n,n,7,1822808,1830730,y,n,7,1545912,1552508,n,y,7,2423078,2423792,n,y,7,2169370,2170254,n,n,n,7,2174130,2176034,n,n,y,7,2806632,2818770,y,n,"","","","","","",7,1154402,1154504,n,n,y,7,2718266,2720034,y,n,n,n,"","","","","","",7,1230358,1252900,n,y,n,n,n
"","","","","","","","",8,817598,825350,"",2,"","","","","","","","","","","",8,1779016,1781838,n,n,n,n,8,1831750,1834470,y,n,8,1555466,1561926,y,n,"","","","","",8,2171308,2171546,n,n,n,8,2178414,2188852,n,n,y,8,3108756,3112632,y,n,"","","","","","",8,2786028,2787626,n,y,n,8,2722822,2734280,y,y,n,n,"","","","","","",8,1253920,1289416,n,y,n,n,n
"","","","","","","","",9,825350,830654,"",2,4,"","","","","","","","","","",9,1785884,1786530,n,n,n,n,9,1866260,1882376,n,n,9,2321452,2323934,n,y,"","","","","",9,2175082,2178006,n,n,n,9,2210102,2223464,n,n,y,"","","","","","","","","","","",9,2789700,2796636,y,y,n,9,2745228,2747608,n,y,n,n,"","","","","","",9,2773924,2783240,n,y,n,n,n
"","","","","","","","",10,830654,833000,"","",4,"","","","","","","","","","",10,1789386,1792310,y,n,n,n,10,1883600,1891590,n,n,10,2326178,2330598,n,y,"","","","","",10,2179468,2188852,n,n,n,10,2226048,2228870,n,n,y,"","","","","","","","","","","",10,2871028,2874700,n,y,n,10,2750090,2774638,y,n,n,y,"","","","","","",10,2822510,2847602,n,y,n,n,n
"","","","","","","","",11,833000,834292,"",3,4,"","","","","","","","","","",11,1796832,1801184,y,n,y,y,11,2577506,2582742,y,n,11,2332706,2337738,n,y,"","","","","",11,2191606,2197624,n,n,n,11,2231148,2246040,n,n,y,"","","","","","","","","","","",11,2884186,2896188,n,y,n,"","","","","","","","","","","","","",11,2850968,2856884,n,y,n,n,n
"","","","","","","","",12,834292,836366,"","",4,"","","","","","","","","","",12,1807984,1814172,y,n,n,n,12,2617796,2621434,y,n,12,2339676,2342022,n,y,"","","","","",12,2198780,2202724,n,n,n,12,2247230,2251004,n,n,y,"","","","","","","","","","","",12,2900404,2904552,n,y,n,"","","","","","","","","","","","","",12,2862290,2869838,n,y,n,n,n
"","","","","","","","",13,836366,839222,"",4,4,"","","","","","","","","","",13,2584136,2589304,y,y,n,n,13,2628744,2630886,n,y,13,2343416,2345456,n,y,"","","","","",13,2211632,2225470,n,n,n,13,2273206,2275450,n,n,y,"","","","","","","","","","","",13,2905742,2917914,n,y,n,"","","","","","","","","","","","","",13,2880820,2883098,n,y,n,n,n
"","","","","","","","",14,839222,844084,"","",4,"","","","","","","","","","",14,2594098,2597736,y,y,n,n,"","","","","",14,2349876,2361776,n,y,"","","","","",14,2227000,2230196,n,n,n,14,2278578,2281638,n,n,y,"","","","","","","","","","","",14,2931208,2937872,n,y,n,"","","","","","","","","","","","","",14,2978026,2982106,n,n,n,n,n
