task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,272884,778940,MPS,1,272884,778940,"",1,279072,310454,"","","","","","","","",1,"","","","",1,644776,778940,y,n,y,n,"","","","","",1,279072,310454,y,y,1,321674,521968,y,y,1,2319480,2355316,n,n,y,1,2341920,2348448,n,n,n,1,1666068,1712614,y,n,1,831878,862512,n,y,n,1,878118,887978,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
2,831878,1339702,MPM,2,831878,1339702,"",2,321674,521968,"","","","","","","","","","","","",1,2,2646798,2667708,y,n,n,n,"","","","","",2,533188,550256,n,y,2,570860,637738,y,y,2,2371092,2371160,n,n,y,2,2355690,2369324,n,y,n,2,2013480,2027454,y,n,2,867340,867510,n,n,n,2,895492,902870,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
3,1412394,1570392,G,3,1662940,2146046,"",3,533188,550256,"","","","","","","","",2,"","","","",3,2673658,2682328,y,n,n,n,"","","","","",3,2714696,2778922,n,y,3,2452760,2519842,y,y,"","","","","","",3,2375376,2434128,y,n,n,"","","","","",3,1758854,1803802,n,y,n,3,906304,916368,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
4,1662940,2166582,NMM,4,2319480,2810100,"",4,570860,637738,"","","","","","","","","","","","",2,4,2700518,2747642,y,n,n,n,"","","","","","","","","","",4,2534632,2549150,n,y,"","","","","","","","","","","","","","","","","","","","","","","",4,922454,939760,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
5,2319480,2810100,NMS,"","","","",5,644776,778940,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,2552720,2615688,n,y,"","","","","","","","","","","","","","","","","","","","","","","",5,945812,946628,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",6,831878,862512,"","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,951116,953598,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",7,867340,867510,"","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,957882,967232,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",8,877472,878118,"",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,974474,976378,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",9,878118,879852,"",1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,980866,994670,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",10,879852,887978,"","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,1009358,1024318,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",11,895492,897090,"",2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11,1034246,1035776,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",12,897090,902870,"","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12,1052572,1100716,y,y,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",13,906304,916368,"","",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13,1113160,1131112,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",14,922454,923780,"",3,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14,1196732,1242428,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",15,923780,939760,"","",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15,1246270,1276530,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",16,945812,946628,"","",5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16,1280134,1280542,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",17,951116,953598,"","",6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17,1292986,1339702,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",18,957882,958800,"",4,7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18,1662940,1727846,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",19,958800,967232,"","",7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",19,1734680,2082534,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",20,974474,976378,"",5,8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,2140300,2166582,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",21,979880,980866,"",6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",22,980866,983348,"",6,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",23,983348,994670,"","",9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",24,999906,1003238,"",7,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",25,1009358,1024318,"","",10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",26,1034246,1035776,"","",11,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",27,1042440,1044514,"",8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",28,1052572,1100716,"","",12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",29,1113160,1131112,"","",13,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",30,1196732,1242428,"","",14,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",31,1246270,1276530,"","",15,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
