task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,410278,989604,NMS,1,410278,989604,"",1,442748,444516,"","","","","","","","","","","","",1,1,474198,490178,y,n,n,n,"","","","","",1,770236,801856,y,y,1,442748,444516,n,y,1,526048,540804,y,n,n,1,584664,589424,n,n,y,1,1388288,1404268,y,n,1,1278978,1280678,n,y,n,1,1324674,1330080,n,y,n,1,1100002,1107278,y,n,n,n,1,1096602,1102518,n,n,y,1,1069028,1070252,n,n,n,n,n
2,1057434,1557098,NMM,2,1057434,1552406,"",2,474198,490178,1,"","","","","","","","","","","","",2,500752,512856,y,n,n,n,"","","","","",2,868496,885326,y,y,2,2462722,2473194,n,y,2,560456,672894,y,n,y,2,593130,598876,n,n,y,2,1415964,1446938,y,n,2,1453296,1455132,n,n,n,2,1336098,1336200,n,n,n,2,1112854,1132336,n,n,y,n,2,1112004,1114452,n,n,y,2,1072020,1093372,n,y,n,n,n
3,1610988,1817776,G,3,1865920,2377586,"",3,500752,512856,2,"","","","","","","","","","","","",3,805324,815558,y,n,n,n,"","","","","",3,2894046,2896460,n,y,3,2476118,2479756,n,y,3,674900,675410,n,n,n,3,614516,615910,n,y,n,3,1464210,1477640,y,n,3,1455948,1459552,n,y,n,3,1338410,1345652,y,n,n,3,1138796,1141210,n,n,n,n,3,1121082,1123632,n,n,y,3,1357552,1372682,n,y,n,n,n
4,1865920,2409274,MPM,4,2442220,2934098,"",4,526048,540804,"","","","","","","","","",1,"","","",4,817258,817530,n,n,n,n,"","","","","",4,2916758,2926992,n,y,4,2483428,2537896,n,y,4,692682,758676,y,n,y,4,626518,643994,y,n,y,4,1512830,1542716,y,n,4,2353922,2355214,n,y,n,4,1922054,1927698,y,y,n,4,1149268,1150628,n,n,n,n,4,1135396,1154742,n,n,y,4,1375504,1376150,n,n,n,n,n
5,2442220,2941238,MPS,"","","","",5,560456,584664,"","","","","","","","","",2,"","","",5,938672,943704,y,n,n,n,"","","","","",5,2929304,2941238,y,y,5,2551802,2554624,n,y,5,828920,863804,y,n,y,5,650930,666128,n,n,y,5,1544178,1553494,y,n,5,2360314,2363884,y,y,n,5,1929364,1929466,n,n,y,5,1153654,1157802,n,n,n,n,5,1156782,1171096,n,y,n,5,1378224,1386316,n,y,n,n,n
"","","","","","","","",6,584664,589424,"","","","","","","","","",2,1,"","",6,948634,955230,y,n,n,n,"","","","","","","","","","",6,2560846,2563532,n,y,6,913206,935850,y,n,y,6,2726256,2729588,n,n,y,6,1877888,1880370,n,n,6,2369392,2377348,y,n,n,6,1953096,1963296,y,n,n,6,1166438,1167492,n,n,n,n,6,1293224,1302472,n,y,n,6,1485732,1486412,n,n,n,n,n
"","","","","","","","",7,589424,593130,"","","","","","","","","",2,"","","",7,2609534,2611404,n,n,n,n,"","","","","","","","","","",7,2564892,2567544,n,y,7,2582912,2587774,n,n,n,7,2731866,2746112,y,n,y,7,1884348,1914472,y,y,"","","","","","",7,1973088,1981316,y,n,n,7,1173340,1202206,y,n,y,n,7,2089028,2111468,y,y,y,7,1487534,1495966,n,n,y,n,n
"","","","","","","","",8,593130,598876,"","","","","","","","","",2,2,"","",8,2632960,2662676,n,n,n,y,"","","","","","","","","","",8,2570230,2573494,y,n,8,2726222,2730710,n,n,n,"","","","","","","","","","","","","","","","","",8,1988694,1992332,y,n,n,8,1208360,1232500,y,n,y,n,8,2112624,2120308,n,y,n,8,1504160,1506540,n,n,n,n,n
"","","","","","","","",9,598876,614516,"","","","","","","","","",2,"","","","","","","","","","","","","","","","","","","","",9,2790652,2793542,n,y,9,2732750,2735878,n,n,n,"","","","","","","","","","","","","","","","","",9,2002498,2002600,n,n,n,9,1238552,1243380,n,n,y,n,9,2122994,2126190,n,n,y,9,1872992,1877004,n,y,n,n,n
"","","","","","","","",10,614516,615910,"","","","","","","","","",2,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,2005728,2016200,y,n,n,10,1244876,1276666,y,n,y,n,10,2146760,2154682,n,n,n,"","","","","","","",""
"","","","","","","","",11,615910,626518,"","","","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11,2020790,2023306,y,n,n,11,2169574,2170288,n,n,n,n,11,2158388,2168758,n,n,n,"","","","","","","",""
"","","","","","","","",12,626518,643994,"","","","","","","","","",2,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",12,2032588,2034628,n,y,n,12,2197794,2207620,n,n,n,n,12,2172158,2178074,n,n,n,"","","","","","","",""
"","","","","","","","",13,643994,650930,"","","","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13,2037348,2039592,n,y,n,13,2208674,2210646,n,n,n,n,13,2180318,2180828,n,n,n,"","","","","","","",""
"","","","","","","","",14,650930,666128,"","","","","","","","","",2,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14,2042142,2045780,y,y,n,14,2212244,2213434,n,n,n,n,14,2185622,2197454,n,n,y,"","","","","","","",""
"","","","","","","","",15,666128,672894,"","","","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15,2049656,2053566,y,n,n,"","","","","","","",15,2202282,2202826,n,n,y,"","","","","","","",""
"","","","","","","","",16,674900,675410,"","","","","","","","","",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16,2064242,2067880,y,n,n,"","","","","","","",16,2204798,2205104,n,n,n,"","","","","","","",""
"","","","","","","","",17,692682,758676,"","","","","","","","","",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17,2072266,2073932,y,n,n,"","","","","","","",17,2207416,2207960,n,n,y,"","","","","","","",""
"","","","","","","","",18,770236,801856,"","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18,2222410,2226388,n,n,n,"","","","","","","",18,2209422,2211088,n,n,y,"","","","","","","",""
"","","","","","","","",19,805324,815558,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",19,2227408,2230502,n,n,n,"","","","","","","",19,2213094,2213604,n,n,y,"","","","","","","",""
"","","","","","","","",20,817258,817530,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,2260218,2280380,y,n,n,"","","","","","","",20,2308702,2313156,n,n,n,"","","","","","","",""
"","","","","","","","",21,828920,863804,"","","","","","","","","",5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",21,2292008,2306356,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",22,868496,885326,"","","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",23,913206,935850,"","","","","","","","","",6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",24,938672,943704,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",25,948634,955230,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",26,1069028,1070252,"","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",27,1072020,1093372,"","","","","","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",28,1096602,1100002,"","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",29,1100002,1102518,"","","","","",1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",30,1102518,1107278,"","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",31,1112004,1112854,"","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",32,1112854,1114452,"","","","","",2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",33,1114452,1121082,"","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
