task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,320790,807500,MPS,1,320790,807500,"",1,320790,321028,"","","","","","","","","",1,"","","",1,432412,451554,n,n,n,y,1,495652,504186,y,n,1,336838,355130,n,y,1,536418,550256,y,y,1,320790,321028,n,n,n,1,409700,413474,n,n,n,1,880634,881518,y,n,1,932382,934830,y,n,n,1,1159162,1163650,n,n,n,1,960466,968456,y,y,n,n,1,938264,963628,n,y,y,1,1020102,1021156,n,n,n,n,n
2,880634,1385568,MPM,2,880634,1385568,"",2,326570,331942,"","","","","","","","","",2,"","","",2,456994,460904,n,n,n,y,2,505036,507382,y,y,2,365364,374782,n,y,2,553146,573444,n,y,2,326570,331942,n,n,n,2,424864,425408,n,n,n,2,885326,1001232,y,n,2,1048458,1053354,y,y,n,2,1165282,1174428,n,y,n,2,980934,985286,y,y,n,n,2,980220,981988,n,n,y,2,1022788,1046996,n,y,n,n,n
3,1741446,2278748,NMM,3,1747838,2266542,"",3,336838,355130,"","","","","","","","",1,"","","","",3,462434,464576,n,n,n,n,3,516256,520132,y,y,3,788188,807500,y,y,3,576912,579666,n,y,3,394366,425374,n,n,n,"","","","","","",3,1265650,1276938,y,n,3,1055700,1060494,y,y,n,3,1177522,1188606,n,n,n,3,1004530,1012180,y,y,y,n,3,990522,994398,n,y,n,3,1121830,1135804,y,y,n,n,n
4,2315876,2857904,NMS,4,2315876,2857904,"",4,365364,374782,"","","","","","","","",2,"","","","",4,476068,483888,n,n,n,y,4,524212,527578,n,y,4,2358206,2405568,y,y,4,584732,589458,n,y,4,465460,475286,n,n,n,"","","","","","",4,1280712,1385568,y,n,4,1063044,1066682,y,y,n,4,1193128,1198160,n,n,n,4,1092658,1102178,y,y,n,n,4,995962,997118,n,y,n,4,1234234,1246270,n,y,n,n,n
5,2912576,3068772,G,"","","","",5,394366,409700,"","","","","","","","","",3,"","","",5,569602,596734,n,n,n,n,5,635494,643518,n,n,5,2473568,2477750,n,y,5,619140,628830,n,y,5,482800,483446,n,n,n,"","","","","","",5,1741446,1814886,y,n,5,1068450,1069606,n,n,y,5,1199588,1210128,n,n,n,5,1106190,1106734,n,y,n,n,5,1003272,1005448,n,n,y,5,1256266,1262420,n,y,n,n,y
"","","","","","","","",6,409700,413474,"","","","","","","","","",3,1,"","",6,602888,603704,n,n,n,n,6,2523582,2529124,y,y,6,2624324,2658562,n,y,6,2409036,2450584,y,y,6,574056,576334,n,n,n,"","","","","","",6,1854802,2053872,y,n,6,1071238,1071340,n,n,y,6,1216996,1219580,n,y,n,6,1371356,1376184,y,y,n,n,6,1091740,1098948,n,n,y,6,1286322,1289926,n,y,n,n,n
"","","","","","","","",7,413474,424864,"","","","","","","","","",3,"","","",7,619820,623424,n,n,n,n,7,2570230,2572372,n,n,7,2833560,2844202,n,y,7,2453066,2471290,n,y,7,597108,601188,n,n,n,"","","","","","",7,2078148,2082228,n,n,7,1072972,1073924,n,n,y,7,1250452,1256096,y,n,n,"","","","","","","",7,1370574,1372308,n,n,y,7,1291796,1306246,n,y,n,n,n
"","","","","","","","",8,424864,425374,"","","","","","","","","",3,2,"","",8,713796,717774,n,n,n,n,"","","","","",8,2847874,2857904,n,y,8,2581280,2631192,y,y,8,647462,657458,n,n,n,"","","","","","",8,2104396,2174198,y,n,8,1076746,1082968,n,y,n,8,1818932,1823658,y,n,n,"","","","","","","",8,1780376,1794282,n,y,n,8,1365576,1365814,n,n,n,n,n
"","","","","","","","",9,425374,425408,"","","","","","","","","","",2,"","",9,737426,762382,n,n,n,y,"","","","","","","","","","",9,2835668,2857904,n,y,9,681360,687786,y,n,n,"","","","","","",9,2199800,2200888,n,n,9,1084736,1086810,y,y,n,9,1825188,1828418,n,n,n,"","","","","","","",9,1796050,1796628,n,n,n,9,1741446,1760588,n,y,n,n,n
"","","","","","","","",10,432412,451554,1,"","","","","","","","","","","","",10,765068,766360,n,n,n,n,"","","","","","","","","","","","","","","",10,694382,734876,y,n,n,"","","","","","",10,2203370,2239682,y,n,10,1110542,1117240,y,y,n,10,1829812,1832124,n,n,n,"","","","","","","",10,1886694,1887578,n,n,n,10,1823420,1824032,n,n,n,n,y
"","","","","","","","",11,456994,460904,2,"","","","","","","","","","","","",11,769726,774180,n,n,n,n,"","","","","","","","","","","","","","","",11,2537386,2549966,y,n,n,"","","","","","","","","","","",11,1357212,1359218,n,y,n,11,1833144,1835660,n,n,n,"","","","","","","",11,1888802,1893902,n,y,n,11,1828078,1828452,n,n,n,n,y
"","","","","","","","",12,462434,464576,3,"","","","","","","","","","","","",12,775778,781048,n,n,n,y,"","","","","","","","","","","","","","","",12,2554318,2571658,n,n,n,"","","","","","","","","","","",12,1366766,1367582,n,y,n,12,1836476,1837734,n,n,n,"","","","","","","","","","","","","",12,1831954,1832464,n,n,n,n,y
"","","","","","","","",13,465460,475286,"","","","","","","","","",4,"","","",13,796892,802400,n,n,n,n,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",13,1766062,1767728,y,y,n,13,1839264,1841406,n,n,n,"","","","","","","","","","","","","",13,1835116,1835694,n,n,n,n,y
"","","","","","","","",14,476068,482800,4,"","","","","","","","","","","","",14,2316420,2328354,n,n,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14,1769734,1773440,y,y,n,"","","","","","","","","","","","","","","","","","","",14,1837666,1838040,n,n,n,n,y
"","","","","","","","",15,482800,483446,4,"","","","","","","","",5,"","","",15,2336208,2352494,n,n,n,n,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",15,1858984,1876766,y,y,n,"","","","","","","","","","","","","","","","","","","",15,1841372,1841714,n,n,n,n,y
"","","","","","","","",16,483446,483888,4,"","","","","","","","","","","","",16,2486862,2513552,y,y,n,n,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",16,1897710,1899648,y,y,n,"","","","","","","","","","","","","","","","","","","",16,2251820,2278748,n,y,n,n,n
"","","","","","","","",17,495652,504186,"","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",17,1952144,1952450,n,y,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",18,505036,507382,"","","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",18,1957074,1958706,n,y,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",19,516256,520132,"","","","","","","",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",19,1959760,1960236,n,y,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",20,524212,527578,"","","","","","","",4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",21,536418,550256,"","","","","","","","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
