task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,292230,810832,MPM,1,292230,801142,"",1,298452,298520,"","",1,"","","","","","","","","","",1,970360,976684,n,n,n,n,1,941460,948634,y,n,1,990352,1097384,n,y,1,1102892,1126556,n,y,1,880940,900252,n,n,y,1,896784,917184,n,n,y,1,621112,621452,n,n,"","","","","","",1,298452,329120,n,n,n,1,406572,410788,n,n,n,n,1,349962,357238,n,n,n,1,593708,596020,n,n,n,n,n
2,873834,1379210,MPS,2,873834,1379210,"",2,298520,329120,"",1,1,"","","","","","","","","","",2,1138490,1142434,n,n,n,n,2,962098,989026,y,n,2,2524636,2536434,n,y,2,1249840,1266194,n,y,2,902020,909160,n,n,n,2,921842,937176,n,n,y,2,623798,627980,y,n,"","","","","","",2,330786,337518,n,n,n,2,413712,421294,n,n,n,n,2,405756,423674,n,n,y,2,598604,604486,n,n,n,y,n
3,1425348,1589976,G,3,1642098,2143394,"",3,329120,330786,"",1,"","","","","","","","","","","",3,1152430,1156816,n,n,y,n,3,1128834,1150560,y,n,"","","","","",3,2201330,2227374,y,y,3,913444,920924,n,n,n,3,1201866,1208428,n,n,y,3,643892,655350,n,n,"","","","","","",3,359482,366588,n,n,n,3,434418,436696,n,n,n,n,3,426156,435234,n,y,n,3,1655562,1657772,n,n,y,n,n
4,1642098,2155090,NMM,4,2198882,2704666,"",4,330786,337518,"",1,2,"","","","","","","","","","",4,1162120,1164806,n,n,n,y,4,1160624,1161678,n,n,"","","","","",4,2462620,2471460,n,y,4,924562,937176,n,n,n,4,1293258,1298426,n,n,y,4,1813696,1831852,n,n,"","","","","","",4,367642,382636,n,n,n,4,437988,439212,n,n,n,n,4,436424,437070,n,n,y,4,1669876,1699286,n,y,n,n,n
5,2198882,2716736,NMS,"","","","",5,337518,349962,"",1,"","","","","","","","","","","",5,2477750,2477954,n,n,n,y,5,1164976,1187416,y,n,"","","","","",5,2605386,2607766,n,y,5,952918,958800,n,n,n,5,1299786,1308830,n,n,y,"","","","","","","","","","","",5,390524,400010,y,n,n,5,442238,445910,y,n,n,n,5,438974,439756,n,n,y,5,1719754,1743520,n,y,n,n,n
"","","","","","","","",6,349962,357238,"",1,"","","","",1,"","","","","","",6,2479280,2497028,n,n,n,y,6,1208734,1213392,n,n,"","","","","","","","","","",6,1181432,1212304,n,n,y,6,1316922,1342626,n,n,y,"","","","","","","","","","","",6,400690,400996,n,n,n,6,448970,449922,n,n,n,n,6,444686,447814,n,n,y,6,1748178,1751000,n,y,n,n,n
"","","","","","","","",7,357238,359482,"",1,"","","","","","","","","","","","","","","","","","",7,1215228,1232160,y,n,"","","","","","","","","","",7,1213970,1214650,n,n,n,7,1348236,1354696,y,n,y,"","","","","","","","","","","",7,497216,505648,n,n,n,7,454512,460700,y,n,n,n,7,449752,450262,n,n,y,7,1753550,1757936,n,y,n,n,n
"","","","","","","","",8,359482,366588,"",1,3,"","","","","","","","","","","","","","","","","",8,1238518,1249466,y,n,"","","","","","","","","","",8,1284588,1346264,n,n,y,8,1367718,1378360,n,n,y,"","","","","","","","","","","",8,525538,526898,n,n,n,8,466038,471546,n,n,n,n,8,460564,461006,n,n,y,8,1763784,1766606,n,y,n,n,n
"","","","","","","","",9,366588,367642,"",1,"","","","","","","","","","","","","","","","","","",9,1266466,1270274,n,n,"","","","","","","","","","",9,1351500,1379210,n,n,y,9,2258144,2269840,n,n,y,"","","","","","","","","","","",9,1986824,1995528,n,y,n,9,477428,491334,n,n,n,n,9,464678,467602,n,n,y,9,1774562,1793704,n,y,n,n,n
"","","","","","","","",10,367642,382636,"",1,4,"","","","","","","","","","","","","","","","","",10,2230264,2245496,y,n,"","","","","","","","","","",10,2248012,2259980,n,n,y,10,2270996,2275348,n,n,y,"","","","","","","","","","","",10,1998724,2029018,n,y,n,10,513434,522920,n,n,n,n,10,470492,474232,n,n,y,10,1877548,1878228,n,n,n,n,n
