task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,291448,850680,NMS,1,291448,850680,"",1,295460,314534,"","","","","","","",1,"","","","","",1,336804,345066,y,n,n,n,1,295460,415174,y,n,1,2889218,2897140,n,y,1,480352,488886,n,y,1,314534,324904,y,n,n,1,458150,459646,n,n,n,1,896784,903142,n,n,1,1108808,1110814,n,n,n,1,966178,997560,y,n,n,1,1168036,1193740,y,n,n,n,1,1164398,1171470,n,n,y,1,911608,930342,y,n,n,n,n
2,896784,1835286,NMM,2,896784,1075726,"",2,314534,324904,"","","","","","","",1,"",1,"","","",2,351118,360774,y,n,n,n,2,424626,432072,y,y,2,2936172,2937838,n,y,2,526660,590818,y,y,2,327012,329800,n,n,n,2,468010,476272,n,n,n,2,934728,961078,y,n,2,1113670,1119314,y,n,n,2,1126454,1132744,n,n,n,2,1507628,1835286,y,n,y,n,2,1173170,1180514,n,n,y,2,1001470,1026732,n,n,n,y,n
3,2215916,2733090,MPM,3,1507628,1835286,"",3,324904,327012,"","","","","","","",1,"","","","","",3,365704,366010,n,n,n,y,3,763164,850680,y,n,3,2945862,2947290,n,y,3,684590,700094,y,y,3,413746,470934,y,n,y,"","","","","","",3,1465774,1470092,n,n,"","","","","","",3,1539758,1539826,n,n,y,3,2215916,2733090,y,n,y,n,3,1183744,1187314,n,n,y,3,1031458,1041726,y,n,n,n,n
4,2818532,3349408,MPS,4,2215916,2733090,"",4,327012,329800,"","","","","","","",1,"",2,"","","",4,392020,396984,y,n,n,n,4,2835090,2881058,y,n,4,2950112,2952492,n,y,4,703766,704684,n,n,"","","","","","","","","","","","",4,1511436,1514972,n,n,"","","","","","",4,1541526,1541934,n,n,y,"","","","","","","",4,1475464,1480190,n,n,y,4,1049886,1063316,n,n,n,y,n
5,3583022,3635450,G,5,2818532,3349408,"",5,329800,336804,"","","","","","","",1,"","","","","",5,404498,411570,y,n,n,n,"","","","","",5,2955586,2956096,n,y,5,706690,710396,n,n,"","","","","","","","","","","","","","","","","","","","","","","",5,1547102,1547442,n,n,y,"","","","","","","",5,1566618,1567094,n,n,n,5,1065662,1067974,n,n,y,n,n
"","","","","","","","",6,336804,345066,1,"","","","","","",1,"","","","","",6,435030,446284,y,n,n,n,"","","","","",6,2957388,2959190,n,y,6,713116,717672,n,y,"","","","","","","","","","","","","","","","","","","","","","","",6,1552134,1552168,n,n,n,"","","","","","","",6,1660526,1672834,n,n,y,6,1072156,1073176,n,n,n,n,n
"","","","","","","","",7,345066,351118,"","","","","","","",1,"","","","","",7,737154,741744,y,y,n,n,"","","","","",7,2970988,2973198,n,y,7,836672,842248,n,y,"","","","","","","","","","","","","","","","","","","","","","","",7,1556044,1556282,n,n,y,"","","","","","","",7,2261272,2271846,n,n,y,7,1100512,1104286,n,n,n,n,n
"","","","","","","","",8,351118,360774,2,"","","","","","",1,"","","","","",8,744192,744804,n,n,n,y,"","","","","",8,2979114,2980712,n,y,8,2840122,2878304,n,y,"","","","","","","","","","","","","","","","","","","","","","","",8,1720332,1720468,n,n,n,"","","","","","","",8,2279020,2298706,n,n,y,8,1142298,1152974,y,n,n,n,n
"","","","","","","","",9,360774,365704,"","","","","","","",1,"","","","","",9,750346,753440,y,n,n,n,"","","","","",9,2983432,2983976,n,y,9,2909856,2916622,n,y,"","","","","","","","","","","","","","","","","","","","","","","",9,1729852,1729920,n,n,y,"","","","","","","",9,2311796,2317678,n,n,n,9,1606160,1607010,n,n,n,n,n
"","","","","","","","",10,365704,366010,3,"","","","","","",1,"","","","","",10,825826,832966,y,y,n,n,"","","","","",10,2985642,2987886,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,2323288,2324852,n,n,n,10,1688372,1689188,n,n,n,n,n
