task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,463624,964376,NMM,1,463624,964376,"",1,474572,482290,"",1,"","","","","","","","","","","",1,2534802,2551462,n,n,n,n,1,1068960,1069232,y,n,1,1146514,1264970,y,y,1,1099798,1111664,y,n,1,1070660,1146378,y,n,y,"","","","","","",1,712708,746096,y,n,1,601562,604214,y,y,n,1,482290,493306,n,n,n,1,723588,773636,n,n,y,n,1,723656,725016,n,n,y,1,657254,658308,n,n,n,n,n
2,1068960,1568862,NMS,2,1068960,1568862,"",2,482290,493306,"",1,1,"","","","","","","","","","",2,2555916,2557514,n,n,n,y,2,2515762,2537420,y,n,2,1267078,1282718,y,y,2,1113670,1141414,y,y,2,2476764,2488698,y,n,y,"","","","","","",2,1979038,1996038,y,n,2,608872,612612,y,y,n,2,506464,509898,n,n,n,2,2029936,2077196,n,n,y,y,2,726954,732938,n,n,y,2,662626,671942,n,y,n,n,n
3,1653046,1762696,G,3,1831444,2345524,"",3,493306,506464,"",1,"","","","","","","","","","","",3,2563498,2569176,n,n,n,n,3,2538610,2543710,n,n,3,1284384,1310258,n,y,3,1152396,1156000,y,n,3,2501142,2511750,n,n,n,"","","","","","",3,2014976,2071756,y,n,3,616386,618596,n,y,n,3,512040,513672,n,n,n,3,2258450,2260116,n,n,n,n,3,734264,737018,n,n,y,3,673336,674050,n,n,n,n,n
4,1831444,2345524,MPM,4,2416788,2913970,"",4,506464,509898,"",1,2,"","","","","","","","","","",4,2638502,2638740,n,n,n,y,4,2560064,2575908,n,n,4,1311686,1331610,n,y,4,1356260,1361428,n,y,"","","","","","","","","","","","",4,2080222,2095216,y,n,4,638146,638520,n,n,n,4,515542,518534,n,n,n,4,2261816,2267188,n,n,n,n,4,738888,740316,n,n,y,4,677892,707744,n,n,n,y,n
5,2416788,2913970,MPS,"","","","",5,509898,512040,"",1,"","","","","","","","","","","",5,2645302,2654040,y,n,n,y,5,2590426,2618170,y,n,5,1332902,1343306,n,y,5,1362550,1370778,n,y,"","","","","","","","","","","","","","","","","",5,639574,642906,y,n,n,5,534990,541688,n,n,n,5,2286398,2293980,n,n,n,n,5,741608,745518,n,n,y,5,878254,879104,n,n,n,n,n
"","","","","","","","",6,512040,513672,"",1,3,"","","","","","","","","","",6,2656522,2661554,y,n,y,n,6,2619190,2623712,y,n,6,1349018,1376592,n,n,6,1371968,1372342,n,y,"","","","","","","","","","","","","","","","","",6,646238,649706,y,y,n,6,552466,553928,n,n,n,6,2302718,2305030,n,n,n,n,6,748986,758846,n,n,y,6,882368,894982,n,n,y,n,n
"","","","","","","","",7,513672,515542,"",1,"","","","","","","","","","","",7,2664172,2665362,n,n,n,y,7,2637278,2637754,n,n,7,1422254,1431842,n,y,7,1373668,1375164,n,y,"","","","","","","","","","","","","","","","","",7,856902,862308,y,n,n,7,565386,567052,n,n,n,"","","","","","","",7,2029698,2031024,n,n,y,7,896070,919632,n,y,n,n,n
"","","","","","","","",8,515542,518534,"",1,4,"","","","","","","","","","",8,2743426,2745262,n,n,n,n,8,2666348,2675766,y,n,8,1433644,1456254,n,y,8,1376932,1397502,n,y,"","","","","","","","","","","","","","","","","",8,868360,876792,y,n,n,8,575178,576504,n,n,n,"","","","","","","",8,2037382,2038368,n,n,y,8,2096168,2112182,y,n,n,n,n
"","","","","","","","",9,518534,524484,"",1,"","","","","","","","","","","",9,2746078,2753014,n,n,n,y,9,2678792,2683518,y,n,9,1459212,1508138,n,y,9,1399508,1409164,n,y,"","","","","","","","","","","","","","","","","",9,1967750,1976828,y,n,n,9,579496,581536,n,n,n,"","","","","","","",9,2044284,2045134,n,n,y,9,2114834,2118098,n,y,n,n,n
"","","","","","","","",10,526184,527816,"",2,"","","","","","","","","","","",10,2760460,2780894,n,n,y,n,10,2687530,2751144,y,n,10,1509158,1535780,n,y,10,1411612,1415590,n,y,"","","","","","","","","","","","","","","","","",10,2225640,2225844,n,y,n,10,587316,590376,n,n,n,"","","","","","","",10,2050336,2052104,n,n,y,10,2120750,2196094,n,y,n,n,n
"","","","","","","","",11,531046,534990,"",3,"","","","","","","","","","","",11,2783716,2785586,n,n,y,n,11,2754102,2765730,n,n,11,1537310,1568862,n,y,11,1416916,1418480,n,y,"","","","","","","","","","","","","","","","","",11,2227544,2227714,n,n,y,11,780504,781354,n,n,n,"","","","","","","",11,2056014,2059652,n,n,y,"","","","","","","",""
"","","","","","","","",12,534990,541688,"",3,5,"","","","","","","","","","",12,2788238,2794222,n,n,y,y,12,2796670,2802280,y,n,12,2416788,2428654,n,y,12,2851206,2868614,n,y,"","","","","","","","","","","","","","","","","",12,2232270,2232984,n,n,y,12,807670,808656,n,n,n,"","","","","","","",12,2068050,2070090,n,n,y,"","","","","","","",""
"","","","","","","","",13,541688,552466,"",3,"","","","","","","","","","","","","","","","","","",13,2803708,2809794,y,n,13,2435352,2447762,n,y,13,2874122,2883982,n,y,"","","","","","","","","","","","","","","","","",13,2235534,2235704,n,n,y,13,812838,814062,n,n,n,"","","","","","","",13,2075938,2077978,n,n,y,"","","","","","","",""
"","","","","","","","",14,552466,553928,"",3,6,"","","","","","","","","","","","","","","","","",14,2812412,2838490,y,n,14,2452488,2455990,n,y,"","","","","","","","","","","","","","","","","","","","","","",14,2238560,2241586,y,y,n,14,817802,818856,n,n,n,"","","","","","","",14,2257906,2259708,n,n,y,"","","","","","","",""
"","","","","","","","",15,553928,565386,"",3,"","","","","","","","","","","","","","","","","","","","","","","",15,2462858,2463436,n,y,"","","","","","","","","","","","","","","","","","","","","","",15,2315128,2315706,n,y,n,15,848878,865504,y,y,n,"","","","","","","",15,2261612,2269942,n,n,y,"","","","","","","",""
"","","","","","","","",16,565386,567052,"",3,7,"","","","","","","","","","","","","","","","","","","","","","",16,2894114,2896800,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",16,930750,931022,n,y,n,"","","","","","","",16,2286500,2309858,n,n,y,"","","","","","","",""
"","","","","","","","",17,567052,575178,"",3,"","","","","","","","","","","","","","","","","","","","","","","",17,2897956,2900132,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",17,935714,951014,y,n,n,"","","","","","","",17,2312748,2321826,n,y,n,"","","","","","","",""
"","","","","","","","",18,575178,576504,"",3,8,"","","","","","","","","","","","","","","","","","","","","","",18,2905062,2910400,n,y,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",18,1861194,1861908,n,n,n,"","","","","","","",18,2330870,2345218,n,n,n,"","","","","","","",""
"","","","","","","","",19,576504,579496,"",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",19,1863608,1865342,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",20,579496,581536,"",3,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",20,1866668,1867654,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",21,581536,587316,"",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",21,1868742,1869422,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",22,587316,590376,"",3,10,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",22,1870952,1872414,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",23,590376,598808,"",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",23,1885606,1886932,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",24,601562,604214,"","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",24,1899104,1900396,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",25,608872,612612,"","","","",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",25,1906448,1908386,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",26,616386,618596,"","","","",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",26,1912432,1913996,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
