task.ordinal,task.onset,task.offset,task.task,floortime.ordinal,floortime.onset,floortime.offset,floortime.code01,all_toys.ordinal,all_toys.onset,all_toys.offset,all_toys.bricks_ord,all_toys.bucket_ord,all_toys.balls_ord,all_toys.broom_ord,all_toys.clear_ball_ord,all_toys.food_ord,all_toys.grocery_cart_ord,all_toys.pig_ord,all_toys.popuppals_ord,all_toys.shape_sorter_ord,all_toys.shape_sorter_blocks_ord,all_toys.stroller_ord,all_toys.xylophone_ord,bricks.ordinal,bricks.onset,bricks.offset,bricks.carry,bricks.roll_throw,bricks.build,bricks.knock,pig.ordinal,pig.onset,pig.offset,pig.carry,pig.roll_throw,popuppals.ordinal,popuppals.onset,popuppals.offset,popuppals.carry,popuppals.push_buttons,xylophone.ordinal,xylophone.onset,xylophone.offset,xylophone.carry,xylophone.push_buttons,shape_sorter.ordinal,shape_sorter.onset,shape_sorter.offset,shape_sorter.carry,shape_sorter.roll_throw,shape_sorter.empty,shape_sorter_blocks.ordinal,shape_sorter_blocks.onset,shape_sorter_blocks.offset,shape_sorter_blocks.carry,shape_sorter_blocks.roll_throw,shape_sorter_blocks.fit,broom.ordinal,broom.onset,broom.offset,broom.carry,broom.whack,clear_ball.ordinal,clear_ball.onset,clear_ball.offset,clear_ball.carry,clear_ball.roll_throw,clear_ball.kick,balls.ordinal,balls.onset,balls.offset,balls.carry,balls.roll_throw,balls.kick,food.ordinal,food.onset,food.offset,food.carry,food.roll_throw,food.eat,food.feed,grocery_cart.ordinal,grocery_cart.onset,grocery_cart.offset,grocery_cart.carry,grocery_cart.push,grocery_cart.fill_empty,stroller.ordinal,stroller.onset,stroller.offset,stroller.carry,stroller.push,stroller.sit,stroller.climb,stroller.fill_empty
1,177004,687072,MPM,1,177004,687072,"",1,241434,295766,"","","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","",1,1642438,1692792,y,y,1,782034,788018,n,n,n,1,782034,788018,n,n,y,"","","","","",1,367914,370362,n,n,n,1,486540,563822,y,n,n,1,312358,353804,y,n,n,n,1,241434,295766,n,y,n,1,683264,685984,n,n,n,n,n
2,735148,1193400,MPS,2,735148,1193400,"",2,299846,312358,"","","","","","",2,"","","","","","","","","","","","","","","","","","","","","","","",2,1697926,1730294,n,y,2,796586,802706,n,n,n,2,796586,802706,n,n,y,"","","","","",2,374000,383690,n,n,n,2,566100,582964,n,n,n,"","","","","","","",2,299846,313752,n,n,n,"","","","","","","",""
3,1297610,1476926,G,3,1571072,2099636,"",3,312358,313752,"","","","","",1,2,"","","","","","","","","","","","","","","","","","","","","","","",3,1734068,1734340,n,y,3,806412,811818,n,n,n,3,806412,811818,n,n,y,"","","","","",3,389878,395794,n,y,n,3,595748,599454,n,n,n,"","","","","","","",3,327624,329596,n,n,y,"","","","","","","",""
4,1571072,2099636,NMS,4,2161856,2414476,"",4,313752,327624,"","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","",4,1737808,1739542,n,y,4,818924,825146,n,n,n,4,818924,825146,n,n,y,"","","","","",4,401812,402084,n,n,n,4,619412,623458,n,n,n,"","","","","","","",4,332962,339354,n,n,y,"","","","","","","",""
5,2161856,2479076,NMM,"","","","",5,327624,329596,"","","","","",1,3,"","","","","","","","","","","","","","","","","","","","","","","",5,1741276,1758956,n,y,5,826982,831674,n,n,n,5,826982,831674,n,n,y,"","","","","",5,404566,408850,n,y,n,5,631346,631618,n,n,n,"","","","","","","",5,341496,365534,n,y,y,"","","","","","","",""
6,4500512,4840444,NMM2,"","","","",6,329596,332962,"","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","",6,1791018,1794996,n,y,6,836604,843642,n,n,n,6,836604,843642,n,n,y,"","","","","",6,411128,412420,n,y,n,6,634066,636582,n,n,n,"","","","","","","",6,419662,464304,n,y,n,"","","","","","","",""
"","","","","","","","",7,332962,339354,"","","","","",1,4,"","","","","","","","","","","","","","","","","","","","","","","",7,1797070,1802306,y,n,7,844866,846872,n,n,n,7,844866,846872,n,n,y,"","","","","",7,414120,416296,n,n,n,7,4569090,4571878,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",8,339354,341496,"","","","","",1,"","","","","","","","","","","","","","","","","","","","","","","","",8,1809412,1818558,n,n,8,863396,868938,n,n,n,8,863396,868938,n,n,y,"","","","","",8,418676,419424,n,n,n,8,4580140,4597922,y,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",9,341496,353804,"","","","","",1,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,871522,880838,n,n,n,9,871522,880838,n,n,y,"","","","","",9,2161856,2173892,n,n,n,9,4686560,4687342,n,n,n,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",10,353804,365534,"","","","","","",5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,882028,883082,n,n,n,10,882028,883082,n,n,y,"","","","","",10,2179434,2182154,n,n,n,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
