index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,2471358,2504168,,,,,,,,,28.0,,,,,['popuppals'],0,1
1,2504168,2510322,,,,,,,,,,,,,,no_ops,0,1
2,2510322,2516850,,,,,,,,,,,,,13.0,['xylophone'],0,1
3,2516850,2518651,,,,,,,,,29.0,,,,13.0,"['popuppals', 'xylophone']",0,1
4,2518651,2518652,,,,,,,,,,,,,13.0,['xylophone'],0,1
5,2519774,2524840,,,,,,,,,30.0,,,,,['popuppals'],0,1
6,2525316,2529260,,,,,,,,,,,,,14.0,['xylophone'],0,1
7,2529260,2532354,,,,,,,,,,,,,,no_ops,0,1
8,2532354,2534156,,,,,,,,,31.0,,,,,['popuppals'],0,1
9,2534156,2535686,,,,,,,,,31.0,,,,15.0,"['popuppals', 'xylophone']",0,1
10,2535686,2548028,,,,,,,,,,,,,15.0,['xylophone'],0,1
11,2549184,2576656,,,,,,,,,32.0,,,,,['popuppals'],0,1
12,2576656,2577574,,,,,,,,,32.0,,,,16.0,"['popuppals', 'xylophone']",0,1
13,2577574,2584918,,,,,,,,,,,,,16.0,['xylophone'],0,1
14,2584918,2589134,,,,,,,,,33.0,,,,17.0,"['popuppals', 'xylophone']",0,1
15,2589134,2591276,,,,,,,,,,,,,17.0,['xylophone'],0,1
16,2591276,2591548,,,,,,,,,34.0,,,,18.0,"['popuppals', 'xylophone']",0,1
17,2592772,2597362,,,,,,,,,35.0,,,,,['popuppals'],0,1
18,2599878,2615450,,,,,,,,,,,,,19.0,['xylophone'],0,1
19,2615450,2618578,,,,,,,,,,,,,,no_ops,0,1
20,2618578,2627486,,,,,,,,,36.0,,,,,['popuppals'],0,1
21,2627486,2633912,,,,,,,,,36.0,,,,20.0,"['popuppals', 'xylophone']",0,1
22,2633912,2638128,,,,,,,,,36.0,,,,,['popuppals'],0,1
23,2638128,2641188,,,,,,,,,,,,,,no_ops,0,1
24,2641188,2647852,,,,,,,,,,,,,21.0,['xylophone'],0,1
25,2647920,2656692,,,,,,,,,37.0,,,,,['popuppals'],0,1
26,2656692,2660534,,,,,,,,,37.0,,,,22.0,"['popuppals', 'xylophone']",0,1
27,2660534,2666450,,,,,,,,,37.0,,,,,['popuppals'],0,1
28,2666450,2669816,,,,,,,,,,,,,,no_ops,0,1
29,2669816,2678044,,,,,,,,,,,,,23.0,['xylophone'],0,1
30,2678044,2694806,,,,,,,,,,,,,,no_ops,0,1
31,2694806,2699416,,,,,,,,,38.0,,,,,['popuppals'],0,1
32,2699416,2714254,,,,,,,,,,,,,,no_ops,0,1
33,2714254,2863310,,,,,,,,,,1.0,1.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,2
58,2863310,2866506,,,,,,,,,,,,,,no_ops,0,3
59,2866506,2968098,,,,,,,,,,,5.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,4
