index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,410278.0,442748.0,no_ops,,,,,,,,,,,,,,0,1
1,442748.0,444516.0,['xylophone'],,,,1.0,,,,,,,,,,0,1
2,444516.0,474198.0,no_ops,,,,,,,,,,,,,,0,1
3,474198.0,490178.0,['bricks'],1.0,,,,,,,,,,,,,0,1
4,490178.0,500752.0,no_ops,,,,,,,,,,,,,,0,1
5,500752.0,512856.0,['bricks'],2.0,,,,,,,,,,,,,0,1
6,512856.0,526048.0,no_ops,,,,,,,,,,,,,,0,1
7,526048.0,540804.0,['shape_sorter'],,,,,1.0,,,,,,,,,1,2
8,540804.0,560456.0,no_ops,,,,,,,,,,,,,,0,3
9,560456.0,675410.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,2.0,,,,,,,,,1,4
20,675410.0,692682.0,no_ops,,,,,,,,,,,,,,0,5
21,692682.0,758676.0,['shape_sorter'],,,,,4.0,,,,,,,,,1,6
22,758676.0,770236.0,no_ops,,,,,,,,,,,,,,0,7
23,770236.0,801856.0,['popuppals'],,,1.0,,,,,,,,,,,0,7
24,801856.0,805324.0,no_ops,,,,,,,,,,,,,,0,7
25,805324.0,817530.0,['bricks'],3.0,,,,,,,,,,,,,0,7
26,817530.0,828920.0,no_ops,,,,,,,,,,,,,,0,7
27,828920.0,863804.0,['shape_sorter'],,,,,5.0,,,,,,,,,1,8
28,863804.0,868496.0,no_ops,,,,,,,,,,,,,,0,9
29,868496.0,885326.0,['popuppals'],,,2.0,,,,,,,,,,,0,9
30,885326.0,913206.0,no_ops,,,,,,,,,,,,,,0,9
31,913206.0,935850.0,['shape_sorter'],,,,,6.0,,,,,,,,,1,10
32,938672.0,943704.0,['bricks'],5.0,,,,,,,,,,,,,0,11
33,943704.0,948634.0,no_ops,,,,,,,,,,,,,,0,11
34,948634.0,955230.0,['bricks'],6.0,,,,,,,,,,,,,0,11
35,955230.0,989604.0,no_ops,,,,,,,,,,,,,,0,11
