index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,1634074,1639242.0,,,,,,,,,,6.0,,,,['shape_sorter'],1,1
1,1639242,1644614.0,,,,,,,,,,,,,,no_ops,0,2
2,1644614,1658792.0,1.0,,,,,,,,,,,,,['bricks'],0,2
3,1658792,1665966.0,,,,,,,,,,,,,,no_ops,0,2
4,1665966,1676948.0,,,,,,,,,,7.0,,,,['shape_sorter'],1,3
5,1676948,1682320.0,,,,,,,,,,,,,,no_ops,0,4
6,1682320,1686332.0,5.0,,,,,,,,,,,,,['bricks'],0,4
7,1686332,1690718.0,,,,,,,,,,,,,,no_ops,0,4
8,1690718,1751102.0,,,,,,,,,30.0,,,,,['popuppals'],0,4
9,1751102,1751408.0,6.0,,,,,,,,32.0,,,,,"['bricks', 'popuppals']",0,4
10,1751408,1757698.0,6.0,,,,,,,,,,,,,['bricks'],0,4
11,1757698,1767354.0,,,,,,,,,,,,,,no_ops,0,4
12,1767354,1784966.0,,,,,,,,,,9.0,,,,['shape_sorter'],1,5
13,1784966,1792106.0,,,,,,,,,,,,,,no_ops,0,6
14,1792106,1793908.0,,,,,,,,,33.0,,,,,['popuppals'],0,6
15,1793908,1808494.0,,,,,,,,,33.0,,,,10.0,"['popuppals', 'xylophone']",0,6
16,1808494,1809514.0,,,,,,,,,,,,,10.0,['xylophone'],0,6
17,1812472,1814784.0,,,,,,,,,,10.0,,,,['shape_sorter'],1,7
18,1814784,1820870.0,,,,,,,,,,,,,,no_ops,0,8
19,1820870,1821346.0,,,,,,,,,34.0,,,,,['popuppals'],0,8
20,1821346,1879826.0,,,,,,,,,,,,,,no_ops,0,8
21,1879826,1914200.0,,,,,,,,,35.0,,,,,['popuppals'],0,8
22,1914200,1914404.0,,,,,,,,,35.0,,,,11.0,"['popuppals', 'xylophone']",0,8
23,1914404,1926168.0,,,,,,,,,,,,,11.0,['xylophone'],0,8
24,1926168,1932356.0,,,,,,,,,,,,,,no_ops,0,8
25,1932356,1933614.0,,,,,,,,,,11.0,,,,['shape_sorter'],1,9
26,1933614,1945276.0,,,,,,,,,36.0,11.0,,,,"['popuppals', 'shape_sorter']",0,10
27,1945276,2028236.0,,,,,,,,,,11.0,,,,"['shape_sorter_blocks', 'shape_sorter']",1,11
34,2028236,2034696.0,,,,,,,,,,,,,,no_ops,0,12
35,2034696,2034764.0,,,,,,,,,,16.0,,,,['shape_sorter'],1,13
36,2034764,2047548.0,,,,,,,,,,,,,,no_ops,0,14
37,2047548,2065262.0,,,,,,,,,,17.0,,,,"['shape_sorter_blocks', 'shape_sorter']",1,15
40,2065262,2073048.0,,,,,,,,,37.0,,3.0,,,"['popuppals', 'shape_sorter_blocks']",0,16
41,2073048,2075734.0,,,,,,,,,,,3.0,,,['shape_sorter_blocks'],1,17
42,2075734,2080834.0,,,,,,,,,38.0,,3.0,,,"['popuppals', 'shape_sorter_blocks']",0,18
43,2080834,2084030.0,,,,,,,,,,,3.0,,,['shape_sorter_blocks'],1,19
44,2084030,2099534.0,,,,,,,,,39.0,,3.0,,,"['popuppals', 'shape_sorter_blocks']",0,20
45,2099534,2109122.0,,,,,,,,,,,3.0,,,['shape_sorter_blocks'],1,21
46,2109122,2120376.0,,,,,,,,,40.0,,3.0,,,"['popuppals', 'shape_sorter_blocks']",0,22
47,2120376,2127856.0,,,,,,,,,40.0,,,,,['popuppals'],0,22
48,2127856,2129522.0,,,,,,,,,40.0,18.0,,,,"['popuppals', 'shape_sorter']",0,22
49,2129522,2134384.0,,,,,,,,,40.0,,,,,['popuppals'],0,22
50,2135200,2137478.0,,,,,,,,,,,4.0,,,['shape_sorter_blocks'],1,23
51,2137478,2141830.0,,,,,,,,,,,,,,no_ops,0,24
