index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,2201330.0,2227374.0,['xylophone'],,,,3.0,,,,,,,,,,0,1
1,2230264.0,2245496.0,['pig'],,10.0,,,,,,,,,,,,0,1
2,2248012.0,2415122.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,10.0,,,,,,,,,1,2
26,2415122.0,2447218.0,"['pig', 'shape_sorter_blocks']",,11.0,,,,17.0,,,,,,,,0,3
27,2447218.0,2456704.0,['pig'],,11.0,,,,,,,,,,,,0,3
28,2456704.0,2462620.0,no_ops,,,,,,,,,,,,,,0,3
29,2462620.0,2471460.0,['xylophone'],,,,4.0,,,,,,,,,,0,3
30,2471460.0,2477750.0,no_ops,,,,,,,,,,,,,,0,3
31,2477750.0,2497028.0,['bricks'],5.0,,,,,,,,,,,,,0,3
32,2497028.0,2502298.0,no_ops,,,,,,,,,,,,,,0,3
33,2502298.0,2510628.0,['shape_sorter'],,,,,15.0,,,,,,,,,1,4
34,2510628.0,2524636.0,no_ops,,,,,,,,,,,,,,0,5
35,2524636.0,2536434.0,['popuppals'],,,2.0,,,,,,,,,,,0,5
36,2536434.0,2605386.0,no_ops,,,,,,,,,,,,,,0,5
37,2605386.0,2607766.0,['xylophone'],,,,5.0,,,,,,,,,,0,5
38,2607766.0,2612798.0,no_ops,,,,,,,,,,,,,,0,5
39,2612798.0,2626296.0,['pig'],,12.0,,,,,,,,,,,,0,5
40,2626296.0,2634388.0,no_ops,,,,,,,,,,,,,,0,5
41,2634388.0,2640372.0,['shape_sorter_blocks'],,,,,,18.0,,,,,,,,1,6
42,2640372.0,2704666.0,no_ops,,,,,,,,,,,,,,0,7
