index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,929492.0,952238,"['shape_sorter_blocks', 'shape_sorter']",,,,,1.0,1.0,,,,,,,,1,1
2,952238.0,966280,no_ops,,,,,,,,,,,,,,0,2
3,966280.0,974066,['shape_sorter'],,,,,2.0,,,,,,,,,1,3
4,974066.0,978316,no_ops,,,,,,,,,,,,,,0,4
5,978316.0,1017110,"['shape_sorter_blocks', 'shape_sorter']",,,,,3.0,,,,,,,,,1,5
13,1017110.0,1025134,no_ops,,,,,,,,,,,,,,0,6
14,1025134.0,1034926,['xylophone'],,,,1.0,,,,,,,,,,0,6
15,1034926.0,1039040,no_ops,,,,,,,,,,,,,,0,6
16,1039040.0,1061174,"['shape_sorter_blocks', 'shape_sorter']",,,,,7.0,,,,,,,,,1,7
18,1061174.0,1074808,"['popuppals', 'shape_sorter_blocks']",,,1.0,,,3.0,,,,,,,,0,8
19,1074808.0,1078276,['shape_sorter_blocks'],,,,,,3.0,,,,,,,,1,9
20,1078276.0,1081608,"['xylophone', 'shape_sorter_blocks']",,,,2.0,,3.0,,,,,,,,0,10
21,1081608.0,1087966,['shape_sorter_blocks'],,,,,,3.0,,,,,,,,1,11
22,1087966.0,1111154,"['bricks', 'shape_sorter_blocks']",1.0,,,,,3.0,,,,,,,,0,12
23,1111154.0,1118770,['shape_sorter_blocks'],,,,,,3.0,,,,,,,,1,13
24,1118770.0,1119620,"['popuppals', 'shape_sorter_blocks']",,,2.0,,,3.0,,,,,,,,0,14
25,1119620.0,1122714,['shape_sorter_blocks'],,,,,,3.0,,,,,,,,1,15
26,1122714.0,1125162,"['xylophone', 'shape_sorter_blocks']",,,,3.0,,3.0,,,,,,,,0,16
27,1125162.0,1205096,"['shape_sorter_blocks', 'shape_sorter']",,,,,,3.0,,,,,,,,1,17
32,1205096.0,1220396,"['pig', 'shape_sorter_blocks']",,1.0,,,,3.0,,,,,,,,0,18
33,1220396.0,1221212,['shape_sorter_blocks'],,,,,,3.0,,,,,,,,1,19
34,1221212.0,1229814,"['pig', 'shape_sorter_blocks']",,2.0,,,,3.0,,,,,,,,0,20
35,1229814.0,1246406,['shape_sorter_blocks'],,,,,,3.0,,,,,,,,1,21
36,1246406.0,1267758,"['popuppals', 'shape_sorter_blocks']",,,3.0,,,3.0,,,,,,,,0,22
37,1267758.0,1270648,['shape_sorter_blocks'],,,,,,3.0,,,,,,,,1,23
38,1270648.0,1280100,"['xylophone', 'shape_sorter_blocks']",,,,4.0,,3.0,,,,,,,,0,24
39,1280100.0,1416168,['shape_sorter_blocks'],,,,,,3.0,,,,,,,,1,25
