index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,2400196,2473636.0,,,,,,,,,,7.0,6.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,1
7,2473636,2559214.0,,,,,,,,,,,,,,no_ops,0,2
8,2559214,2577676.0,9.0,,,,,,,,,,,,,['bricks'],0,2
9,2577676,2580736.0,,,,,,,,,,,,,,no_ops,0,2
10,2580736,2595118.0,11.0,,,,,,,,,,,,,['bricks'],0,2
11,2595118,2600490.0,,,,,,,,,,,,,,no_ops,0,2
12,2600490,2601748.0,,,,,,,,,4.0,,,,,['popuppals'],0,2
13,2604230,2607800.0,,,,,,,,,,,,,3.0,['xylophone'],0,2
14,2607800,2748220.0,,,,,,,,,,,,,,no_ops,0,2
15,2748220,2796738.0,,,,,,,,,,,8.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,3
27,2796738,2849404.0,,,,,,,,,,,,,,no_ops,0,4
28,2849404,2851716.0,,,,,,,,3.0,,,,,,['pig'],0,4
29,2851716,2865724.0,,,,,,,,,,,,,,no_ops,0,4
30,2865724,2869192.0,,,,,,,,,,,,,4.0,['xylophone'],0,4
31,2869192,2908564.0,,,,,,,,,,,,,,no_ops,0,4
