index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,1722032,1725976,6.0,,,,,,,,,,,,,['bricks'],0,1
1,1725976,1731042,,,,,,,,,,,,,,no_ops,0,1
2,1731042,1734952,,,,,,,,,11.0,,,,,['popuppals'],0,1
3,1734952,1742534,,,,,,,,,11.0,,,,8.0,"['popuppals', 'xylophone']",0,1
4,1742534,1792480,,,,,,,,,11.0,,,,,['popuppals'],0,1
5,1792480,1795642,,,,,,,,,,,,,,no_ops,0,1
6,1795642,1853680,,,,,,,,,12.0,,,,,['popuppals'],0,1
7,1853680,1862248,,,,,,,,,,,,,,no_ops,0,1
8,1862248,1963636,,,,,,,,,,14.0,,,,"['shape_sorter_blocks', 'shape_sorter']",1,2
30,1963636,1963704,7.0,,,,,,,,,22.0,,,,"['bricks', 'shape_sorter']",0,3
31,1963704,1965336,7.0,,,,,,,,,,,,,['bricks'],0,3
32,1968022,2067132,,,,,,,,,,23.0,,,,"['shape_sorter_blocks', 'shape_sorter']",1,4
49,2067676,2067744,8.0,,,,,,,,,,,,,['bricks'],0,5
50,2067744,2072368,,,,,,,,,,,,,,no_ops,0,5
51,2072368,2095046,,,,,,,,2.0,,,,,,['pig'],0,5
52,2095046,2095182,,,,,,,,3.0,,,,,9.0,"['pig', 'xylophone']",0,5
53,2095182,2100860,,,,,,,,,,,,,9.0,['xylophone'],0,5
54,2100860,2114460,,,,,,,,,,,,,,no_ops,0,5
55,2114460,2172532,,,,,,,,,,,15.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,6
72,2172532,2182970,,,,,,,,,,,,,,no_ops,0,7
73,2182970,2191708,,,,,,,,,,,21.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,8
75,2191708,2195720,,,,,,,,,,,,,,no_ops,0,9
76,2195720,2199970,,,,,,,,,,35.0,,,,['shape_sorter'],1,10
77,2199970,2221968,9.0,,,,,,,,,35.0,,,,"['bricks', 'shape_sorter']",0,11
78,2221968,2236758,9.0,,,,,,,,,,,,,['bricks'],0,11
