index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0.0,1735292.0,1739508.0,,,,,,,,,,,,,4.0,['xylophone'],0.0,1.0
1.0,1739508.0,1755828.0,,,,,,,,,,,,,,no_ops,0.0,1.0
2.0,1755828.0,1794996.0,,,,,,,,,,4.0,,,,['shape_sorter'],1.0,2.0
3.0,1794996.0,1823658.0,,,,,,,,,,,,,,no_ops,0.0,3.0
4.0,1823658.0,1895772.0,,,,,,,,,,,2.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,4.0
15.0,1895772.0,1898968.0,,,,,,,,,,,,,,no_ops,0.0,5.0
16.0,1898968.0,1916546.0,,,,,,,,,,12.0,7.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,6.0
18.0,1916546.0,1931098.0,,,,,,,,,,,,,,no_ops,0.0,7.0
19.0,1931098.0,1937524.0,,,,,,,,2.0,,,,,,['pig'],0.0,7.0
20.0,1937524.0,1943814.0,,,,,,,,,,,,,,no_ops,0.0,7.0
21.0,1943814.0,1958128.0,,,,,,,,,,13.0,,,,['shape_sorter'],1.0,8.0
22.0,1958128.0,1997772.0,,,,,,,,,,,,,,no_ops,0.0,9.0
23.0,1997772.0,2001002.0,,,,,,,,,,,,,5.0,['xylophone'],0.0,9.0
24.0,2001002.0,2038572.0,,,,,,,,,,,,,,no_ops,0.0,9.0
0.0,1735292.0,1739508.0,,,,,,,,,,,,,4.0,['xylophone'],0.0,1.0
1.0,1739508.0,1755828.0,,,,,,,,,,,,,,no_ops,0.0,1.0
2.0,1755828.0,1794996.0,,,,,,,,,,4.0,,,,['shape_sorter'],1.0,2.0
3.0,1794996.0,1823658.0,,,,,,,,,,,,,,no_ops,0.0,3.0
4.0,1823658.0,1895772.0,,,,,,,,,,,2.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,4.0
15.0,1895772.0,1898968.0,,,,,,,,,,,,,,no_ops,0.0,5.0
16.0,1898968.0,1916546.0,,,,,,,,,,12.0,7.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,6.0
18.0,1916546.0,1931098.0,,,,,,,,,,,,,,no_ops,0.0,7.0
19.0,1931098.0,1937524.0,,,,,,,,2.0,,,,,,['pig'],0.0,7.0
20.0,1937524.0,1943814.0,,,,,,,,,,,,,,no_ops,0.0,7.0
21.0,1943814.0,1958128.0,,,,,,,,,,13.0,,,,['shape_sorter'],1.0,8.0
22.0,1958128.0,1997772.0,,,,,,,,,,,,,,no_ops,0.0,9.0
23.0,1997772.0,2001002.0,,,,,,,,,,,,,5.0,['xylophone'],0.0,9.0
24.0,2001002.0,2038572.0,,,,,,,,,,,,,,no_ops,0.0,9.0
,2068356.0,2089164.0,,,,,,,,,,,,,,no_ops,,
,2089164.0,2104226.0,,,,,,,,,,15.0,,,,['shape_sorter'],,
,2104226.0,2127244.0,,,,,,,,,,,,,,no_ops,,
,2127244.0,2147746.0,,,,,,,,,14.0,,,,,['popuppals'],,
,2147746.0,2188002.0,,,,,,,,,,,,,,no_ops,,
