index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0,2239522,2241382.0,,,,,,,,,,,,,15.0,['xylophone'],0,1
1,2241382,2246312.0,,,,,,,,,,,,,,no_ops,0,1
2,2246312,2260184.0,,,,,,,,3.0,,,,,,['pig'],0,1
3,2261374,2357390.0,,,,,,,,,20.0,,,,,['popuppals'],0,1
4,2357390,2367250.0,,,,,,,,,,,,,,no_ops,0,1
5,2367250,2378232.0,,,,,,,,4.0,,,,,,['pig'],0,1
6,2378232,2382856.0,,,,,,,,4.0,,,,,16.0,"['pig', 'xylophone']",0,1
7,2382856,2386392.0,,,,,,,,4.0,,,,,,['pig'],0,1
8,2386392,2390574.0,,,,,,,,4.0,22.0,,,,,"['pig', 'popuppals']",0,1
9,2390574,2405500.0,,,,,,,,4.0,,,,,,['pig'],0,1
10,2405500,2413048.0,,,,,,,,4.0,23.0,,,,,"['pig', 'popuppals']",0,1
11,2413048,2440724.0,,,,,,,,,23.0,,,,,['popuppals'],0,1
12,2440724,2444702.0,,,,,,,,,,,,,,no_ops,0,1
13,2444702,2451570.0,,,,,,,,,,,,,17.0,['xylophone'],0,1
14,2451570,2467278.0,,,,,,,,,,,,,,no_ops,0,1
15,2467278,2467652.0,,,,,,,,,24.0,,,,,['popuppals'],0,1
16,2468060,2470100.0,,,,,,,,,,,,,18.0,['xylophone'],0,1
17,2470372,2499680.0,,,,,,,,,25.0,,,,,['popuppals'],0,1
18,2499680,2509030.0,,,,,,,,,,,,,,no_ops,0,1
19,2509030,2521236.0,,,,,,,,,,12.0,,,,['shape_sorter'],1,2
20,2521236,2526132.0,,,,,,,,,,,,,,no_ops,0,3
21,2526132,2537896.0,,,,,,,,,,13.0,,,,['shape_sorter'],1,4
22,2537896,2549456.0,,,,,,,,,,,,,,no_ops,0,5
23,2549456,2575738.0,,,,,,,,,,,1.0,,,['shape_sorter_blocks'],1,6
24,2575738,2578900.0,,,,,,,,,,,,,,no_ops,0,7
25,2578900,2598110.0,,,,,,,,,,14.0,,,,['shape_sorter'],1,8
26,2598110,2608990.0,,,,,,,,,,,,,,no_ops,0,9
27,2608990,2611574.0,1.0,,,,,,,,,,,,,['bricks'],0,9
28,2611574,2616266.0,,,,,,,,,,,,,,no_ops,0,9
29,2616266,2633674.0,,,,,,,,,26.0,,,,,['popuppals'],0,9
30,2635170,2680492.0,,,,,,,,,,15.0,,,,"['shape_sorter_blocks', 'shape_sorter']",1,10
40,2680492,2686748.0,,,,,,,,,,,,,,no_ops,0,11
41,2686748,2734926.0,,,,,,,,,,20.0,4.0,,,"['shape_sorter_blocks', 'shape_sorter']",1,12
