index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0.0,1850824.0,1853408.0,,,,,,,,,,1.0,,,,['shape_sorter'],1.0,1.0
1.0,1853408.0,1890298.0,,,,,,,,,,,,,,no_ops,0.0,2.0
2.0,1890298.0,1916818.0,1.0,,,,,,,,,,,,,['bricks'],0.0,2.0
3.0,1916818.0,1920490.0,,,,,,,,,,,,,,no_ops,0.0,2.0
4.0,1920490.0,1945752.0,2.0,,,,,,,,,,,,,['bricks'],0.0,2.0
5.0,1945752.0,1965268.0,,,,,,,,,,,,,,no_ops,0.0,2.0
6.0,1965268.0,2033812.0,,,,,,,,,,,1.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,3.0
9.0,2033812.0,2061148.0,,,,,,,,,,,,,,no_ops,0.0,4.0
10.0,2061148.0,2095794.0,,,,,,,,,,,,,7.0,['xylophone'],0.0,4.0
11.0,2095794.0,2106708.0,,,,,,,,,,,,,,no_ops,0.0,4.0
0.0,1850824.0,1853408.0,,,,,,,,,,1.0,,,,['shape_sorter'],1.0,1.0
1.0,1853408.0,1890298.0,,,,,,,,,,,,,,no_ops,0.0,2.0
2.0,1890298.0,1916818.0,1.0,,,,,,,,,,,,,['bricks'],0.0,2.0
3.0,1916818.0,1920490.0,,,,,,,,,,,,,,no_ops,0.0,2.0
4.0,1920490.0,1945752.0,2.0,,,,,,,,,,,,,['bricks'],0.0,2.0
5.0,1945752.0,1965268.0,,,,,,,,,,,,,,no_ops,0.0,2.0
6.0,1965268.0,2033812.0,,,,,,,,,,,1.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,3.0
9.0,2033812.0,2061148.0,,,,,,,,,,,,,,no_ops,0.0,4.0
10.0,2061148.0,2095794.0,,,,,,,,,,,,,7.0,['xylophone'],0.0,4.0
11.0,2095794.0,2106708.0,,,,,,,,,,,,,,no_ops,0.0,4.0
,2142748.0,2220200.0,,,,,,,,,,,,,,no_ops,,
,2220200.0,2223328.0,,,,,,,,,26.0,,,,,['popuppals'],,
,2223328.0,2333964.0,,,,,,,,,,,,,,no_ops,,
