index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,2333590.0,2339574.0,no_ops,,,,,,,,,,,,,,0,1
1,2339574.0,2353072.0,['shape_sorter'],,,,,15.0,,,,,,,,,1,2
2,2353072.0,2362524.0,no_ops,,,,,,,,,,,,,,0,3
3,2362524.0,2365550.0,['shape_sorter'],,,,,16.0,,,,,,,,,1,4
4,2365550.0,2370820.0,no_ops,,,,,,,,,,,,,,0,5
5,2370820.0,2377348.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,12.0,,,,,,,,1,6
8,2377348.0,2382414.0,no_ops,,,,,,,,,,,,,,0,7
9,2382414.0,2394824.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,13.0,,,,,,,,1,8
14,2394824.0,2400434.0,no_ops,,,,,,,,,,,,,,0,9
15,2400434.0,2405772.0,['pig'],,2.0,,,,,,,,,,,,0,9
16,2405772.0,2418488.0,no_ops,,,,,,,,,,,,,,0,9
0,2333590.0,2339574.0,no_ops,,,,,,,,,,,,,,0,1
1,2339574.0,2353072.0,['shape_sorter'],,,,,15.0,,,,,,,,,1,2
2,2353072.0,2362524.0,no_ops,,,,,,,,,,,,,,0,3
3,2362524.0,2365550.0,['shape_sorter'],,,,,16.0,,,,,,,,,1,4
4,2365550.0,2370820.0,no_ops,,,,,,,,,,,,,,0,5
5,2370820.0,2377348.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,12.0,,,,,,,,1,6
8,2377348.0,2382414.0,no_ops,,,,,,,,,,,,,,0,7
9,2382414.0,2394824.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,13.0,,,,,,,,1,8
14,2394824.0,2400434.0,no_ops,,,,,,,,,,,,,,0,9
15,2400434.0,2405772.0,['pig'],,2.0,,,,,,,,,,,,0,9
16,2405772.0,2418488.0,no_ops,,,,,,,,,,,,,,0,9
0,2499782.0,2525758.0,no_ops,,,,,,,,,,,,,,0,1
1,2525758.0,2547450.0,['bricks'],20.0,,,,,,,,,,,,,0,1
2,2547450.0,2550884.0,no_ops,,,,,,,,,,,,,,0,1
3,2550884.0,2556936.0,['bricks'],23.0,,,,,,,,,,,,,0,1
4,2556936.0,2583422.0,no_ops,,,,,,,,,,,,,,0,1
5,2583422.0,2593690.0,['bricks'],24.0,,,,,,,,,,,,,0,1
6,2593690.0,2618068.0,no_ops,,,,,,,,,,,,,,0,1
7,2618068.0,2624562.0,['shape_sorter'],,,,,19.0,,,,,,,,,1,2
8,2624562.0,2628098.0,no_ops,,,,,,,,,,,,,,0,3
9,2628098.0,2654856.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,20.0,,,,,,,,,1,4
12,2654856.0,2657916.0,no_ops,,,,,,,,,,,,,,0,5
13,2657916.0,2666144.0,['shape_sorter'],,,,,22.0,,,,,,,,,1,6
14,2666144.0,2670666.0,no_ops,,,,,,,,,,,,,,0,7
15,2670666.0,2715750.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,16.0,,,,,,,,1,8
25,2715750.0,2719626.0,no_ops,,,,,,,,,,,,,,0,9
26,2719626.0,2752334.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,27.0,,,,,,,,,1,10
30,2752334.0,2757162.0,no_ops,,,,,,,,,,,,,,0,11
31,2757162.0,2761106.0,['shape_sorter_blocks'],,,,,,20.0,,,,,,,,1,12
32,2761106.0,2762126.0,"['bricks', 'shape_sorter_blocks']",25.0,,,,,20.0,,,,,,,,0,13
33,2762126.0,2769028.0,['bricks'],25.0,,,,,,,,,,,,,0,13
34,2769028.0,2774808.0,no_ops,,,,,,,,,,,,,,0,13
35,2774808.0,2787796.0,['bricks'],27.0,,,,,,,,,,,,,0,13
36,2787796.0,2832880.0,no_ops,,,,,,,,,,,,,,0,13
37,2832880.0,2837912.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,21.0,,,,,,,,1,14
40,2837912.0,2841108.0,no_ops,,,,,,,,,,,,,,0,15
41,2841108.0,2852872.0,['shape_sorter'],,,,,31.0,,,,,,,,,1,16
42,2852872.0,2861406.0,no_ops,,,,,,,,,,,,,,0,17
43,2861406.0,2869770.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,22.0,,,,,,,,1,18
46,2869770.0,2877250.0,no_ops,,,,,,,,,,,,,,0,19
47,2877250.0,2887280.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,23.0,,,,,,,,1,20
50,2887280.0,2892006.0,no_ops,,,,,,,,,,,,,,0,21
51,2892006.0,2912270.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,35.0,,,,,,,,,1,22
56,2912270.0,2918288.0,no_ops,,,,,,,,,,,,,,0,23
57,2918288.0,2938654.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,25.0,,,,,,,,1,24
66,2938654.0,2944128.0,no_ops,,,,,,,,,,,,,,0,25
67,2944128.0,2947460.0,['xylophone'],,,,7.0,,,,,,,,,,0,25
68,2947460.0,2952084.0,no_ops,,,,,,,,,,,,,,0,25
69,2952084.0,2956674.0,['shape_sorter'],,,,,42.0,,,,,,,,,1,26
70,2956674.0,2962692.0,no_ops,,,,,,,,,,,,,,0,27
