index,onset,offset,bricks_ord,bucket_ord,balls_ord,broom_ord,clear_ball_ord,food_ord,grocery_cart_ord,pig_ord,popuppals_ord,shape_sorter_ord,shape_sorter_blocks_ord,stroller_ord,xylophone_ord,toy,contain,g
0.0,2267052.0,2283168.0,5.0,,,,,,,,,,,,,['bricks'],0.0,1.0
1.0,2283168.0,2289016.0,,,,,,,,,,,,,,no_ops,0.0,1.0
2.0,2289016.0,2301936.0,7.0,,,,,,,,,,,,,['bricks'],0.0,1.0
3.0,2301936.0,2305710.0,,,,,,,,,,,,,,no_ops,0.0,1.0
4.0,2305710.0,2323594.0,8.0,,,,,,,,,,,,,['bricks'],0.0,1.0
5.0,2323594.0,2328796.0,,,,,,,,,,,,,,no_ops,0.0,1.0
6.0,2328796.0,2339812.0,9.0,,,,,,,,,,,,,['bricks'],0.0,1.0
7.0,2339812.0,2356404.0,,,,,,,,,,,,,,no_ops,0.0,1.0
8.0,2356404.0,2364836.0,10.0,,,,,,,,,,,,,['bricks'],0.0,1.0
9.0,2364836.0,2379116.0,,,,,,,,,,,,,,no_ops,0.0,1.0
10.0,2379116.0,2395436.0,,,,,,,,,,33.0,,,,['shape_sorter'],1.0,2.0
11.0,2395436.0,2405908.0,,,,,,,,,,,,,,no_ops,0.0,3.0
12.0,2405908.0,2457248.0,,,,,,,,,,,14.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,4.0
17.0,2457248.0,2460410.0,,,,,,,,,,,,,,no_ops,0.0,5.0
18.0,2460410.0,2470440.0,,,,,,,,,,,15.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,6.0
20.0,2471664.0,2485400.0,12.0,,,,,,,,,,,,,['bricks'],0.0,7.0
21.0,2486828.0,2496654.0,,,,,,,,,,,16.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,8.0
23.0,2496654.0,2508996.0,,,,,,,,,,,,,,no_ops,0.0,9.0
24.0,2508996.0,2516884.0,,,,,,,,,,,,,11.0,['xylophone'],0.0,9.0
25.0,2519706.0,2552992.0,,,,,,,,,3.0,,,,,['popuppals'],0.0,9.0
26.0,2552992.0,2558432.0,,,,,,,,,,,,,,no_ops,0.0,9.0
27.0,2558432.0,2565708.0,,,,,,,,,4.0,,,,,['popuppals'],0.0,9.0
28.0,2565708.0,2575160.0,,,,,,,,,,,,,,no_ops,0.0,9.0
29.0,2575160.0,2586312.0,,,,,,,,,5.0,,,,,['popuppals'],0.0,9.0
30.0,2586312.0,2619666.0,,,,,,,,,,,,,,no_ops,0.0,9.0
31.0,2619666.0,2630512.0,,,,,,,,,,38.0,17.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,10.0
35.0,2630512.0,2635578.0,,,,,,,,,,,,,,no_ops,0.0,11.0
36.0,2635578.0,2648090.0,,,,,,,,,,,18.0,,,['shape_sorter_blocks'],1.0,12.0
37.0,2648090.0,2654142.0,,,,,,,,,6.0,,18.0,,,"['popuppals', 'shape_sorter_blocks']",0.0,13.0
38.0,2654142.0,2656692.0,,,,,,,,,,,18.0,,,['shape_sorter_blocks'],1.0,14.0
39.0,2656692.0,2659412.0,13.0,,,,,,,,,,18.0,,,"['bricks', 'shape_sorter_blocks']",0.0,15.0
40.0,2659412.0,2660126.0,,,,,,,,,,,18.0,,,['shape_sorter_blocks'],1.0,16.0
41.0,2660126.0,2663832.0,,,,,,,,,7.0,,18.0,,,"['popuppals', 'shape_sorter_blocks']",0.0,17.0
42.0,2663832.0,2675868.0,,,,,,,,,7.0,,,,,['popuppals'],0.0,17.0
43.0,2675868.0,2679642.0,,,,,,,,,7.0,,19.0,,,"['popuppals', 'shape_sorter_blocks']",0.0,17.0
44.0,2679642.0,2681070.0,14.0,,,,,,,,7.0,,19.0,,,"['bricks', 'popuppals', 'shape_sorter_blocks']",0.0,17.0
45.0,2681070.0,2681410.0,,,,,,,,,7.0,,19.0,,,"['popuppals', 'shape_sorter_blocks']",0.0,17.0
46.0,2681410.0,2682634.0,,,,,,,,,,,19.0,,,['shape_sorter_blocks'],1.0,18.0
47.0,2682634.0,2684232.0,,,,,,,,,8.0,,19.0,,,"['popuppals', 'shape_sorter_blocks']",0.0,19.0
48.0,2684232.0,2714220.0,,,,,,,,,,,19.0,,,['shape_sorter_blocks'],1.0,20.0
49.0,2714220.0,2726664.0,,,,,,,,,,,,,,no_ops,0.0,21.0
0.0,2267052.0,2283168.0,5.0,,,,,,,,,,,,,['bricks'],0.0,1.0
1.0,2283168.0,2289016.0,,,,,,,,,,,,,,no_ops,0.0,1.0
2.0,2289016.0,2301936.0,7.0,,,,,,,,,,,,,['bricks'],0.0,1.0
3.0,2301936.0,2305710.0,,,,,,,,,,,,,,no_ops,0.0,1.0
4.0,2305710.0,2323594.0,8.0,,,,,,,,,,,,,['bricks'],0.0,1.0
5.0,2323594.0,2328796.0,,,,,,,,,,,,,,no_ops,0.0,1.0
6.0,2328796.0,2339812.0,9.0,,,,,,,,,,,,,['bricks'],0.0,1.0
7.0,2339812.0,2356404.0,,,,,,,,,,,,,,no_ops,0.0,1.0
8.0,2356404.0,2364836.0,10.0,,,,,,,,,,,,,['bricks'],0.0,1.0
9.0,2364836.0,2379116.0,,,,,,,,,,,,,,no_ops,0.0,1.0
10.0,2379116.0,2395436.0,,,,,,,,,,33.0,,,,['shape_sorter'],1.0,2.0
11.0,2395436.0,2405908.0,,,,,,,,,,,,,,no_ops,0.0,3.0
12.0,2405908.0,2457248.0,,,,,,,,,,,14.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,4.0
17.0,2457248.0,2460410.0,,,,,,,,,,,,,,no_ops,0.0,5.0
18.0,2460410.0,2470440.0,,,,,,,,,,,15.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,6.0
20.0,2471664.0,2485400.0,12.0,,,,,,,,,,,,,['bricks'],0.0,7.0
21.0,2486828.0,2496654.0,,,,,,,,,,,16.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,8.0
23.0,2496654.0,2508996.0,,,,,,,,,,,,,,no_ops,0.0,9.0
24.0,2508996.0,2516884.0,,,,,,,,,,,,,11.0,['xylophone'],0.0,9.0
25.0,2519706.0,2552992.0,,,,,,,,,3.0,,,,,['popuppals'],0.0,9.0
26.0,2552992.0,2558432.0,,,,,,,,,,,,,,no_ops,0.0,9.0
27.0,2558432.0,2565708.0,,,,,,,,,4.0,,,,,['popuppals'],0.0,9.0
28.0,2565708.0,2575160.0,,,,,,,,,,,,,,no_ops,0.0,9.0
29.0,2575160.0,2586312.0,,,,,,,,,5.0,,,,,['popuppals'],0.0,9.0
30.0,2586312.0,2619666.0,,,,,,,,,,,,,,no_ops,0.0,9.0
31.0,2619666.0,2630512.0,,,,,,,,,,38.0,17.0,,,"['shape_sorter_blocks', 'shape_sorter']",1.0,10.0
35.0,2630512.0,2635578.0,,,,,,,,,,,,,,no_ops,0.0,11.0
36.0,2635578.0,2648090.0,,,,,,,,,,,18.0,,,['shape_sorter_blocks'],1.0,12.0
37.0,2648090.0,2654142.0,,,,,,,,,6.0,,18.0,,,"['popuppals', 'shape_sorter_blocks']",0.0,13.0
38.0,2654142.0,2656692.0,,,,,,,,,,,18.0,,,['shape_sorter_blocks'],1.0,14.0
39.0,2656692.0,2659412.0,13.0,,,,,,,,,,18.0,,,"['bricks', 'shape_sorter_blocks']",0.0,15.0
40.0,2659412.0,2660126.0,,,,,,,,,,,18.0,,,['shape_sorter_blocks'],1.0,16.0
41.0,2660126.0,2663832.0,,,,,,,,,7.0,,18.0,,,"['popuppals', 'shape_sorter_blocks']",0.0,17.0
42.0,2663832.0,2675868.0,,,,,,,,,7.0,,,,,['popuppals'],0.0,17.0
43.0,2675868.0,2679642.0,,,,,,,,,7.0,,19.0,,,"['popuppals', 'shape_sorter_blocks']",0.0,17.0
44.0,2679642.0,2681070.0,14.0,,,,,,,,7.0,,19.0,,,"['bricks', 'popuppals', 'shape_sorter_blocks']",0.0,17.0
45.0,2681070.0,2681410.0,,,,,,,,,7.0,,19.0,,,"['popuppals', 'shape_sorter_blocks']",0.0,17.0
46.0,2681410.0,2682634.0,,,,,,,,,,,19.0,,,['shape_sorter_blocks'],1.0,18.0
47.0,2682634.0,2684232.0,,,,,,,,,8.0,,19.0,,,"['popuppals', 'shape_sorter_blocks']",0.0,19.0
48.0,2684232.0,2714220.0,,,,,,,,,,,19.0,,,['shape_sorter_blocks'],1.0,20.0
49.0,2714220.0,2726664.0,,,,,,,,,,,,,,no_ops,0.0,21.0
,2742134.0,2754068.0,,,,,,,,,,,,,,no_ops,,
,2754068.0,2758080.0,,,,,,,,1.0,,,,,,['pig'],,
