index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,372572.0,446284,['popuppals'],,,1.0,,,,,,,,,,,0,1
1,446284.0,450364,no_ops,,,,,,,,,,,,,,0,1
2,450364.0,460496,['popuppals'],,,7.0,,,,,,,,,,,0,1
3,460496.0,464950,no_ops,,,,,,,,,,,,,,0,1
4,464950.0,549372,['popuppals'],,,8.0,,,,,,,,,,,0,1
5,549372.0,552534,no_ops,,,,,,,,,,,,,,0,1
6,552534.0,642906,['popuppals'],,,13.0,,,,,,,,,,,0,1
7,642906.0,648244,no_ops,,,,,,,,,,,,,,0,1
8,648244.0,650760,['xylophone'],,,,1.0,,,,,,,,,,0,1
9,650760.0,697170,no_ops,,,,,,,,,,,,,,0,1
10,697170.0,738786,"['shape_sorter_blocks', 'shape_sorter']",,,,,1.0,1.0,,,,,,,,1,2
21,738786.0,789004,no_ops,,,,,,,,,,,,,,0,3
22,789004.0,839324,['xylophone'],,,,2.0,,,,,,,,,,0,3
23,839324.0,863158,no_ops,,,,,,,,,,,,,,0,3
24,863158.0,884680,['xylophone'],,,,4.0,,,,,,,,,,0,3
25,884884.0,900966,['popuppals'],,,14.0,,,,,,,,,,,0,3
26,902700.0,904706,['xylophone'],,,,5.0,,,,,,,,,,0,3
27,904706.0,919564,"['popuppals', 'xylophone']",,,15.0,5.0,,,,,,,,,,0,3
28,919564.0,924834,['xylophone'],,,,5.0,,,,,,,,,,0,3
29,925616.0,926296,['popuppals'],,,16.0,,,,,,,,,,,0,3
