onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord
872474.0,877336,['popuppals'],,,1.0,,,,,,,,,,
877336.0,884850,no_ops,,,,,,,,,,,,,
884850.0,891854,['popuppals'],,,2.0,,,,,,,,,,
891854.0,963424,no_ops,,,,,,,,,,,,,
963424.0,968728,['xylophone'],,,,1.0,,,,,,,,,
968728.0,984742,no_ops,,,,,,,,,,,,,
984742.0,1008032,['bricks'],1.0,,,,,,,,,,,,
1008032.0,1016804,no_ops,,,,,,,,,,,,,
1016804.0,1040570,['pig'],,1.0,,,,,,,,,,,
1040570.0,1065288,no_ops,,,,,,,,,,,,,
1065288.0,1065289,['popuppals'],,,3.0,,,,,,,,,,
1065289.0,1092318,no_ops,,,,,,,,,,,,,
1092318.0,1095990,['pig'],,2.0,,,,,,,,,,,
1095990.0,1125910,no_ops,,,,,,,,,,,,,
1125910.0,1139408,['xylophone'],,,,2.0,,,,,,,,,
1139408.0,1149234,no_ops,,,,,,,,,,,,,
1149234.0,1155082,['xylophone'],,,,3.0,,,,,,,,,
1155082.0,1166540,no_ops,,,,,,,,,,,,,
1166540.0,1202750,['bricks'],2.0,,,,,,,,,,,,
1202750.0,1260482,no_ops,,,,,,,,,,,,,
1260482.0,1367276,['popuppals'],,,4.0,,,,,,,,,,
