index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,291448.0,295460,no_ops,,,,,,,,,,,,,,0,1
1,295460.0,314534,['pig'],,1.0,,,,,,,,,,,,0,1
2,314534.0,324904,"['pig', 'shape_sorter']",,1.0,,,1.0,,,,,,,,,0,1
3,324904.0,327012,['pig'],,1.0,,,,,,,,,,,,0,1
4,327012.0,329800,"['pig', 'shape_sorter']",,1.0,,,2.0,,,,,,,,,0,1
5,329800.0,336804,['pig'],,1.0,,,,,,,,,,,,0,1
6,336804.0,345066,"['bricks', 'pig']",1.0,1.0,,,,,,,,,,,,0,1
7,345066.0,351118,['pig'],,1.0,,,,,,,,,,,,0,1
8,351118.0,360774,"['bricks', 'pig']",2.0,1.0,,,,,,,,,,,,0,1
9,360774.0,365704,['pig'],,1.0,,,,,,,,,,,,0,1
10,365704.0,366010,"['bricks', 'pig']",3.0,1.0,,,,,,,,,,,,0,1
11,366010.0,392020,['pig'],,1.0,,,,,,,,,,,,0,1
12,392020.0,396984,"['bricks', 'pig']",4.0,1.0,,,,,,,,,,,,0,1
13,396984.0,404498,['pig'],,1.0,,,,,,,,,,,,0,1
14,404498.0,411570,"['bricks', 'pig']",5.0,1.0,,,,,,,,,,,,0,1
15,411570.0,413746,['pig'],,1.0,,,,,,,,,,,,0,1
16,413746.0,415174,"['pig', 'shape_sorter']",,1.0,,,3.0,,,,,,,,,0,1
17,415174.0,424626,['shape_sorter'],,,,,3.0,,,,,,,,,1,2
18,424626.0,432072,"['pig', 'shape_sorter']",,2.0,,,3.0,,,,,,,,,0,3
19,432072.0,435030,['shape_sorter'],,,,,3.0,,,,,,,,,1,4
20,435030.0,446284,"['bricks', 'shape_sorter']",6.0,,,,3.0,,,,,,,,,0,5
21,446284.0,476272,"['shape_sorter_blocks', 'shape_sorter']",,,,,3.0,,,,,,,,,1,6
26,476272.0,480352,no_ops,,,,,,,,,,,,,,0,7
27,480352.0,488886,['xylophone'],,,,1.0,,,,,,,,,,0,7
28,488886.0,526660,no_ops,,,,,,,,,,,,,,0,7
29,526660.0,590818,['xylophone'],,,,2.0,,,,,,,,,,0,7
30,590818.0,684590,no_ops,,,,,,,,,,,,,,0,7
31,684590.0,700094,['xylophone'],,,,3.0,,,,,,,,,,0,7
32,700094.0,703766,no_ops,,,,,,,,,,,,,,0,7
33,703766.0,717672,['xylophone'],,,,4.0,,,,,,,,,,0,7
34,717672.0,737154,no_ops,,,,,,,,,,,,,,0,7
35,737154.0,744804,['bricks'],7.0,,,,,,,,,,,,,0,7
36,744804.0,750346,no_ops,,,,,,,,,,,,,,0,7
37,750346.0,753440,['bricks'],9.0,,,,,,,,,,,,,0,7
38,753440.0,763164,no_ops,,,,,,,,,,,,,,0,7
39,763164.0,825826,['pig'],,3.0,,,,,,,,,,,,0,7
40,825826.0,832966,"['bricks', 'pig']",10.0,3.0,,,,,,,,,,,,0,7
41,832966.0,836672,['pig'],,3.0,,,,,,,,,,,,0,7
42,836672.0,842248,"['pig', 'xylophone']",,3.0,,7.0,,,,,,,,,,0,7
43,842248.0,850680,['pig'],,3.0,,,,,,,,,,,,0,7
