index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,1360612.0,1365848,no_ops,,,,,,,,,,,,,,0,1
1,1365848.0,1371526,['xylophone'],,,,1.0,,,,,,,,,,0,1
2,1371526.0,1375028,no_ops,,,,,,,,,,,,,,0,1
3,1375028.0,1468902,['popuppals'],,,1.0,,,,,,,,,,,0,1
4,1471792.0,1497156,['xylophone'],,,,2.0,,,,,,,,,,0,1
5,1497156.0,1501202,no_ops,,,,,,,,,,,,,,0,1
6,1501202.0,1515448,['xylophone'],,,,3.0,,,,,,,,,,0,1
7,1515448.0,1518474,no_ops,,,,,,,,,,,,,,0,1
8,1518474.0,1521534,['popuppals'],,,4.0,,,,,,,,,,,0,1
9,1521534.0,1525988,no_ops,,,,,,,,,,,,,,0,1
10,1525988.0,1527552,['xylophone'],,,,4.0,,,,,,,,,,0,1
11,1527960.0,1529048,['popuppals'],,,5.0,,,,,,,,,,,0,1
12,1530442.0,1533196,['xylophone'],,,,5.0,,,,,,,,,,0,1
13,1535712.0,1539146,['popuppals'],,,6.0,,,,,,,,,,,0,1
14,1539146.0,1545912,no_ops,,,,,,,,,,,,,,0,1
15,1545912.0,1561926,['popuppals'],,,7.0,,,,,,,,,,,0,1
16,1561926.0,1572908,no_ops,,,,,,,,,,,,,,0,1
17,1572908.0,1574982,['pig'],,1.0,,,,,,,,,,,,0,1
18,1577362.0,1614184,"['shape_sorter_blocks', 'shape_sorter']",,,,,1.0,,,,,,,,,1,2
20,1614184.0,1634346,no_ops,,,,,,,,,,,,,,0,3
21,1634346.0,1644988,['pig'],,2.0,,,,,,,,,,,,0,3
22,1644988.0,1649272,no_ops,,,,,,,,,,,,,,0,3
23,1649272.0,1667462,['pig'],,4.0,,,,,,,,,,,,0,3
24,1667462.0,1683170,no_ops,,,,,,,,,,,,,,0,3
25,1683170.0,1704930,['pig'],,6.0,,,,,,,,,,,,0,3
26,1707854.0,1711492,['bricks'],1.0,,,,,,,,,,,,,0,3
27,1711492.0,1717170,no_ops,,,,,,,,,,,,,,0,3
28,1717170.0,1730056,['bricks'],2.0,,,,,,,,,,,,,0,3
29,1730056.0,1734136,no_ops,,,,,,,,,,,,,,0,3
30,1734136.0,1741140,['bricks'],3.0,,,,,,,,,,,,,0,3
31,1741140.0,1745118,no_ops,,,,,,,,,,,,,,0,3
32,1745118.0,1781838,['bricks'],4.0,,,,,,,,,,,,,0,3
33,1781838.0,1785884,no_ops,,,,,,,,,,,,,,0,3
34,1785884.0,1792310,['bricks'],9.0,,,,,,,,,,,,,0,3
35,1792310.0,1796832,no_ops,,,,,,,,,,,,,,0,3
36,1796832.0,1801184,['bricks'],11.0,,,,,,,,,,,,,0,3
37,1801184.0,1807984,no_ops,,,,,,,,,,,,,,0,3
38,1807984.0,1814172,['bricks'],12.0,,,,,,,,,,,,,0,3
39,1814172.0,1822808,no_ops,,,,,,,,,,,,,,0,3
40,1822808.0,1834470,['pig'],,7.0,,,,,,,,,,,,0,3
41,1834470.0,1859086,no_ops,,,,,,,,,,,,,,0,3
42,1859086.0,1866260,['shape_sorter_blocks'],,,,,,2.0,,,,,,,,1,4
43,1866260.0,1878262,"['pig', 'shape_sorter_blocks']",,9.0,,,,2.0,,,,,,,,0,5
44,1878262.0,1882376,['pig'],,9.0,,,,,,,,,,,,0,5
45,1882784.0,1883600,['shape_sorter_blocks'],,,,,,3.0,,,,,,,,1,6
46,1883600.0,1891590,"['pig', 'shape_sorter_blocks']",,10.0,,,,3.0,,,,,,,,0,7
