index,onset,offset,toy,bricks_ord,pig_ord,popuppals_ord,xylophone_ord,shape_sorter_ord,shape_sorter_blocks_ord,broom_ord,clear_ball_ord,balls_ord,food_ord,grocery_cart_ord,stroller_ord,bucket_ord,contain,g
0,2475166.0,2544832.0,no_ops,,,,,,,,,,,,,,0,1
1,2544832.0,2599776.0,['popuppals'],,,6.0,,,,,,,,,,,0,1
2,2599776.0,2617456.0,no_ops,,,,,,,,,,,,,,0,1
3,2617456.0,2662608.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,4.0,3.0,,,,,,,,1,2
6,2662608.0,2687122.0,"['xylophone', 'shape_sorter', 'shape_sorter_blocks']",,,,3.0,5.0,3.0,,,,,,,,0,3
7,2687122.0,2697254.0,"['xylophone', 'shape_sorter_blocks']",,,,3.0,,3.0,,,,,,,,0,3
8,2697254.0,2705584.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,3.0,,,,,,,,1,4
10,2705584.0,2709970.0,no_ops,,,,,,,,,,,,,,0,5
11,2709970.0,2769606.0,['popuppals'],,,7.0,,,,,,,,,,,0,5
12,2769606.0,2787048.0,no_ops,,,,,,,,,,,,,,0,5
13,2787048.0,2824210.0,"['shape_sorter_blocks', 'shape_sorter']",,,,,,4.0,,,,,,,,1,6
18,2824482.0,2841788.0,['xylophone'],,,,4.0,,,,,,,,,,0,7
19,2842128.0,2843080.0,['shape_sorter'],,,,,8.0,,,,,,,,,1,8
20,2843250.0,2844032.0,['xylophone'],,,,5.0,,,,,,,,,,0,9
21,2844576.0,2844712.0,['shape_sorter'],,,,,9.0,,,,,,,,,1,10
22,2844712.0,2849302.0,"['xylophone', 'shape_sorter']",,,,6.0,9.0,,,,,,,,,0,11
23,2849302.0,2853416.0,['xylophone'],,,,6.0,,,,,,,,,,0,11
24,2853416.0,2857258.0,no_ops,,,,,,,,,,,,,,0,11
25,2857258.0,2861576.0,['popuppals'],,,8.0,,,,,,,,,,,0,11
26,2861576.0,2965208.0,no_ops,,,,,,,,,,,,,,0,11
